Genus,RA,TAX_ID
Bordetella,0.5468987645711983,517
Clostridium,0.2164362480075231,1485
Bacteroides,0.12294875650337136,816
Phocaeicola,0.02624296498106554,909656
Lachnoclostridium,0.008440400745724322,1506553
Eubacterium,0.008216387889104445,1730
Burkholderia,0.006638505965806591,32008
Escherichia,0.006379590596530198,561
Achromobacter,0.005755971002920397,222
Thermoclostridium,0.005620145562100461,2304691
Akkermansia,0.0052351966789628435,239934
Ruminococcus,0.004271082349144552,1263
Odoribacter,0.004108704566510192,283168
Butyrivibrio,0.0032257490914233172,830
Bifidobacterium,0.0018398610243220653,1678
Erysipelothrix,0.0017045762420458616,1647
Cellulosilyticum,0.0007665336686697865,698776
Pseudomonas,0.0005544153000120267,286
Petrimonas,0.00020665171004890796,307628
Citrobacter,0.0001683850997869445,544
Proteiniphilum,0.00014015070916979718,294702
Enterobacter,0.00010897273314788345,547
Shigella,8.914858654435449e-05,620
Klebsiella,8.386214745008009e-05,570
Xanthomonas,8.302112304871826e-05,338
Parabacteroides,7.713395223918542e-05,375288
Cupriavidus,7.136692777270426e-05,106589
Salmonella,6.590026916385234e-05,590
Stenotrophomonas,4.757795184846951e-05,40323
Variovorax,3.6344268773136434e-05,34072
Ralstonia,3.2439512623956486e-05,48736
Alcaligenes,2.9736219905293442e-05,507
Acidovorax,2.937578087613837e-05,12916
Paraburkholderia,2.6852707672052868e-05,1822464
Diaphorobacter,2.6612414985949486e-05,238749
Prevotella,2.4630000325596588e-05,838
Alicycliphilus,2.2767732008295383e-05,201096
Kosakonia,2.258751249371785e-05,1330547
Alistipes,2.1446122234726787e-05,239759
Leclercia,2.0665171004890796e-05,83654
Flavobacterium,1.856261000148621e-05,237
Pandoraea,1.8021951457753603e-05,93217
Comamonas,1.6399975826555777e-05,283
Chryseobacterium,1.6039536797400706e-05,59732
Delftia,1.573917093977148e-05,80865
Cronobacter,1.495821970993549e-05,413496
Aeromonas,1.3756756279418583e-05,642
Sphingobacterium,1.3696683107892738e-05,28453
Melaminivora,1.3336244078737665e-05,1649468
Homo,1.2855658706530903e-05,9605
Raoultella,1.0693024531600471e-05,160674
Pusillimonas,1.0632951360074625e-05,305976
Hydrogenophaga,1.0632951360074625e-05,47420
Cedecea,1.0392658673971244e-05,158483
Dysgonomonas,1.0332585502445398e-05,156973
Streptomyces,1.0152365987867862e-05,1883
Pigmentiphaga,9.852000130238636e-06,152267
Pluralibacter,9.791926958712791e-06,1330546
Bacillus,9.791926958712791e-06,1386
Xylella,9.131122071928491e-06,2370
Porphyromonas,9.071048900402646e-06,836
Polaribacter,8.650536699721729e-06,52959
Staphylococcus,8.590463528195884e-06,1279
Lelliottia,8.410244013618348e-06,1330545
Azoarcus,8.410244013618348e-06,12960
Pseudoxanthomonas,7.509146440730667e-06,83618
Thauera,7.268853754627286e-06,33057
