Species,RA
Bordetella petrii,0.1981
Bordetella pseudohinzii,0.0944
Bordetella pertussis,0.0934
Bacteroides thetaiotaomicron,0.08449999999999999
Clostridium aceticum,0.0677
Bacteroides fragilis,0.0337
Clostridium butyricum,0.0318
Clostridium pasteurianum,0.024700000000000003
Clostridium scatologenes,0.024399999999999998
Clostridium botulinum,0.0222
Bordetella bronchiseptica,0.0184
Phocaeicola salanitronis,0.0121
Phocaeicola vulgatus,0.0085
Lachnoclostridium phytofermentans,0.0084
Clostridium saccharobutylicum,0.008
Clostridium acetobutylicum,0.0079
Eubacterium callanderi,0.0073
Bordetella holmesii,0.0063
Burkholderia multivorans,0.0060999999999999995
Bordetella bronchialis,0.0060999999999999995
Clostridium carboxidivorans,0.005699999999999999
Escherichia coli,0.005699999999999999
Thermoclostridium stercorarium,0.005600000000000001
Akkermansia muciniphila,0.0052
Clostridium cellulovorans,0.005
Phocaeicola dorei,0.004699999999999999
Bordetella parapertussis,0.0043
Ruminococcus albus,0.0043
Odoribacter splanchnicus,0.0040999999999999995
Butyrivibrio hungatei,0.0032
Clostridium autoethanogenum,0.0027
Clostridium tetani,0.0022
Clostridium sporogenes,0.0022
Bifidobacterium animalis,0.0018
Bordetella genomosp. 6,0.0018
Erysipelothrix rhusiopathiae,0.0017000000000000001
Clostridium beijerinckii,0.0014000000000000002
Bordetella hinzii,0.0008
Bordetella genomosp. 13,0.0007000000000000001
Achromobacter xylosoxidans,0.0007000000000000001
Cellulosilyticum lentocellum,0.0006
Bordetella trematum,0.0006
Clostridium sp. AWRP,0.0004
Bordetella sp. N,0.0004
Bordetella avium,0.0004
Bordetella sp. H567,0.0003
Bordetella genomosp. 9,0.0003
Bordetella flabilis,0.0003
Bordetella genomosp. 8,0.0003
Pseudomonas aeruginosa,0.0003
Clostridium drakei,0.0003
Clostridium sp. 001,0.0003
Petrimonas mucosa,0.0002
Achromobacter denitrificans,0.0002
Proteiniphilum saccharofermentans,0.0001
Escherichia marmotae,0.0001
Escherichia fergusonii,0.0001
Eubacterium limosum,0.0001
Salmonella enterica,0.0001
Bacteroides xylanisolvens,0.0001
Clostridium ljungdahlii,0.0001
Escherichia albertii,0.0001
Achromobacter sp. AONIH1,0.0001
Achromobacter spanius,0.0001
Achromobacter deleyi,0.0001
Brevibacterium sp. JNUCC-42,0.0
Listeria monocytogenes,0.0
Paenibacillus lycopersici,0.0
Brevibacillus brevis,0.0
Brevibacillus laterosporus,0.0
Brevibacillus sp. JNUCC-41,0.0
Brevibacillus formosus,0.0
Thermobacillus composti,0.0
Cohnella candidum,0.0
Listeria grayi,0.0
Paenibacillus rhizovicinus,0.0
Brochothrix thermosphacta,0.0
Solibacillus silvestris,0.0
Solibacillus sp. R5-41,0.0
Sporosarcina sp. P37,0.0
Sporosarcina sp. P33,0.0
Sporosarcina sp. PTS2304,0.0
Sporosarcina ureae,0.0
Planococcus halocryophilus,0.0
Paenibacillus albus,0.0
Paenibacillus donghaensis,0.0
Ureibacillus thermosphaericus,0.0
Paenibacillus terrae,0.0
Paenibacillus sp. FSL H7-0357,0.0
Paenibacillus sp. URB8-2,0.0
Paenibacillus sp. FSL R7-0273,0.0
Paenibacillus sp. JNUCC-31,0.0
Paenibacillus sp. UniB2,0.0
Paenibacillus sp. B01,0.0
Paenibacillus sp. BIHB4019,0.0
Paenibacillus antarcticus,0.0
Paenibacillus sophorae,0.0
Paenibacillus borealis,0.0
Paenibacillus lautus,0.0
Paenibacillus polymyxa,0.0
Mycobacteroides chelonae,0.0
Paenibacillus physcomitrellae,0.0
Mycobacterium heckeshornense,0.0
Mycobacterium avium,0.0
Paenibacillus uliginis,0.0
Mycobacterium noviomagense,0.0
Paenibacillus brasilensis,0.0
Kurthia sp. 11kri321,0.0
Gemella haemolysans,0.0
Paenibacillus sp. FSL R5-0345,0.0
Mycolicibacterium fluoranthenivorans,0.0
Mycolicibacterium thermoresistibile,0.0
Mycolicibacterium mageritense,0.0
Mycolicibacterium fallax,0.0
Mycolicibacterium doricum,0.0
Mycolicibacterium frederiksbergense,0.0
Mycolicibacterium goodii,0.0
Mycolicibacterium hassiacum,0.0
Mycolicibacterium pulveris,0.0
Streptococcus pneumoniae,0.0
Streptococcus agalactiae,0.0
Streptococcus pyogenes,0.0
Streptococcus dysgalactiae,0.0
Streptococcus anginosus,0.0
Streptococcus salivarius,0.0
Streptococcus gwangjuense,0.0
Streptococcus gallolyticus,0.0
Streptococcus pseudoporcinus,0.0
Streptococcus urinalis,0.0
Streptococcus iniae,0.0
Mycolicibacterium boenickei,0.0
Mycolicibacterium rhodesiae,0.0
Exiguobacterium sp. N4-1P,0.0
Mycobacterium sp. DL440,0.0
Kroppenstedtia eburnea,0.0
Kroppenstedtia pulmonis,0.0
Sporolactobacillus terrae,0.0
Streptococcus sp. oral taxon 431,0.0
Streptococcus sp. NPS 308,0.0
Mycobacterium basiliense,0.0
Mycobacterium tuberculosis,0.0
Streptococcus sp. HSISM1,0.0
Streptococcus sp. KS 6,0.0
Streptococcus sanguinis,0.0
Streptococcus suis,0.0
Streptococcus equinus,0.0
Streptococcus mutans,0.0
Streptococcus mitis,0.0
Streptococcus himalayensis,0.0
Streptococcus gordonii,0.0
Mycobacterium kubicae,0.0
Mycobacterium parmense,0.0
Mycobacterium sp. YC-RL4,0.0
Paenibacillus sp. FSL P4-0081,0.0
Salinicoccus halodurans,0.0
[Micrococcus] candicans,0.0
Priestia flexa,0.0
Bacillus safensis,0.0
Bacillus pumilus,0.0
Bacillus gobiensis,0.0
Neobacillus mesonae,0.0
Neobacillus cucumis,0.0
Lentibacillus sp. CBA3610,0.0
Virgibacillus necropolis,0.0
Virgibacillus phasianinus,0.0
Metabacillus litoralis,0.0
Alkalihalobacillus lehensis,0.0
Alkalihalobacillus clausii,0.0
Alkalihalobacillus halodurans,0.0
Alkalihalobacillus krulwichiae,0.0
Salicibibacter cibi,0.0
Lysinibacillus sp. SGAir0095,0.0
Lysinibacillus sp. YS11,0.0
Lysinibacillus sphaericus,0.0
Lysinibacillus timonensis,0.0
Weizmannia coagulans,0.0
Bacillus infantis,0.0
Bacillus altitudinis,0.0
Bacillus licheniformis,0.0
Bacillus sp. DSL-17,0.0
Nocardia yunnanensis,0.0
Bacillus luti,0.0
Bacillus sp. X1(2014),0.0
Bacillus sp. FJAT-18017,0.0
Bacillus sp. NSP9.1,0.0
Bacillus sp. FJAT-22090,0.0
Bacillus sp. KH172YL63,0.0
Bacillus sp. FJAT-42376,0.0
Bacillus sp. MD-5,0.0
Bacillus subtilis,0.0
Bacillus sp. 1NLA3E,0.0
Bacillus sp. Lzh-5,0.0
Bacillus sp. M4U3P1,0.0
Bacillus sp. PAMC26568,0.0
Bacillus velezensis,0.0
Bacillus amyloliquefaciens,0.0
Bacillus siamensis,0.0
Nocardia brasiliensis,0.0
Priestia megaterium,0.0
Priestia filamentosa,0.0
Pseudarthrobacter psychrotolerans,0.0
Terribacillus aidingensis,0.0
Staphylococcus schleiferi,0.0
Staphylococcus schweitzeri,0.0
Staphylococcus pseudintermedius,0.0
Staphylococcus succinus,0.0
Staphylococcus felis,0.0
Staphylococcus auricularis,0.0
Staphylococcus hominis,0.0
Staphylococcus argenteus,0.0
Staphylococcus equorum,0.0
Staphylococcus agnetis,0.0
Staphylococcus caprae,0.0
Nocardia seriolae,0.0
Mycolicibacter terrae,0.0
Staphylococcus sp. T93,0.0
Staphylococcus chromogenes,0.0
Macrococcus canis,0.0
Macrococcus caseolyticus,0.0
Mammaliicoccus sciuri,0.0
Mammaliicoccus vitulinus,0.0
Staphylococcus cohnii,0.0
Staphylococcus aureus,0.0
Psychrobacillus sp. INOP01,0.0
Bacillus marisflavi,0.0
Halobacillus halophilus,0.0
Halobacillus mangrovi,0.0
Cytobacillus ciccensis,0.0
Bacillus circulans,0.0
Peribacillus simplex,0.0
Peribacillus butanolivorans,0.0
Amphibacillus xylanus,0.0
Evansella cellulosilytica,0.0
Mesobacillus foraminis,0.0
Aeribacillus pallidus,0.0
Pradoshia sp. D12,0.0
Fictibacillus arsenicus,0.0
Parageobacillus thermoglucosidasius,0.0
Anoxybacillus flavithermus,0.0
Oceanobacillus iheyensis,0.0
Oceanobacillus zhaokaii,0.0
Bacillus cohnii,0.0
Radiobacillus deserti,0.0
Streptococcus porcinus,0.0
Streptococcus chenjunshii,0.0
Lactococcus lactis,0.0
Streptomyces galilaeus,0.0
Streptomyces venezuelae,0.0
