genus,SRR11487935,tax_id
AKKERMANSIA,0.0011412,239934
ALISTIPES,0.010042299999999999,239759
ANAEROBUTYRICUM,0.0090543,2569097
ANAEROSTIPES,0.012444599999999998,207244
BACTEROIDES,0.0727334,816
BIFIDOBACTERIUM,0.4936723,1678
BLAUTIA,0.0005193,572511
CLOSTRIDIUM,0.0282322,1485
COLLINSELLA,0.0077602,102106
ESCHERICHIA,0.1270395,561
FAECALIBACTERIUM,0.0003834,216851
LACTOBACILLUS,0.0004924,1578
PARABACTEROIDES,0.104698,375288
PREVOTELLA,0.1188968,838
ROSEBURIA,0.0117751,841
RUMINOCOCCUS,0.001115,1263
