genus,SRR17380241,tax_id
AKKERMANSIA,0.0531393,239934
ANAEROSTIPES,0.0528668,207244
BACILLUS,0.051601499999999995,1386
BACTEROIDES,0.0526171,816
BIFIDOBACTERIUM,0.09863279999999999,1678
BLAUTIA,0.047301,572511
COLLINSELLA,0.0308019,102106
CUTIBACTERIUM,0.0513099,1912216
ENTEROCLOSTER,0.058255299999999996,2719313
ESCHERICHIA,0.0604665,561
FLAVONIFRACTOR,0.0358084,946234
LACTOBACILLUS,0.0357694,1578
MEDITERRANEIBACTER,0.0635681,2316020
MEGAMONAS,0.0305279,158846
MEGASPHAERA,0.0599689,906
PARABACTEROIDES,0.0558496,375288
PSEUDOMONAS,0.0440568,286
STAPHYLOCOCCUS,0.0490719,1279
STREPTOCOCCUS,0.0683869,1301
