Species,RA,TAX_ID
Bacteroides,0.14139994607051168,816
Akkermansia,0.11795942599084105,239934
Escherichia,0.10443875944049288,561
Prevotella,0.10016518738231249,838
Bifidobacterium,0.07706161330744114,1678
Roseburia,0.07559350761470779,841
Alistipes,0.048888667329833206,239759
Parabacteroides,0.04038502935531602,375288
Ruminococcus,0.03824801673173705,1263
Shigella,0.0378301764944473,620
Collinsella,0.0341806456583363,102106
Eubacterium,0.03025557592388238,1730
Faecalibacterium,0.02999680501770836,216851
Blautia,0.027288094498965597,572511
Anaerostipes,0.02385858691144914,207244
Clostridium,0.014408916946322032,1485
Lactobacillus,0.013384030073620549,1578
Unassigned,0.00886143067228319,12908
Lachnoclostridium,0.003647944674689622,1506553
Dorea,0.002676987290315125,189330
Fusicatenibacter,0.002362700734392738,1407607
Coprococcus,0.0022981213050936177,33042
Tyzzerella,0.0018243122290779643,1506577
Butyrivibrio,0.001189394471547663,830
Emergencia,0.0009025258487663063,1926556
Odoribacter,0.000895728014103241,283168
Lactonifactor,0.0007957998445561807,420345
Angelakisella,0.0006818228167054521,1935176
Ruthenibacterium,0.0006673207694242461,1905344
Faecalitalea,0.0006349177575303013,1573534
Oscillibacter,0.0005948105330182159,459786
Erysipelatoclostridium,0.0005927711826192964,1505663
Clostridioides,0.0005828010251134672,1870884
Subdoligranulum,0.0005490384462869094,292632
Intestinimonas,0.0005460927179329145,1392389
Anaerotruncus,0.0005297779147415576,244127
Paraprevotella,0.0005000940367128391,577309
Pseudoflavonifractor,0.00047902074925733654,1017280
Butyricicoccus,0.00047743458783595466,580596
Fournierella,0.00046565167441997476,1940255
Citrobacter,0.0004484304932735426,544
Mediterranea,0.0004325688790597235,1926659
Klebsiella,0.00041852002075605516,570
Kluyvera,0.0003852106309070351,579
Obesumbacterium,0.000363457559985226,82982
Acetivibrio,0.00035575334736708534,35829
Coprobacter,0.0003233503354731406,1348911
Hungatella,0.00031791206774268836,1649459
Salmonella,0.0003172322842763818,590
Enterobacter,0.00029004094562412055,547
Ruminiclostridium,0.0002861888393150502,1508657
Culturomica,0.00025945068964032655,1926651
Barnesiella,0.0002558251778200251,397864
Lachnoanaerobaculum,0.0002263678942800753,1164882
Pseudobutyrivibrio,0.00021526476433040195,46205
Coprobacillus,0.00020552120131334166,100883
Porphyromonas,0.00019872336665027634,836
Scardovia,0.00019736379971766325,196081
Traorella,0.00019260531545351755,1929045
Holdemanella,0.000191925531987211,1573535
Bariatricus,0.0001871670477230653,1924081
Lamprocystis,0.0001867138587455276,53452
Cronobacter,0.0001810489965263065,413496
Holdemania,0.00017923624061615573,61170
Massilioclostridium,0.00016790651617771353,1935927
Bittarella,0.00015997570907080397,1929297
Senegalimassilia,0.0001472864176997487,1473205
Phascolarctobacterium,0.0001400353940591457,33024
Sellimonas,0.0001400353940591457,1769710
Stomatobaculum,0.00013527690979499995,1213720
Marvinbryantia,0.00012870566962070349,248744
Treponema,0.00012009507904748741,157
Hespellia,0.0001164695672271859,241189
Lelliottia,0.00010785897665396982,1330545
Gordonibacter,0.00010604622074381906,644652
Fibrobacter,0.00010083454750213566,832
Kosakonia,9.970157505829143e-05,1330547
Merdibacter,9.856860261444722e-05,1935200
Veillonella,9.834200812567837e-05,29465
Trabulsiella,9.811541363690952e-05,158851
Alloprevotella,8.927822857492461e-05,1283313
Pantoea,8.248039391185928e-05,53335
Acinetobacter,8.248039391185928e-05,469
Allobaculum,8.066763800170852e-05,174708
Corynebacterium,7.976126004663315e-05,1716
Pediococcus,7.862828760278892e-05,1253
Gardnerella,7.840169311402009e-05,2701
Robinsoniella,7.704212618140701e-05,588605
Leclercia,7.613574822633164e-05,83654
Helicobacter,7.069748049587938e-05,209
Pluralibacter,7.047088600711054e-05,1330546
Megasphaera,6.639218520927134e-05,906
Yokenella,6.118051196758792e-05,158876
Raoultella,6.0500728501281394e-05,160674
Prevotellamassilia,6.0047539523743704e-05,1926672
Slackia,5.755500014728642e-05,84108
Solobacterium,5.687521668097989e-05,123375
Selenomonas,5.687521668097989e-05,970
Streptococcus,5.302311037190953e-05,1301
Neglecta,4.849122059653265e-05,1924105
Sanguibacteroides,4.713165366391959e-05,1635148
Shimwellia,4.599868122007537e-05,1335483
Tidjanibacter,4.237316939977386e-05,1929083
Rikenella,4.033381900085426e-05,28138
Gallibacterium,3.9200846557010043e-05,155493
Enterococcus,3.9200846557010043e-05,1350
Franconibacter,3.806787411316582e-05,1649295
Morganella,3.738809064685929e-05,581
Johnsonella,3.716149615809044e-05,43994
Varibaculum,3.670830718055275e-05,184869
Capnocytophaga,3.625511820301507e-05,1016
Oribacterium,3.602852371424622e-05,265975
Rappaport,3.5122145759170847e-05,1955421
Bacillus,3.4668956781633157e-05,1386
Campylobacter,3.28562008714824e-05,194
Chryseobacterium,3.217641740517587e-05,59732
Cellulomonas,3.149663393886934e-05,1707
Peptostreptococcus,3.081685047256281e-05,1257
Haemophilus,3.059025598379396e-05,724
Lachnobacterium,3.0363661495025118e-05,140625
Sharpea,2.8097716607336678e-05,519427
Peptoniphilus,2.673814967472361e-05,162289
Tannerella,2.6511555185954766e-05,195950
Enorma,2.605836620841708e-05,1472762
Intestinibacter,2.560517723087939e-05,1505657
Butyricimonas,2.560517723087939e-05,574697
Atlantibacter,2.5378582742110548e-05,1903434
Catonella,2.4925393764572858e-05,43996
Drancourtella,2.447220478703517e-05,1903506
Alloscardovia,2.333923234319095e-05,419014
Gilliamella,2.288604336565326e-05,1193503
Acetitomaculum,2.2659448876884418e-05,31980
Phocea,2.1979665410577883e-05,1926663
Actinomyces,2.1979665410577883e-05,1654
Heliobacterium,2.175307092180904e-05,2697
Siccibacter,2.1073287455502506e-05,1649298
Methanosarcina,2.0846692966733664e-05,2207
Olsenella,1.9940315011658288e-05,133925
Xenorhabdus,1.858074807904522e-05,626
Cedecea,1.8127559101507534e-05,158483
Candidatus Stoquefichus,1.7447775635201e-05,1470349
Arthrospira,1.6994586657663312e-05,35823
Libanicoccus,1.6994586657663312e-05,1935188
Tumebacillus,1.6994586657663312e-05,432330
Catellicoccus,1.6767992168894467e-05,300418
Gabonia,1.631480319135678e-05,1923867
Chlamydia,1.6088208702587936e-05,810
Oxalobacter,1.586161421381909e-05,846
Rhodobacter,1.5408425236281404e-05,1060
Anaerococcus,1.5408425236281404e-05,165779
Eggerthella,1.5181830747512559e-05,84111
Oenococcus,1.4502047281206027e-05,46254
Crocosphaera,1.4048858303668339e-05,263510
Staphylococcus,1.3822263814899494e-05,1279
Microcystis,1.3822263814899494e-05,1125
Erwinia,1.3822263814899494e-05,551
Dialister,1.3369074837361806e-05,39948
Kingella,1.2915885859824117e-05,32257
Frischella,1.2915885859824117e-05,1335631
Serratia,1.2689291371055274e-05,613
Beduini,1.2462696882286429e-05,1922299
Riemerella,1.200950790474874e-05,34084
Asaccharospora,1.1556318927211052e-05,1505660
Pectobacterium,1.0423346483366832e-05,122277
Levyella,9.743563017060299e-06,1715798
Enterorhabdus,9.29037403952261e-06,580024
Enhygromyxa,9.29037403952261e-06,215802
Mobiluncus,9.063779550753767e-06,2050
Phocaeicola,8.610590573216079e-06,909656
Dickeya,8.610590573216079e-06,204037
Fusobacterium,8.383996084447234e-06,848
Anaerocolumna,8.383996084447234e-06,1843210
Desulfotalea,8.383996084447234e-06,109168
Shewanella,8.15740159567839e-06,22
Yersinia,8.15740159567839e-06,629
Coriobacterium,7.930807106909545e-06,33870
Magnetospirillum,7.704212618140702e-06,13134
Oceanospirillum,7.704212618140702e-06,965
Mangrovibacter,7.704212618140702e-06,451512
Anaerobium,7.477618129371857e-06,1855714
Methyloglobulus,7.251023640603014e-06,1410680
Rhodopseudomonas,7.251023640603014e-06,1073
Acholeplasma,7.251023640603014e-06,2147
Alkaliphilus,7.251023640603014e-06,114627
Paenibacillus,7.0244291518341695e-06,44249
Aliivibrio,6.797834663065325e-06,511678
Necropsobacter,6.571240174296481e-06,908284
Buttiauxella,6.118051196758793e-06,82976
Rhizobium,6.118051196758793e-06,379
Mucilaginibacter,6.118051196758793e-06,423349
Parasutterella,6.118051196758793e-06,577310
Anaerosporobacter,6.118051196758793e-06,653683
Streptobacillus,6.118051196758793e-06,34104
Paludibacter,6.118051196758793e-06,346096
Shuttleworthia,5.891456707989949e-06,177971
Pontibacillus,5.211673241683416e-06,289201
Parascardovia,4.758484264145728e-06,196082
Parasporobacterium,4.305295286608039e-06,115543
Stenotrophomonas,4.078700797839195e-06,40323
Dysgonomonas,3.852106309070351e-06,156973
Carboxydothermus,3.852106309070351e-06,129957
Actinophytocola,3.852106309070351e-06,695999
Actinopolyspora,3.852106309070351e-06,1849
Falsirhodobacter,3.852106309070351e-06,1434002
Dielma,3.625511820301507e-06,1472649
Hathewaya,3.625511820301507e-06,1769729
Brenneria,3.1723228427638185e-06,71655
Flavonifractor,3.1723228427638185e-06,946234
Candidatus Endobugula,2.9457283539949743e-06,62100
Turicibacter,2.9457283539949743e-06,191303
Providencia,2.9457283539949743e-06,586
Sodalis,2.71913386522613e-06,84565
Murdochiella,2.71913386522613e-06,1161127
Lachnospira,2.71913386522613e-06,28050
Catenibacterium,2.71913386522613e-06,135858
Roseimaritima,2.492539376457286e-06,1579506
Vibrio,2.492539376457286e-06,662
Petrimonas,2.492539376457286e-06,307628
Moellerella,2.492539376457286e-06,158848
Nissabacter,2.492539376457286e-06,1964366
Chania,2.492539376457286e-06,1745211
Edwardsiella,2.2659448876884418e-06,635
Candidatus Azobacteroides,2.2659448876884418e-06,511434
Atopobium,2.2659448876884418e-06,1380
Mageeibacillus,2.0393503989195976e-06,1637257
Tatumella,1.8127559101507534e-06,82986
Cutibacterium,1.8127559101507534e-06,1912216
Adlercreutzia,1.8127559101507534e-06,447020
Mucinivorans,1.8127559101507534e-06,1611681
Proteiniphilum,1.5861614213819092e-06,294702
Arsenophonus,1.5861614213819092e-06,637
Eisenbergiella,1.5861614213819092e-06,1432051
Pragia,1.5861614213819092e-06,82984
Candidatus Magnetomorum,1.5861614213819092e-06,1141978
Lactococcus,1.359566932613065e-06,1357
Lascolabacillus,1.359566932613065e-06,1924067
Macellibacteroides,1.359566932613065e-06,1159323
Burkholderia,1.359566932613065e-06,32008
Plesiomonas,1.1329724438442209e-06,702
Hafnia,1.1329724438442209e-06,568
Pseudomonas,1.1329724438442209e-06,286
Rahnella,1.1329724438442209e-06,34037
Rubritalea,1.1329724438442209e-06,361050
Asticcacaulis,9.063779550753767e-07,76890
Denitrobacterium,9.063779550753767e-07,79603
Lysobacter,9.063779550753767e-07,68
Fermentimonas,9.063779550753767e-07,1784836
Izhakiella,9.063779550753767e-07,1780190
Lonsdalea,9.063779550753767e-07,1082702
Photorhabdus,9.063779550753767e-07,29487
Nitrolancea,9.063779550753767e-07,1206748
Legionella,9.063779550753767e-07,445
Phaseolibacter,9.063779550753767e-07,1297562
Urmitella,9.063779550753767e-07,1965226
Leucobacter,9.063779550753767e-07,55968
Hydrogenoanaerobacterium,9.063779550753767e-07,596767
Candidatus Endoriftia,9.063779550753767e-07,393764
Desnuesiella,6.797834663065325e-07,1924062
Flavobacterium,6.797834663065325e-07,237
Candidatus Soleaferrea,6.797834663065325e-07,1470353
Candidatus Arthromitus,6.797834663065325e-07,49082
Proteiniclasticum,6.797834663065325e-07,1155385
Streptomyces,6.797834663065325e-07,1883
Proteus,6.797834663065325e-07,583
Anaerobiospirillum,6.797834663065325e-07,13334
Anaeromassilibacillus,4.5318897753768835e-07,1924093
Youngiibacter,4.5318897753768835e-07,1408818
Bibersteinia,4.5318897753768835e-07,476528
Micrococcus,4.5318897753768835e-07,1269
Mitsuokella,4.5318897753768835e-07,52225
Synergistes,4.5318897753768835e-07,2753
Defluviitalea,4.5318897753768835e-07,1185408
Budvicia,4.5318897753768835e-07,82978
Faecalicoccus,4.5318897753768835e-07,1573536
Aggregatibacter,4.5318897753768835e-07,416916
Basfia,4.5318897753768835e-07,697331
Histophilus,4.5318897753768835e-07,214906
Ewingella,4.5318897753768835e-07,41201
Pasteurella,4.5318897753768835e-07,745
Gemmata,4.5318897753768835e-07,113
Nesterenkonia,4.5318897753768835e-07,57494
Criibacterium,4.5318897753768835e-07,1937664
Aeromonas,4.5318897753768835e-07,642
Actinobacillus,4.5318897753768835e-07,713
Gabonibacter,4.5318897753768835e-07,1911312
Synechococcus,2.2659448876884418e-07,1129
Exiguobacterium,2.2659448876884418e-07,33986
Xanthomonas,2.2659448876884418e-07,338
Rhodococcus,2.2659448876884418e-07,1827
Weissella,2.2659448876884418e-07,46255
Epulopiscium,2.2659448876884418e-07,2383
Neisseria,2.2659448876884418e-07,482
Mycobacterium,2.2659448876884418e-07,1763
Luteimonas,2.2659448876884418e-07,83614
Anaerophaga,2.2659448876884418e-07,177399
Haloferula,2.2659448876884418e-07,574899
Acetanaerobacterium,2.2659448876884418e-07,258514
Raphidiopsis,2.2659448876884418e-07,244599
Paraburkholderia,2.2659448876884418e-07,1822464
