genus,SRR540399,tax_id
ACIDAMINOCOCCUS,0.0,904
AGATHOBACULUM,0.0005071,2048137
AKKERMANSIA,0.0047634,239934
ALISTIPES,0.183252,239759
ANAEROTIGNUM,0.0,2039240
BACTEROIDES,0.33042099999999996,816
BARNESIELLA,0.0,397864
BIFIDOBACTERIUM,0.0066609,1678
BLAUTIA,0.0022534,572511
BUTYRICIMONAS,0.0,574697
CLOSTRIDIUM,0.0,1485
COLLINSELLA,0.006771,102106
COPROBACTER,0.0,1348911
COPROCOCCUS,0.0016217999999999998,33042
DIALISTER,0.0041172,39948
DOREA,0.0061385,189330
ESCHERICHIA,0.0,561
EUBACTERIUM,0.0038637,1730
FAECALIBACTERIUM,0.0507622,216851
FLAVONIFRACTOR,0.0004728,946234
FUSICATENIBACTER,0.0004915,1407607
GEMMIGER,0.0009851,204475
GORDONIBACTER,0.0,644652
HAEMOPHILUS,0.0,724
HOLDEMANELLA,0.0,1573535
INTESTINIMONAS,0.0,1392389
LACHNOSPIRA,0.0007029,28050
LAWSONIBACTER,0.0,2172004
MONOGLOBUS,0.0,2039302
ODORIBACTER,0.0048481,283168
OLSENELLA,0.0,133925
OSCILLIBACTER,0.0100569,459786
PARABACTEROIDES,0.016702,375288
PARAPREVOTELLA,0.0,577309
PARASUTTERELLA,0.0011231,577310
PHASCOLARCTOBACTERIUM,0.0009824,33024
PREVOTELLA,0.069508,838
ROSEBURIA,0.0098349,841
RUMINOCOCCUS,0.2200348,1263
RUTHENIBACTERIUM,0.0030313000000000002,1905344
STREPTOCOCCUS,0.0,1301
SUTTERELLA,0.0,40544
TURICIBACTER,0.0,191303
UNCLASSIFIED,0.0,12908
UNCLASSIFIED,0.0,12908
UNCLASSIFIED,0.0,12908
UNCLASSIFIED,0.0,12908
UNCLASSIFIED,0.0465941,12908
UNCLASSIFIED,0.0465941,12908
UNCLASSIFIED,0.0465941,12908
UNCLASSIFIED,0.0465941,12908
UNCLASSIFIED,0.0027169,12908
UNCLASSIFIED,0.0027169,12908
UNCLASSIFIED,0.0027169,12908
UNCLASSIFIED,0.0027169,12908
UNCLASSIFIED,0.010783000000000001,12908
UNCLASSIFIED,0.010783000000000001,12908
UNCLASSIFIED,0.010783000000000001,12908
UNCLASSIFIED,0.010783000000000001,12908
VEILLONELLA,0.0,29465
