species,SRR540385,tax_id
ACIDAMINOCOCCUS_INTESTINI,0.0,187327
AGATHOBACULUM_BUTYRICIPRODUCENS,0.0,1628085
AKKERMANSIA_MUCINIPHILA,0.021162399999999998,239935
ALISTIPES_FINEGOLDII,0.0123223,214856
ALISTIPES_INDISTINCTUS,0.0209776,626932
ALISTIPES_INOPS,0.3652101,1501391
ALISTIPES_PUTREDINIS,0.0,28117
ALISTIPES_SHAHII,0.0042251,328814
ANAEROTIGNUM_LACTATIFERMENTANS,0.0,160404
BACTEROIDES_CACCAE,0.0183971,47678
BACTEROIDES_CELLULOSILYTICUS,0.005289899999999999,246787
BACTEROIDES_COPROCOLA,0.0031636,310298
BACTEROIDES_COPROPHILUS,0.0,387090
BACTEROIDES_DOREI,0.037075,357276
BACTEROIDES_EGGERTHII,0.0,28111
BACTEROIDES_FAECIS,0.0,674529
BACTEROIDES_FAECIS_CAG-32,0.0,1263044
BACTEROIDES_FINEGOLDII,0.0089717,338188
BACTEROIDES_FRAGILIS,0.0063476,817
BACTEROIDES_MASSILIENSIS,0.0,204516
BACTEROIDES_OVATUS,0.0099756,28116
BACTEROIDES_PECTINOPHILUS,0.0020539,384638
BACTEROIDES_SALYERSIAE,0.0,291644
BACTEROIDES_SP._CAG-144,0.0,1262736
BACTEROIDES_STERCORIS,0.0040968,46506
BACTEROIDES_THETAIOTAOMICRON,0.0022878,818
BACTEROIDES_UNIFORMIS,0.1454854,820
BACTEROIDES_VULGATUS,0.005401700000000001,821
BACTEROIDES_XYLANISOLVENS,0.0,371601
BARNESIELLA_INTESTINIHOMINIS,0.0,487174
BIFIDOBACTERIUM_ADOLESCENTIS,0.0011977000000000001,1680
BIFIDOBACTERIUM_BIFIDUM,0.0,1681
BIFIDOBACTERIUM_LONGUM,0.0004765,216816
BLAUTIA_HYDROGENOTROPHICA,0.0,53443
BLAUTIA_OBEUM,0.0,40520
BLAUTIA_WEXLERAE,0.0,418240
BUTYRICIMONAS_SYNERGISTICA,1.97e-05,544644
BUTYRICIMONAS_VIROSA,0.022924000000000003,544645
CLOSTRIDIUM_DISPORICUM,0.0,84024
CLOSTRIDIUM_LEPTUM,0.0,1535
COLLINSELLA_AEROFACIENS,0.0024544,74426
COPROBACTER_SP.,0.0,1941478
COPROCOCCUS_COMES,0.0,410072
COPROCOCCUS_EUTACTUS,0.0,33043
DIALISTER_INVISUS,0.003138,218538
DOREA_FORMICIGENERANS,0.0,39486
DOREA_LONGICATENA,0.0,88431
ESCHERICHIA_COLI,0.0,562
EUBACTERIUM_ELIGENS,0.0,39485
EUBACTERIUM_HALLII,0.0,39488
EUBACTERIUM_RAMULUS,0.0,39490
EUBACTERIUM_RECTALE,0.0038632,39491
EUBACTERIUM_SIRAEUM,0.005039900000000001,39492
EUBACTERIUM_SP._CAG-180,0.0,1262882
EUBACTERIUM_SP._CAG-251,0.0,1262886
EUBACTERIUM_SP._CAG-38,0.0002968,1262889
EUBACTERIUM_VENTRIOSUM,0.0,39496
FAECALIBACTERIUM_PRAUSNITZII,0.0111253,853
FIRMICUTES_BACTERIUM_CAG-110,0.0,1263000
FIRMICUTES_BACTERIUM_CAG-83,0.0,1262992
FIRMICUTES_BACTERIUM_CAG-94,0.0008371,1262989
FLAVONIFRACTOR_PLAUTII,0.0035002,292800
FUSICATENIBACTER_SACCHARIVORANS,0.0006301,1150298
GEMMIGER_FORMICILIS,0.0,745368
GORDONIBACTER_PAMELAEAE,0.0,471189
HAEMOPHILUS_PARAINFLUENZAE,0.0,729
HOLDEMANELLA_BIFORMIS,0.0,1735
INTESTINIMONAS_BUTYRICIPRODUCENS,0.0,1297617
LACHNOSPIRA_PECTINOSCHIZA,0.0,28052
LAWSONIBACTER_ASACCHAROLYTICUS,0.0,2108523
MONOGLOBUS_PECTINILYTICUS,0.0,1981510
ODORIBACTER_SPLANCHNICUS,0.0124516,28118
OLSENELLA_SCATOLIGENES,0.0,1299998
OSCILLIBACTER_SP._57-20,0.0012412,1897011
OSCILLIBACTER_SP._CAG-241,0.0040802,1262911
PARABACTEROIDES_DISTASONIS,0.0313617,823
PARABACTEROIDES_GOLDSTEINII,0.0,328812
PARABACTEROIDES_MERDAE,0.0636494,46503
PARAPREVOTELLA_CLARA,0.0,454154
PARAPREVOTELLA_XYLANIPHILA,0.0,454155
PARASUTTERELLA_EXCREMENTIHOMINIS,0.0,487175
PHASCOLARCTOBACTERIUM_FAECIUM,0.0102503,33025
PHASCOLARCTOBACTERIUM_SUCCINATUTENS,0.0,626940
PREVOTELLA_COPRI,0.1345651,165179
PREVOTELLA_SP._CAG-279,0.0,1262924
PREVOTELLA_SP._CAG-520,0.0,1262929
PREVOTELLA_STERCOREA,0.0,363265
ROSEBURIA_FAECIS,0.0,301302
ROSEBURIA_HOMINIS,0.0,301301
ROSEBURIA_INTESTINALIS,0.0,166486
ROSEBURIA_INULINIVORANS,0.0,360807
RUMINOCOCCUS_BICIRCULANS,0.0,1160721
RUMINOCOCCUS_BROMII,0.0,40518
RUMINOCOCCUS_GNAVUS,0.0,33038
RUMINOCOCCUS_LACTARIS,0.0035857,46228
RUMINOCOCCUS_TORQUES,0.0,33039
RUTHENIBACTERIUM_LACTATIFORMANS,0.009786399999999999,1550024
STREPTOCOCCUS_MITIS,0.0,28037
STREPTOCOCCUS_PARASANGUINIS,0.0,1318
STREPTOCOCCUS_PASTEURIANUS,0.0010821,197614
SUTTERELLA_PARVIRUBRA,0.0,437898
TURICIBACTER_SANGUINIS,0.0,154288
VEILLONELLA_ATYPICA,0.0,39777
VEILLONELLA_DISPAR,0.0,39778
VEILLONELLA_PARVULA,0.0,29466
