species,SRR540392,tax_id
ACIDAMINOCOCCUS_INTESTINI,0.0,187327
AGATHOBACULUM_BUTYRICIPRODUCENS,0.0006311,1628085
AKKERMANSIA_MUCINIPHILA,0.004316400000000001,239935
ALISTIPES_FINEGOLDII,0.0038192,214856
ALISTIPES_INDISTINCTUS,0.0116432,626932
ALISTIPES_INOPS,0.0,1501391
ALISTIPES_PUTREDINIS,0.16800879999999999,28117
ALISTIPES_SHAHII,0.0029536000000000002,328814
ANAEROTIGNUM_LACTATIFERMENTANS,0.0,160404
BACTEROIDES_CACCAE,0.0,47678
BACTEROIDES_CELLULOSILYTICUS,0.0022629,246787
BACTEROIDES_COPROCOLA,0.0,310298
BACTEROIDES_COPROPHILUS,0.0,387090
BACTEROIDES_DOREI,0.0,357276
BACTEROIDES_EGGERTHII,0.0017795,28111
BACTEROIDES_FAECIS,0.0331428,674529
BACTEROIDES_FAECIS_CAG-32,0.0026803,1263044
BACTEROIDES_FINEGOLDII,0.020537700000000002,338188
BACTEROIDES_FRAGILIS,0.0,817
BACTEROIDES_MASSILIENSIS,0.0054984,204516
BACTEROIDES_OVATUS,0.030336699999999998,28116
BACTEROIDES_PECTINOPHILUS,0.0,384638
BACTEROIDES_SALYERSIAE,0.0,291644
BACTEROIDES_SP._CAG-144,0.0,1262736
BACTEROIDES_STERCORIS,0.0247947,46506
BACTEROIDES_THETAIOTAOMICRON,0.0,818
BACTEROIDES_UNIFORMIS,0.0905283,820
BACTEROIDES_VULGATUS,0.118378,821
BACTEROIDES_XYLANISOLVENS,0.0020003,371601
BARNESIELLA_INTESTINIHOMINIS,0.0,487174
BIFIDOBACTERIUM_ADOLESCENTIS,0.005894,1680
BIFIDOBACTERIUM_BIFIDUM,0.0,1681
BIFIDOBACTERIUM_LONGUM,0.0,216816
BLAUTIA_HYDROGENOTROPHICA,0.0,53443
BLAUTIA_OBEUM,0.0,40520
BLAUTIA_WEXLERAE,0.0024296,418240
BUTYRICIMONAS_SYNERGISTICA,0.0,544644
BUTYRICIMONAS_VIROSA,0.0,544645
CLOSTRIDIUM_DISPORICUM,0.0,84024
CLOSTRIDIUM_LEPTUM,0.009758,1535
COLLINSELLA_AEROFACIENS,0.006885,74426
COPROBACTER_SP.,0.0,1941478
COPROCOCCUS_COMES,0.0021118,410072
COPROCOCCUS_EUTACTUS,0.0,33043
DIALISTER_INVISUS,0.0072794999999999995,218538
DOREA_FORMICIGENERANS,0.0012931000000000002,39486
DOREA_LONGICATENA,0.0032367000000000003,88431
ESCHERICHIA_COLI,0.0,562
EUBACTERIUM_ELIGENS,4.1e-05,39485
EUBACTERIUM_HALLII,0.00035069999999999996,39488
EUBACTERIUM_RAMULUS,0.0,39490
EUBACTERIUM_RECTALE,0.0028593000000000004,39491
EUBACTERIUM_SIRAEUM,0.0,39492
EUBACTERIUM_SP._CAG-180,0.0013421,1262882
EUBACTERIUM_SP._CAG-251,0.0,1262886
EUBACTERIUM_SP._CAG-38,0.0,1262889
EUBACTERIUM_VENTRIOSUM,0.0014429,39496
FAECALIBACTERIUM_PRAUSNITZII,0.052626400000000004,853
FIRMICUTES_BACTERIUM_CAG-110,0.0,1263000
FIRMICUTES_BACTERIUM_CAG-83,0.0490582,1262992
FIRMICUTES_BACTERIUM_CAG-94,0.0,1262989
FLAVONIFRACTOR_PLAUTII,0.0005773,292800
FUSICATENIBACTER_SACCHARIVORANS,0.0002249,1150298
GEMMIGER_FORMICILIS,0.0015240999999999998,745368
GORDONIBACTER_PAMELAEAE,0.0,471189
HAEMOPHILUS_PARAINFLUENZAE,0.0,729
HOLDEMANELLA_BIFORMIS,0.0,1735
INTESTINIMONAS_BUTYRICIPRODUCENS,0.0,1297617
LACHNOSPIRA_PECTINOSCHIZA,0.0007519000000000001,28052
LAWSONIBACTER_ASACCHAROLYTICUS,0.0,2108523
MONOGLOBUS_PECTINILYTICUS,0.0,1981510
ODORIBACTER_SPLANCHNICUS,0.005557100000000001,28118
OLSENELLA_SCATOLIGENES,0.0,1299998
OSCILLIBACTER_SP._57-20,0.0102209,1897011
OSCILLIBACTER_SP._CAG-241,0.0,1262911
PARABACTEROIDES_DISTASONIS,0.014833,823
PARABACTEROIDES_GOLDSTEINII,0.0012032,328812
PARABACTEROIDES_MERDAE,0.0,46503
PARAPREVOTELLA_CLARA,0.0,454154
PARAPREVOTELLA_XYLANIPHILA,0.0,454155
PARASUTTERELLA_EXCREMENTIHOMINIS,0.0006900000000000001,487175
PHASCOLARCTOBACTERIUM_FAECIUM,0.0010174,33025
PHASCOLARCTOBACTERIUM_SUCCINATUTENS,0.0,626940
PREVOTELLA_COPRI,0.0753408,165179
PREVOTELLA_SP._CAG-279,0.0,1262924
PREVOTELLA_SP._CAG-520,0.0,1262929
PREVOTELLA_STERCOREA,0.0,363265
ROSEBURIA_FAECIS,0.0100407,301302
ROSEBURIA_HOMINIS,0.0,301301
ROSEBURIA_INTESTINALIS,0.0,166486
ROSEBURIA_INULINIVORANS,0.0,360807
RUMINOCOCCUS_BICIRCULANS,0.20160640000000002,1160721
RUMINOCOCCUS_BROMII,0.0,40518
RUMINOCOCCUS_GNAVUS,0.0,33038
RUMINOCOCCUS_LACTARIS,0.0039848,46228
RUMINOCOCCUS_TORQUES,0.0,33039
RUTHENIBACTERIUM_LACTATIFORMANS,0.0025068,1550024
STREPTOCOCCUS_MITIS,0.0,28037
STREPTOCOCCUS_PARASANGUINIS,0.0,1318
STREPTOCOCCUS_PASTEURIANUS,0.0,197614
SUTTERELLA_PARVIRUBRA,0.0,437898
TURICIBACTER_SANGUINIS,0.0,154288
VEILLONELLA_ATYPICA,0.0,39777
VEILLONELLA_DISPAR,0.0,39778
VEILLONELLA_PARVULA,0.0,29466
