genus,SRR11487939,tax_id
BIFIDOBACTERIUM,0.18603526145686583,1678
PREVOTELLA,0.12198661639181238,838
BACTEROIDES,0.10668040938095633,816
ROSEBURIA,0.0872617469130687,841
COLLINSELLA,0.054693585812546616,102106
ALISTIPES,0.052635286318057514,239759
PARABACTEROIDES,0.05084735228308611,375288
AKKERMANSIA,0.05065674981354106,239934
RUMINOCOCCUS,0.04839956078561366,1263
ESCHERICHIA,0.044772934449324606,561
BLAUTIA,0.04334652357669678,572511
FAECALIBACTERIUM,0.03554632468716334,216851
ANAEROBUTYRICUM,0.035061531449407476,2569097
ANAEROSTIPES,0.03283749067705312,207244
LACTOBACILLUS,0.03082580591696362,1578
UNCLASSIFIED,0.012141584486616392,12908
CLOSTRIDIUM,0.006271235601226485,1485
