Genus,RA,tax_id
HALOMONAS,0.3559838535154317,2745
MARINOBACTER,0.21387350895831184,2742
MURICAUDA,0.17817291222514323,111500
PSYCHROBACTER,0.1158328083867784,497
COHAESIBACTER,0.06859136797055462,655352
THIOCLAVA,0.02607573160821213,285107
MICROMONOSPORA,0.018503882762227277,1873
ENEMELLA,0.011258465399243276,2896773
UNCLASSIFIED,0.006811036726620025,12908
LITOREIBACTER,0.002136694172296598,947567
MARIBACTER,0.0008564357737959644,252356
SAGITTULA,0.0007688316116466859,58842
WINOGRADSKYELLA,0.00037808622812278414,286104
NOCARDIA,0.0002470415754819587,1817
AZOSPIRILLUM,0.0002461359106986589,191
PSEUDONOCARDIA,9.469386555200233e-05,1847
HALOVULUM,7.066012673884028e-05,1844498
ALICYCLOBACILLUS,4.626152903319565e-05,29330
STREPTOMYCES,2.4188306373275426e-05,1883
RHODOHALOBACTER,2.2514426370645724e-05,1974209
SALINIBACTERIUM,4.4872985080205155e-06,235888
PSEUDOMONAS,1.44600119321021e-07,286
BLASTOMONAS,1.2885445198236837e-07,150203
RHIZOPHLYCTIS,1.281682875799959e-07,64515
