Species,RA,tax_id
UNCLASSIFIED,0.17090428353261108,12908
FERVIDOBACTERIUM_PENNIVORANS,0.11900908166868907,93466
SEDIMINISPIROCHAETA_SMARAGDINAE,0.11388738366299136,55206
MEIOTHERMUS_SILVANUS,0.08446093762668601,52022
HIRSCHIA_BALTICA,0.08335569799006647,2724
THERMOBACILLUS_COMPOSTI,0.08116544409112468,377615
DESULFOSCIPIO_GIBSONIAE,0.07111949922477905,102134
DESULFOSPOROSINUS_MERIDIEI,0.04783784036712468,79209
FRATEURIA_AURANTIA,0.03644601302288679,81475
CORALIOMARGARITA_AKAJIMENSIS,0.033370390094003215,395922
NATRONOCOCCUS_OCCULTUS,0.029675692913024913,29288
