Species,RA
Escherichia,0.2937682189159551
Bifidobacterium,0.16735831209766247
Bacteroides,0.16016565636862573
Shigella,0.10518619213220913
Parabacteroides,0.09388618217767356
Prevotella,0.08911747601339792
Clostridium,0.027291548196274426
Alistipes,0.010758555762124483
Roseburia,0.009122505673480755
Collinsella,0.007135225716071658
Anaerostipes,0.005939472393493522
Eubacterium,0.005564867501907281
Akkermansia,0.003282175618158524
Ruminococcus,0.0019937282395665785
Citrobacter,0.0012229570129300147
Kluyvera,0.001081900840735088
Blautia,0.0010792812261086109
Klebsiella,0.0010119772810898886
Obesumbacterium,0.0009579729180209739
Salmonella,0.0008620547209284236
Faecalibacterium,0.0008144986400169912
Enterobacter,0.0007754059294372544
Mediterranea,0.000670016817925902
Cronobacter,0.00051445201087664
Lamprocystis,0.0004987343231177767
Odoribacter,0.0004932935850474009
Lachnoclostridium,0.0004719336504007406
Scardovia,0.0004467450482230751
Lactobacillus,0.00043263943100358245
Lelliottia,0.0003085099994720469
Dorea,0.00030407680548877775
Paraprevotella,0.00030044964677519394
Fusicatenibacter,0.00029762852333129543
Pantoea,0.00026256598909998505
Trabulsiella,0.00023838493100942617
Leclercia,0.00023616833401779162
Coprococcus,0.00023495928111326366
Kosakonia,0.0002097706789355982
Helicobacter,0.0001880077266540952
Acinetobacter,0.00018659716493214595
Raoultella,0.0001845820767579327
Pluralibacter,0.00018357453267082608
Yokenella,0.00017652172406107974
Tyzzerella,0.0001745066358868665
Barnesiella,0.00016684930082485618
Coprobacter,0.00015294519242278485
Gardnerella,0.0001491165248917797
Fibrobacter,0.00014629540144788116
Porphyromonas,0.0001442803132736679
Corynebacterium,0.00013621996057681495
Butyrivibrio,0.00013279431068065244
Shimwellia,0.00011344946420820535
Bacillus,0.00010639665559845903
Haemophilus,9.873932053644872e-05
Erysipelatoclostridium,9.793328526676342e-05
Morganella,9.35000912834943e-05
Franconibacter,8.584275622148399e-05
Rappaport,8.140956223821485e-05
Emergencia,7.657335062010309e-05
Atlantibacter,7.173713900199131e-05
Gallibacterium,7.113261254972734e-05
Faecalitalea,6.83114891058288e-05
Chryseobacterium,6.83114891058288e-05
Gilliamella,6.4079803939981e-05
Lactonifactor,5.48103983386001e-05
Angelakisella,5.3198327799229514e-05
Ruthenibacterium,5.178776607728024e-05
Prevotellamassilia,5.158625725985892e-05
Culturomica,5.118323962501627e-05
Tannerella,5.0780221990173624e-05
Siccibacter,5.0780221990173624e-05
Chlamydia,4.9772677903067005e-05
Methanosarcina,4.715306327658979e-05
Hungatella,4.6145519189483174e-05
Intestinimonas,4.433193983269126e-05
Arthrospira,4.433193983269126e-05
Cedecea,4.332439574558464e-05
Subdoligranulum,4.231685165847802e-05
Oscillibacter,4.151081638879272e-05
Capnocytophaga,4.13093075713714e-05
Crocosphaera,4.070478111910743e-05
Butyricicoccus,3.929421939715816e-05
Microcystis,3.868969294489419e-05
Xenorhabdus,3.868969294489419e-05
Rhodobacter,3.808516649263022e-05
Tumebacillus,3.808516649263022e-05
Campylobacter,3.748064004036625e-05
Desulfotalea,3.324895487451844e-05
Frischella,3.2644428422254474e-05
Kingella,3.20399019699905e-05
Mangrovibacter,3.083084906546256e-05
Senegalimassilia,3.0226322613198585e-05
Shewanella,2.9823304978355936e-05
Sanguibacteroides,2.8815760891249317e-05
Erwinia,2.8009725621564024e-05
Alloscardovia,2.680067271703608e-05
Alloprevotella,2.6599163899614757e-05
Anaerotruncus,2.5994637447350783e-05
Acetivibrio,2.579312862992946e-05
Enhygromyxa,2.518860217766549e-05
Treponema,2.4987093360244164e-05
Methyloglobulus,2.478558454282284e-05
Serratia,2.478558454282284e-05
Rhodopseudomonas,2.4382566907980193e-05
Veillonella,2.216596991634563e-05
Magnetospirillum,2.216596991634563e-05
Mucilaginibacter,2.1964461098924307e-05
Fournierella,2.176295228150298e-05
Gordonibacter,2.1359934646660332e-05
Hespellia,2.115842582923901e-05
Alkaliphilus,2.015088174213239e-05
Lachnoanaerobaculum,2.015088174213239e-05
Bittarella,1.954635528986842e-05
Dickeya,1.954635528986842e-05
Pseudoflavonifractor,1.8740320020183124e-05
Rhizobium,1.8337302385340475e-05
Holdemania,1.8135793567919153e-05
Aliivibrio,1.7934284750497827e-05
Oceanospirillum,1.753126711565518e-05
Acholeplasma,1.712824948081253e-05
Pseudobutyrivibrio,1.6926740663391208e-05
Pectobacterium,1.6926740663391208e-05
Buttiauxella,1.6322214211127237e-05
Necropsobacter,1.4911652489177968e-05
Clostridioides,1.4508634854335322e-05
Falsirhodobacter,1.4307126036913997e-05
Slackia,1.3501090767228701e-05
Phascolarctobacterium,1.3299581949807378e-05
Actinomyces,1.2695055497543406e-05
Paenibacillus,1.2090529045279434e-05
Rikenella,1.2090529045279434e-05
Stomatobaculum,1.2090529045279434e-05
Streptobacillus,1.1687511410436787e-05
Paludibacter,1.1687511410436787e-05
Actinophytocola,1.1486002593015463e-05
Actinopolyspora,1.1486002593015463e-05
Ruminiclostridium,1.1284493775594139e-05
Traorella,1.1082984958172815e-05
Carboxydothermus,1.1082984958172815e-05
Holdemanella,1.088147614075149e-05
Bariatricus,1.0478458505908844e-05
Coprobacillus,1.0075440871066195e-05
Riemerella,9.873932053644871e-06
Yersinia,9.672423236223547e-06
Neglecta,9.470914418802223e-06
Nissabacter,9.067896783959576e-06
Allobaculum,8.463370331695604e-06
Candidatus Endobugula,8.463370331695604e-06
Tidjanibacter,8.26186151427428e-06
Sodalis,8.060352696852956e-06
Solobacterium,7.858843879431632e-06
Enorma,7.657335062010309e-06
Candidatus Endoriftia,7.254317427167661e-06
Rahnella,7.052808609746337e-06
Lachnobacterium,6.8512997923250125e-06
Dysgonomonas,6.649790974903689e-06
Moellerella,6.448282157482365e-06
Hathewaya,6.045264522639717e-06
Candidatus Arthromitus,6.045264522639717e-06
Providencia,6.045264522639717e-06
Candidatus Azobacteroides,5.440738070375745e-06
Proteiniphilum,5.440738070375745e-06
Libanicoccus,5.239229252954422e-06
Petrimonas,5.037720435533098e-06
Enterococcus,5.037720435533098e-06
Roseimaritima,4.836211618111774e-06
Acetitomaculum,4.836211618111774e-06
Merdibacter,4.6347028006904494e-06
Lysobacter,4.6347028006904494e-06
Massilioclostridium,4.6347028006904494e-06
Macellibacteroides,4.433193983269126e-06
Hafnia,4.433193983269126e-06
Candidatus Magnetomorum,4.433193983269126e-06
Olsenella,4.231685165847802e-06
Sharpea,4.231685165847802e-06
Arsenophonus,4.231685165847802e-06
Edwardsiella,4.231685165847802e-06
Izhakiella,4.030176348426478e-06
Robinsoniella,4.030176348426478e-06
Selenomonas,4.030176348426478e-06
Lascolabacillus,4.030176348426478e-06
Marvinbryantia,4.030176348426478e-06
Brenneria,3.8286675310051545e-06
Butyricimonas,3.8286675310051545e-06
Tatumella,3.8286675310051545e-06
Johnsonella,3.8286675310051545e-06
Streptococcus,3.8286675310051545e-06
Parascardovia,3.6271587135838304e-06
Leucobacter,3.6271587135838304e-06
Pediococcus,3.6271587135838304e-06
Nitrolancea,3.6271587135838304e-06
Chania,3.6271587135838304e-06
Aeromonas,3.4256498961625063e-06
Megasphaera,3.4256498961625063e-06
Asaccharospora,3.4256498961625063e-06
Gabonia,3.2241410787411825e-06
Desnuesiella,3.2241410787411825e-06
Phocea,3.0226322613198584e-06
Ewingella,3.0226322613198584e-06
Fermentimonas,3.0226322613198584e-06
Sellimonas,3.0226322613198584e-06
Neisseria,2.619614626477211e-06
Exiguobacterium,2.619614626477211e-06
Parasporobacterium,2.418105809055887e-06
Peptoniphilus,2.418105809055887e-06
Enterorhabdus,2.418105809055887e-06
Plesiomonas,2.418105809055887e-06
Lonsdalea,2.418105809055887e-06
Cellulomonas,2.216596991634563e-06
Coriobacterium,2.216596991634563e-06
Mageeibacillus,2.015088174213239e-06
Staphylococcus,1.8135793567919152e-06
Varibaculum,1.8135793567919152e-06
Catonella,1.8135793567919152e-06
Epulopiscium,1.6120705393705913e-06
Phocaeicola,1.6120705393705913e-06
Oribacterium,1.6120705393705913e-06
Eggerthella,1.6120705393705913e-06
