Species,RA
Escherichia,0.2947871586599529
Bacteroides,0.16384322260134102
Bifidobacterium,0.16050706766369807
Shigella,0.10609309667490296
Parabacteroides,0.0914077791456523
Prevotella,0.09042593056297106
Clostridium,0.02880766980606457
Alistipes,0.010155451612584626
Roseburia,0.00961475708736845
Collinsella,0.006697485479969998
Anaerostipes,0.0060107724475858436
Eubacterium,0.005959452945729723
Akkermansia,0.0033326690846866673
Ruminococcus,0.001959630336913498
Citrobacter,0.0012694314515730783
Blautia,0.0011497505000746552
Kluyvera,0.0011363880637423071
Klebsiella,0.0011125680685411647
Obesumbacterium,0.000953380783538408
Faecalibacterium,0.0008768856769981538
Salmonella,0.0008728188485491783
Enterobacter,0.0007703735033345088
Mediterranea,0.0006921354703161223
Cronobacter,0.0005563808635193675
Odoribacter,0.000510483799595215
Lamprocystis,0.0004988642897409992
Lachnoclostridium,0.0004947974612920236
Lactobacillus,0.00047310770956415413
Scardovia,0.00040532723541456184
Dorea,0.00035032822210460696
Lelliottia,0.0003212794474690674
Fusicatenibacter,0.0003112092055954137
Paraprevotella,0.0003015262807169005
Pantoea,0.0003013326222193303
Trabulsiella,0.00026182628871499646
Coprococcus,0.00026143897171985596
Kosakonia,0.00024555897491909434
Leclercia,0.00023684434252843245
Pluralibacter,0.00020760190939532266
Acinetobacter,0.0001965633750338176
Tyzzerella,0.00018978532761885838
Raoultella,0.0001870741086528747
Helicobacter,0.00018475020668203153
Yokenella,0.00017661654978408045
Gardnerella,0.00015647606603677304
Coprobacter,0.00015589509054406224
Fibrobacter,0.00015512045655378118
Barnesiella,0.00014466289768498696
Porphyromonas,0.00014214533721657353
Butyrivibrio,0.00012665265741095244
Erysipelatoclostridium,0.00011542046455187714
Shimwellia,0.00010844875863934765
Corynebacterium,0.00010302632070738026
Bacillus,0.00010244534521466947
Franconibacter,0.0001007024187365371
Haemophilus,9.605461479485077e-05
Morganella,9.237510334101577e-05
Emergencia,9.082583536045366e-05
Rappaport,8.09492519843702e-05
Faecalitalea,7.959364250137836e-05
Chryseobacterium,6.991071762286518e-05
Atlantibacter,6.913608363258413e-05
Gallibacterium,6.700584015931122e-05
Lactonifactor,6.293901171033569e-05
Angelakisella,6.138974372977359e-05
Gilliamella,6.100242673463305e-05
Prevotellamassilia,5.8678524763789886e-05
Siccibacter,5.7516573778368306e-05
Intestinimonas,5.2481452841541454e-05
Ruthenibacterium,5.2481452841541454e-05
Tannerella,5.228779434397119e-05
Subdoligranulum,5.209413584640093e-05
Chlamydia,5.209413584640093e-05
Methanosarcina,5.209413584640093e-05
Culturomica,5.1706818851260394e-05
Xenorhabdus,5.151316035369013e-05
Microcystis,5.015755087069829e-05
Arthrospira,5.015755087069829e-05
Oscillibacter,4.8027307397425385e-05
Cedecea,4.725267340714433e-05
Hungatella,4.492877143630117e-05
Rhodobacter,4.396047894844985e-05
Tumebacillus,4.2023893972747216e-05
Desulfotalea,4.124925998246616e-05
Crocosphaera,3.911901650919326e-05
Campylobacter,3.8925358011622996e-05
Serratia,3.873169951405273e-05
Capnocytophaga,3.795706552377168e-05
Butyricicoccus,3.737609003106088e-05
Shewanella,3.698877303592036e-05
Anaerotruncus,3.602048054806904e-05
Sanguibacteroides,3.5633163552928514e-05
Frischella,3.5633163552928514e-05
Kingella,3.427755406993667e-05
Erwinia,3.292194458694482e-05
Acetivibrio,3.292194458694482e-05
Alloprevotella,3.156633510395298e-05
Senegalimassilia,3.156633510395298e-05
Fournierella,3.0017067123390868e-05
Pseudoflavonifractor,2.962975012825034e-05
Mangrovibacter,2.962975012825034e-05
Treponema,2.788682365011797e-05
Rhodopseudomonas,2.7305848157407175e-05
Alloscardovia,2.7112189659836912e-05
Methyloglobulus,2.691853116226665e-05
Clostridioides,2.6531214167126122e-05
Mucilaginibacter,2.5562921679274802e-05
Gordonibacter,2.5562921679274802e-05
Pectobacterium,2.478828768899375e-05
Dickeya,2.4594629191423486e-05
Enhygromyxa,2.4013653698712692e-05
Magnetospirillum,2.3045361210861376e-05
Oceanospirillum,2.227072722058032e-05
Pseudobutyrivibrio,2.227072722058032e-05
Bittarella,2.014048374730742e-05
Falsirhodobacter,1.9753166752166893e-05
Veillonella,1.9172191259456103e-05
Alkaliphilus,1.8397557269175047e-05
Holdemania,1.7816581776464257e-05
Rikenella,1.7622923278893994e-05
Aliivibrio,1.7235606283753467e-05
Bariatricus,1.6848289288612937e-05
Buttiauxella,1.6654630791042674e-05
Rhizobium,1.6267313795902147e-05
Actinomyces,1.6267313795902147e-05
Yersinia,1.5686338303191357e-05
Riemerella,1.5492679805621094e-05
Actinopolyspora,1.529902130805083e-05
Carboxydothermus,1.529902130805083e-05
Streptobacillus,1.5105362810480566e-05
Hespellia,1.5105362810480566e-05
Phascolarctobacterium,1.5105362810480566e-05
Ruminiclostridium,1.5105362810480566e-05
Acholeplasma,1.5105362810480566e-05
Actinophytocola,1.4911704312910302e-05
Lachnoanaerobaculum,1.4137070322629247e-05
Traorella,1.374975332748872e-05
Paenibacillus,1.2975119337207666e-05
Providencia,1.2975119337207666e-05
Holdemanella,1.2781460839637401e-05
Candidatus Endobugula,1.2200485346926611e-05
Necropsobacter,1.1813168351786083e-05
Rahnella,1.1232192859075293e-05
Coprobacillus,1.1232192859075293e-05
Sodalis,1.1038534361505028e-05
Stomatobaculum,1.0457558868794238e-05
Slackia,1.0457558868794238e-05
Nissabacter,9.101949385802392e-06
Enterococcus,8.520973893091602e-06
Solobacterium,8.133656897951074e-06
Neglecta,7.746339902810547e-06
Tidjanibacter,7.359022907670019e-06
Edwardsiella,7.359022907670019e-06
Paludibacter,7.165364410099755e-06
Dysgonomonas,7.165364410099755e-06
Moellerella,7.165364410099755e-06
Sharpea,6.971705912529492e-06
Allobaculum,6.778047414959228e-06
Streptococcus,6.3907304198187005e-06
Macellibacteroides,6.3907304198187005e-06
Massilioclostridium,6.197071922248437e-06
Merdibacter,6.197071922248437e-06
Candidatus Endoriftia,6.197071922248437e-06
Enorma,5.80975492710791e-06
Hafnia,5.80975492710791e-06
Johnsonella,5.6160964295376465e-06
Robinsoniella,5.6160964295376465e-06
Brenneria,5.422437931967382e-06
Megasphaera,5.228779434397119e-06
Lysobacter,5.228779434397119e-06
Peptoniphilus,5.228779434397119e-06
Acetitomaculum,5.035120936826855e-06
Selenomonas,5.035120936826855e-06
Roseimaritima,5.035120936826855e-06
Asaccharospora,4.454145444116064e-06
Parascardovia,4.454145444116064e-06
Proteus,4.454145444116064e-06
Tatumella,4.454145444116064e-06
Oribacterium,4.260486946545801e-06
Staphylococcus,4.260486946545801e-06
Izhakiella,4.066828448975537e-06
Candidatus Azobacteroides,4.066828448975537e-06
Candidatus Magnetomorum,4.066828448975537e-06
Libanicoccus,4.066828448975537e-06
Sellimonas,3.8731699514052735e-06
Proteiniphilum,3.8731699514052735e-06
Lonsdalea,3.8731699514052735e-06
Marvinbryantia,3.8731699514052735e-06
Hathewaya,3.6795114538350093e-06
Butyricimonas,3.6795114538350093e-06
