Species,RA
Bacteroides,0.1431667742864251
Akkermansia,0.12240769159811148
Escherichia,0.10698958883661644
Prevotella,0.10012219035559246
Bifidobacterium,0.07825196860298372
Roseburia,0.07318213456103717
Alistipes,0.049304175367095186
Parabacteroides,0.0406283805881909
Shigella,0.03825305877716001
Ruminococcus,0.037468622550951666
Collinsella,0.035947619926147686
Eubacterium,0.02948903676123229
Faecalibacterium,0.02920775784715758
Blautia,0.02692345859155087
Anaerostipes,0.023716704263699158
Clostridium,0.014722068479710181
Lactobacillus,0.013784239156261095
Lachnoclostridium,0.0037371659943925915
Dorea,0.0027067417489189107
Coprococcus,0.0023966361138365467
Fusicatenibacter,0.0023879007438342265
Tyzzerella,0.001822722304684115
Butyrivibrio,0.001198667471718366
Odoribacter,0.0008953754252378117
Emergencia,0.0008754587816325218
Lactonifactor,0.0007926474740105272
Angelakisella,0.0007280057359933584
Ruthenibacterium,0.0006843288859817578
Oscillibacter,0.0006313925437676979
Faecalitalea,0.000630169591967373
Intestinimonas,0.0006247536625659345
Erysipelatoclostridium,0.000607108215161248
Clostridioides,0.0006065840929611087
Subdoligranulum,0.0005534730433470025
Paraprevotella,0.0005070008749346594
Pseudoflavonifractor,0.0004977413827322001
Anaerotruncus,0.0004956448939316433
Butyricicoccus,0.0004944219421313185
Fournierella,0.0004825418389281631
Citrobacter,0.0004760776651264462
Mediterranea,0.0004521427513200891
Kluyvera,0.00040165231270667887
Klebsiella,0.00038715159850282745
Obesumbacterium,0.0003763197396999505
Acetivibrio,0.00036985556589823364
Hungatella,0.00033176935268811796
Salmonella,0.0003163951014840345
Coprobacter,0.0003155215644838025
Ruminiclostridium,0.0002852971842757749
Enterobacter,0.000276212399473362
Culturomica,0.00026363346667002103
Barnesiella,0.00025734400026835056
Lachnoanaerobaculum,0.00023830089366329272
Cronobacter,0.00021471539465702842
Traorella,0.00020720297645503312
Bariatricus,0.000199341143452945
Scardovia,0.00019811819165262018
Holdemanella,0.00019619641025210978
Lamprocystis,0.00019392521405150654
Holdemania,0.00019287696965122813
Coprobacillus,0.00019060577345062489
Porphyromonas,0.00018134628124816558
Pseudobutyrivibrio,0.00018047274424793356
Massilioclostridium,0.00017103854464542784
Senegalimassilia,0.0001526942676405556
Bittarella,0.0001526942676405556
Sellimonas,0.00014186240883767867
Phascolarctobacterium,0.00013924179783698261
Stomatobaculum,0.00012683757243368805
Hespellia,0.00012124693563220318
Marvinbryantia,0.00012037339863197118
Treponema,0.00011565629883071831
Merdibacter,0.00011093919902946545
Gordonibacter,0.00010866800282886222
Veillonella,0.0001067462214283518
Lelliottia,0.000106396806628259
Fibrobacter,0.00010464973262779497
Kosakonia,9.364316642487163e-05
Trabulsiella,9.311904422473242e-05
Acinetobacter,8.857665182352595e-05
Alloprevotella,8.787782222334036e-05
Pantoea,8.613074822287632e-05
Prevotellamassilia,7.966657442115945e-05
Leclercia,7.949186702111304e-05
Allobaculum,7.896774482097384e-05
Megasphaera,7.844362262083463e-05
Pediococcus,7.809420782074182e-05
Robinsoniella,7.494947461990659e-05
Helicobacter,7.460005981981377e-05
Pluralibacter,7.058178961874652e-05
Gardnerella,6.970825261851452e-05
Yokenella,6.866000821823609e-05
Raoultella,6.866000821823609e-05
Corynebacterium,6.778647121800409e-05
Slackia,6.691293421777207e-05
Solobacterium,6.551527501740086e-05
Neglecta,5.9225808615730374e-05
Sanguibacteroides,5.34604644141991e-05
Selenomonas,5.3285757014152694e-05
Shimwellia,4.909277941303904e-05
Streptococcus,4.7170998012528614e-05
Franconibacter,4.4026264811693375e-05
Oribacterium,4.1056239010904535e-05
Bacillus,4.0007994610626124e-05
Morganella,3.913445761039411e-05
Gallibacterium,3.7911505810069295e-05
Rikenella,3.7736798410022895e-05
Capnocytophaga,3.598972440955887e-05
Tidjanibacter,3.4766772609234055e-05
Cellulomonas,3.4067943009048444e-05
Butyricimonas,3.354382080890924e-05
Intestinibacter,3.214616160853802e-05
Johnsonella,3.144733200835241e-05
