Species,RA
Escherichia coli,0.10598409211979437
Bacteroides thetaiotaomicron,0.07425004730675257
Bifidobacterium longum,0.058444138472621206
Prevotella melaninogenica,0.05284298434367226
Akkermansia muciniphila,0.05166434071526425
Alistipes finegoldii,0.043618124311931294
Parabacteroides distasonis,0.03980830767169235
Roseburia hominis,0.036507136005052516
Prevotella copri,0.03446788170143648
Ruminococcus gauvreauii,0.0339860712992832
Bacteroides uniformis,0.03272346143118984
Roseburia intestinalis,0.030034810498584606
Faecalibacterium prausnitzii,0.02885010745081786
Collinsella aerofaciens,0.027394634920849266
Eubacterium hallii,0.024388470413846224
Bacteroides thetaiotaomicron CAG:40,0.02337931740121545
Anaerostipes hadrus,0.023035834886708767
Blautia obeum,0.022652013951899638
Shigella flexneri,0.020376615419560255
Akkermansia sp. 54_46,0.018191069419997572
Akkermansia muciniphila CAG:154,0.017644336667572116
Shigella dysenteriae,0.017529553952290902
Akkermansia sp. UNK.MGS-1,0.017199921539175617
Akkermansia sp. Phil8,0.01566082902205646
Bifidobacterium breve,0.010782823312005908
Clostridium butyricum,0.00952835037847999
Lactobacillus gasseri,0.008360440578650312
Collinsella sp. CAG:166,0.007992374134173896
Prevotella scopos,0.0048423416989677
Roseburia inulinivorans,0.004141872821097721
Alistipes shahii,0.0027239686911532997
Bifidobacterium reuteri,0.002483496305745143
Fusicatenibacter saccharivorans,0.0023498428273181476
Bacteroides faecis CAG:32,0.0022224218945172815
Lactobacillus fermentum,0.00198298826671348
Clostridium sp. M62/1,0.0017232988656247581
Roseburia faecis,0.0016398520047415821
Dorea formicigenerans,0.0015112191880689687
Coprococcus comes,0.001502043495897167
Bacteroides pectinophilus,0.001493040929992758
Bacteroides vulgatus,0.0014085553115052273
Bacteroides stercoris,0.0013993796193334258
Tyzzerella nexilis,0.0013122971068350077
Ruminococcus faecis,0.0012485866404345746
Eubacterium ventriosum,0.0012468553777606499
Eubacterium sp. CAG:146,0.0012336977814388212
Blautia sp. KLE 1732,0.0012175970385713206
Blautia hansenii,0.0011992456542277174
Eubacterium rectale,0.0011147600357401866
Alistipes senegalensis,0.001052607705746286
Butyrivibrio crossotus,0.0010448170237136241
Prevotella fusca,0.0010186749573373596
Bacteroidales bacterium 55_9,0.0010183287048025746
Prevotella histicola,0.0010039592246089987
Eubacterium ramulus,0.0009954760375067671
Bacteroides fragilis,0.000936439980325931
Alistipes putredinis,0.0008761920392733475
Emergencia timonensis,0.0008637269480210888
Bifidobacterium saguini,0.0008448561848753084
Bacteroides ovatus,0.0008185409922316512
Clostridium sp. L2-50,0.0008164634770229415
Bifidobacterium callitrichos,0.0008062490272467851
Bacteroides sp. 43_46,0.0008027865018989355
Bifidobacterium scardovii,0.0007866857590314347
Ruminococcaceae bacterium D16,0.000783915738753155
