Species,RA
Bacteroides,0.14357857993127646
Akkermansia,0.12331349837434405
Escherichia,0.10542829558646097
Prevotella,0.09937623734190228
Bifidobacterium,0.07802867382252848
Roseburia,0.0738082242621462
Alistipes,0.04946450531101499
Parabacteroides,0.04038659367176827
Shigella,0.03786718719522246
Ruminococcus,0.036852008900251046
Collinsella,0.03588287123420165
Eubacterium,0.029707979403320477
Faecalibacterium,0.029416095874162176
Blautia,0.026988243472686486
Anaerostipes,0.02420911161619126
Clostridium,0.01489748228050833
Lactobacillus,0.01388757581327608
Lachnoclostridium,0.0037231404769879446
Dorea,0.0027780774909473933
Fusicatenibacter,0.0024368145086322663
Coprococcus,0.002404129176649458
Tyzzerella,0.0018992638068289851
Butyrivibrio,0.0011736845823289038
Odoribacter,0.0009122019264664379
Emergencia,0.0009002524502576694
Lactonifactor,0.0008046566405875206
Angelakisella,0.0007501810872828402
Ruthenibacterium,0.0006696978504649576
Oscillibacter,0.0006600328329431595
Erysipelatoclostridium,0.0006484348119170018
Faecalitalea,0.0006269960457777404
Intestinimonas,0.0006115320177428634
Clostridioides,0.00058710588255141
Subdoligranulum,0.0005635583853164836
Anaerotruncus,0.0005264798635510399
Paraprevotella,0.0005264798635510399
Butyricicoccus,0.0005226138565423207
Mediterranea,0.0005022294559508918
Pseudoflavonifractor,0.0004974848109856455
Fournierella,0.0004932673487943154
Citrobacter,0.00043211414702002906
Kluyvera,0.00038818224919367393
Acetivibrio,0.00037869295926318123
Klebsiella,0.0003597143794021958
Coprobacter,0.000356024099984782
Hungatella,0.0003407357995412104
Obesumbacterium,0.0003373969753064074
Salmonella,0.0003119164745671214
Ruminiclostridium,0.0002946951706191902
Culturomica,0.00028362433236694875
Barnesiella,0.0002723777665234018
Enterobacter,0.0002551564625754706
Lachnoanaerobaculum,0.00022106530986221903
Scardovia,0.00020999447160997752
Pseudobutyrivibrio,0.0002098187440186721
Traorella,0.00020946728883606126
Cronobacter,0.00020929156124475584
Bariatricus,0.00020911583365345042
Coprobacillus,0.0002070071025577854
Porphyromonas,0.00020138381963601191
Massilioclostridium,0.00019927508854034688
Holdemania,0.00019382753320987885
Holdemanella,0.00019365180561857343
Lamprocystis,0.00017238876707061755
Senegalimassilia,0.00016641402896623323
Bittarella,0.00015850628735748933
Sellimonas,0.00015376164239224295
Phascolarctobacterium,0.00013882479713128222
Stomatobaculum,0.0001386490695399768
Hespellia,0.00013566170048778464
Marvinbryantia,0.0001275782312877353
Treponema,0.000124942317418154
Gordonibacter,0.00011844039653985344
Lelliottia,0.00011738603099202091
Alloprevotella,0.00011721030340071549
Merdibacter,0.00011264138602677456
Veillonella,0.00010490937200933605
Fibrobacter,0.00010438218923541979
Pantoea,9.383853375709456e-05
Pediococcus,9.313562339187288e-05
Leclercia,8.698515769618316e-05
Acinetobacter,8.505215419182353e-05
Prevotellamassilia,8.224051273093681e-05
Trabulsiella,8.118614718310428e-05
Kosakonia,8.030750922657718e-05
Gardnerella,7.556286426133083e-05
Allobaculum,7.538713667002541e-05
Robinsoniella,7.503568148741457e-05
Megasphaera,6.607357433083811e-05
Raoultella,6.519493637431102e-05
Pluralibacter,6.50192087830056e-05
Helicobacter,6.484348119170018e-05
Corynebacterium,6.396484323517308e-05
Yokenella,6.185611213950803e-05
Solobacterium,6.132892936559176e-05
Slackia,6.062601900037008e-05
Neglecta,5.640855680903999e-05
Selenomonas,5.289400498293158e-05
Intestinibacter,4.6040628922020175e-05
Rikenella,4.4283353008965974e-05
Bacillus,4.217462191330093e-05
Sanguibacteroides,4.199889432199551e-05
Shimwellia,4.0944528774162985e-05
Tidjanibacter,4.02416184089413e-05
Haemophilus,3.690279417413831e-05
Streptococcus,3.532124585238953e-05
Oribacterium,3.4442607895862425e-05
Capnocytophaga,3.409115271325158e-05
Varibaculum,3.373969753064074e-05
Franconibacter,3.356396993933532e-05
Lachnobacterium,3.1103783661059436e-05
Acetitomaculum,3.075232847844859e-05
Morganella,3.075232847844859e-05
Chryseobacterium,3.057660088714317e-05
Gallibacterium,3.040087329583775e-05
Rappaport,3.004941811322691e-05
Johnsonella,2.917078015669981e-05
Tannerella,2.8819324974088966e-05
Catonella,2.8643597382783547e-05
Cellulomonas,2.7413504243645604e-05
Enorma,2.7413504243645604e-05
Phocea,2.6183411104507658e-05
Peptostreptococcus,2.6007683513202238e-05
Campylobacter,2.5480500739285977e-05
Butyricimonas,2.5129045556675134e-05
Atlantibacter,2.4601862782758873e-05
Beduini,2.337176964362093e-05
Gilliamella,2.3020314461010088e-05
Dialister,2.3020314461010088e-05
Eggerthella,2.266885927839925e-05
Catellicoccus,2.1790221321872145e-05
Alloscardovia,2.1438766139261306e-05
Methanosarcina,2.1087310956650464e-05
Siccibacter,2.0911583365345044e-05
Arthrospira,2.073585577403962e-05
Sharpea,2.0384400591428783e-05
Libanicoccus,1.9681490226207098e-05
Peptoniphilus,1.933003504359626e-05
Drancourtella,1.933003504359626e-05
Cedecea,1.7924214313152894e-05
Enterococcus,1.7924214313152894e-05
Asaccharospora,1.757275913054205e-05
Olsenella,1.757275913054205e-05
Heliobacterium,1.757275913054205e-05
Gabonia,1.7397031539236632e-05
Actinomyces,1.6518393582709528e-05
Oenococcus,1.6518393582709528e-05
Rhodobacter,1.634266599140411e-05
Riemerella,1.5815483217487847e-05
Xenorhabdus,1.5815483217487847e-05
Serratia,1.5815483217487847e-05
Microcystis,1.5639755626182428e-05
Candidatus Stoquefichus,1.5464028034877008e-05
Crocosphaera,1.5288300443571585e-05
Chlamydia,1.4936845260960745e-05
Desulfotalea,1.4409662487044483e-05
Coriobacterium,1.4233934895739064e-05
Tumebacillus,1.4233934895739064e-05
Mangrovibacter,1.3882479713128221e-05
Oxalobacter,1.335529693921196e-05
Frischella,1.2476658982684857e-05
Anaerococcus,1.2300931391379436e-05
Kingella,1.2125203800074017e-05
Shewanella,1.1949476208768596e-05
Enterorhabdus,1.0895110660936072e-05
Methyloglobulus,1.036792788701981e-05
Parasporobacterium,1.036792788701981e-05
Rhodopseudomonas,1.001647270440897e-05
Levyella,1.001647270440897e-05
Enhygromyxa,9.840745113103549e-06
Staphylococcus,8.962107156576447e-06
Mageeibacillus,7.907741608743923e-06
Alkaliphilus,7.907741608743923e-06
Erwinia,7.732014017438504e-06
Pectobacterium,7.732014017438504e-06
Anaerocolumna,7.732014017438504e-06
Anaerobium,7.556286426133083e-06
Magnetospirillum,7.380558834827662e-06
Parascardovia,7.380558834827662e-06
Mucilaginibacter,7.380558834827662e-06
Streptobacillus,7.380558834827662e-06
Dickeya,7.2048312435222415e-06
Acholeplasma,7.029103652216821e-06
Synergistes,7.029103652216821e-06
Rhizobium,7.029103652216821e-06
Fusobacterium,6.5019208783005596e-06
Falsirhodobacter,6.5019208783005596e-06
Aliivibrio,6.326193286995139e-06
Sodalis,6.326193286995139e-06
Shuttleworthia,6.326193286995139e-06
Oceanospirillum,6.150465695689718e-06
Actinopolyspora,5.974738104384298e-06
Phocaeicola,5.974738104384298e-06
Actinophytocola,5.974738104384298e-06
Carboxydothermus,5.974738104384298e-06
Parasutterella,5.6232829217734565e-06
Flavonifractor,5.6232829217734565e-06
