species,SRR11487937,tax_id
AKKERMANSIA_MUCINIPHILA,0.0742572,239935
ALISTIPES_FINEGOLDII,0.0007151000000000001,214856
ANAEROSTIPES_HADRUS,0.048640100000000006,649756
BACTEROIDES_THETAIOTAOMICRON,0.0489681,818
BACTEROIDES_UNIFORMIS,0.0468808,820
BIFIDOBACTERIUM_LONGUM,0.1510697,216816
BLAUTIA_WEXLERAE,0.0333231,418240
CLOSTRIDIUM_BUTYRICUM,0.0058874,1492
COLLINSELLA_AEROFACIENS,0.0852332,74426
ESCHERICHIA_COLI,0.0495257,562
EUBACTERIUM_HALLII,0.0461366,39488
FAECALIBACTERIUM_PRAUSNITZII,0.0357519,853
LACTOBACILLUS_GASSERI,0.0070032,1596
LACTOBACILLUS_PARAGASSERI,0.0397991,2107999
PARABACTEROIDES_DISTASONIS,0.052843999999999995,823
PREVOTELLA_COPRI,0.0566158,165179
PREVOTELLA_MELANINOGENICA,0.1140702,28132
ROSEBURIA_HOMINIS,0.0595493,301301
ROSEBURIA_INTESTINALIS,0.043729699999999996,166486
