Genus,RA,TAX_ID
Bordetella,0.5468867310089889,517
Clostridium,0.2164396952023676,1485
Bacteroides,0.12294538952311303,816
Phocaeicola,0.026242377866548733,909656
Lachnoclostridium,0.00844058955992538,1506553
Eubacterium,0.00821651959146458,1730
unclassified,0.007372562758513968,12908
Burkholderia,0.0066375772185359805,32008
Escherichia,0.006356138129463903,561
Achromobacter,0.005753672254479087,222
Thermoclostridium,0.005620011214311451,2304691
Akkermansia,0.005235187563383867,239934
Ruminococcus,0.004270965830471185,1263
Odoribacter,0.004108590193809109,283168
Butyrivibrio,0.0032256463877938695,830
Bifidobacterium,0.0018398967812379068,1678
Erysipelothrix,0.001704553714497375,1647
Cellulosilyticum,0.0007665836105973921,698776
Pseudomonas,0.0005487611694073488,286
Petrimonas,0.00020658890657820168,307628
Citrobacter,0.00016736164400316076,544
Proteiniphilum,0.00014020892932640962,294702
Enterobacter,0.00010867093108460797,547
Shigella,8.872690172026865e-05,620
Klebsiella,8.29599534703392e-05,570
Xanthomonas,8.289988109273577e-05,338
Parabacteroides,7.701278808759947e-05,375288
Cupriavidus,6.96839580199808e-05,106589
Salmonella,6.625983249658518e-05,590
Stenotrophomonas,4.703667166348704e-05,40323
Variovorax,3.604342656205903e-05,34072
Ralstonia,3.285959054907715e-05,48736
Alcaligenes,2.967575453609527e-05,507
Acidovorax,2.901495838245752e-05,12916
Paraburkholderia,2.6431846145509956e-05,1822464
Diaphorobacter,2.6131484257492797e-05,238749
Prevotella,2.4269240551786414e-05,838
Kosakonia,2.2467069223683464e-05,1330547
Alicycliphilus,2.240699684608003e-05,201096
Alistipes,2.132569404921826e-05,239759
Leclercia,2.126562167161483e-05,83654
Flavobacterium,1.85623646794604e-05,237
Pandoraea,1.784149614821922e-05,93217
Comamonas,1.6159469575323133e-05,283
Chryseobacterium,1.5859107687305974e-05,59732
Delftia,1.5618818176892246e-05,80865
Cronobacter,1.4657660135237339e-05,413496
Sphingobacterium,1.3516284960772136e-05,28453
Aeromonas,1.3396140205565274e-05,642
Melaminivora,1.3155850695151546e-05,1649468
Homo,1.2675271674324093e-05,9605
Pusillimonas,1.081302796861771e-05,305976
Raoultella,1.0632810835807414e-05,160674
Streptomyces,1.0392521325393687e-05,1883
Hydrogenophaga,1.0392521325393687e-05,47420
Cedecea,1.0272376570186825e-05,158483
Dysgonomonas,1.0212304192583393e-05,156973
Bacillus,9.972014682169665e-06,1386
Pigmentiphaga,9.851869926962801e-06,152267
Pluralibacter,9.611580416549075e-06,1330546
Xylella,9.251146150928485e-06,2370
Porphyromonas,8.950784262911326e-06,836
Staphylococcus,8.650422374894168e-06,1279
Azoarcus,8.650422374894168e-06,12960
Polaribacter,8.590349997290736e-06,52959
Lelliottia,8.350060486877009e-06,1330545
Pseudoxanthomonas,7.569119578032396e-06,83618
Massilia,7.448974822825533e-06,149698
Thauera,7.1486129348083745e-06,33057
Dickeya,7.028468179601511e-06,204037
Kluyvera,6.96839580199808e-06,579
Streptococcus,6.908323424394648e-06,1301
Pedobacter,6.908323424394648e-06,84567
Halomonas,6.788178669187784e-06,2745
Orrella,6.607961536377489e-06,1921582
Rhodoferax,6.547889158774057e-06,28065
Tenacibaculum,6.547889158774057e-06,104267
Buttiauxella,6.547889158774057e-06,82976
Bradyrhizobium,6.247527270756898e-06,374
Sphingomonas,6.247527270756898e-06,13687
Serratia,6.187454893153467e-06,613
Pectobacterium,5.706875872326013e-06,122277
Yokenella,5.646803494722582e-06,158876
Taylorella,5.226296851498559e-06,29574
Nitrosomonas,5.106152096291696e-06,914
Mucilaginibacter,5.0460797186882644e-06,423349
Capnocytophaga,4.8658625858779695e-06,1016
Elizabethkingia,4.8658625858779695e-06,308865
Rhizobium,4.685645453067674e-06,379
Thiomonas,4.565500697860811e-06,32012
Paraprevotella,4.505428320257379e-06,577309
Acinetobacter,4.445355942653947e-06,469
Paenibacillus,4.325211187447084e-06,44249
Castellaniella,4.325211187447084e-06,359336
Butyricimonas,4.265138809843652e-06,574697
Gramella,4.20506643224022e-06,292691
Atlantibacter,4.144994054636788e-06,1903434
Pantoea,4.084921677033357e-06,53335
Polynucleobacter,4.084921677033357e-06,44013
Neisseria,4.084921677033357e-06,482
Oligella,4.024849299429925e-06,90243
Blattabacterium,4.024849299429925e-06,34098
Cellulophaga,3.9047045442230615e-06,104264
Scandinavium,3.84463216661963e-06,2726810
Janthinobacterium,3.84463216661963e-06,29580
Aromatoleum,3.84463216661963e-06,551759
Vibrio,3.6644150338093347e-06,662
Ottowia,3.6644150338093347e-06,219181
Sphingobium,3.6043426562059032e-06,165695
Flammeovirga,3.5442702786024713e-06,59739
Casimicrobium,3.5442702786024713e-06,2706000
Mesorhizobium,3.48419790099904e-06,68287
Winogradskyella,3.48419790099904e-06,286104
Pseudescherichia,3.424125523395608e-06,2055880
Kerstersia,3.3640531457921764e-06,257820
Aquimarina,3.3640531457921764e-06,290174
Caballeronia,3.3640531457921764e-06,1827195
Parvibaculum,3.3039807681887445e-06,256616
