Genus,RA,TAX_ID
Bifidobacterium,0.18144997171243554,1678
Bacteroides,0.10626406746685878,816
Prevotella,0.10290619110997147,838
unclassified,0.08588430182627772,12908
Roseburia,0.08435901192961891,841
Alistipes,0.05347112836856051,239759
Parabacteroides,0.0504887236406706,375288
Akkermansia,0.04953579903211758,239934
Collinsella,0.043533340659609024,102106
Faecalibacterium,0.03642990585735741,216851
Anaerobutyricum,0.034740283526869115,2569097
Anaerostipes,0.029202840152874953,207244
Lactobacillus,0.023672010777765568,1578
Escherichia,0.021050832142813534,561
Clostridium,0.011703725411187223,1485
Blautia,0.010694327427541098,572511
Limosilactobacillus,0.0021017253379244662,2742598
Coprococcus,0.001615850804465772,33042
Mediterraneibacter,0.0012368177914534925,2316020
Vibrio,0.0012322388691486461,662
Faecalicatena,0.0010027839847613466,2005359
Lachnoclostridium,0.0008944161568799834,1506553
Enterocloster,0.0005998388219348694,2719313
Clostridioides,0.0005052077609680452,1870884
Citrobacter,0.0005041902226780794,544
Eubacterium,0.00040752408513132347,1730
Lacrimispora,0.0003617348620828602,2719231
Enterobacter,0.00034341917286347486,547
Klebsiella,0.00029915625724996034,570
Paenibacillus,0.00029813871895999444,44249
Massilistercora,0.00028033179888559205,2717089
Olsenella,0.0002630336479561726,133925
Lactiplantibacillus,0.00025184072676654823,2767842
Salmonella,0.00024370042044682142,590
Butyrivibrio,0.00023810395985200924,830
Shigella,0.00023657765241706045,620
Flavonifractor,0.00021520934832777757,946234
Anaerocolumna,0.00020147258141323858,1843210
Phocaeicola,0.00017552535501910938,909656
Streptococcus,0.00017501658587412645,1301
Gordonibacter,0.00017501658587412645,644652
Bacillus,0.00017349027843917766,1386
Hungatella,0.00016331489553951916,1649459
Oscillibacter,0.0001409290531602704,459786
Eggerthella,0.00012413967137583386,84111
Pseudomonas,0.00011803444163603876,286
Ligilactobacillus,0.00011040290446129487,2767887
Erysipelatoclostridium,9.971875241665343e-05,1505663
Staphylococcus,9.564859925679003e-05,1279
Berryella,8.445567806716567e-05,2815775
Ruminococcus,8.140306319726812e-05,1263
Enterococcus,7.936798661733641e-05,1350
Kosakonia,7.682414089242179e-05,1330547
Streptomyces,6.766629628272912e-05,1883
Leclercia,6.563121970279741e-05,83654
Faecalitalea,6.359614312286571e-05,1573534
Lachnospira,6.105229739795108e-05,28050
Lacticaseibacillus,6.105229739795108e-05,2759736
Flintibacter,5.850845167303646e-05,1918454
Butyricimonas,5.5964605948121826e-05,574697
Babesia,5.5455836803138904e-05,5864
Cronobacter,5.392952936819012e-05,413496
Leptolyngbya,5.189445278825842e-05,47251
Parolsenella,4.9350607063343794e-05,2082587
Cutibacterium,4.833306877337794e-05,1912216
Pseudobutyrivibrio,4.578922304846332e-05,46205
Aminipila,4.578922304846332e-05,2060094
