SampleID,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA,Pipeline
SRR11487937,15,0.6595,0.0047,4.5249,0.8220,0.0058,100.0000,0.0000,bio4
SRR11487938,15,0.6856,0.0047,4.1118,0.8243,0.0057,100.0000,0.0000,bio4
SRR11487939,15,0.6543,0.0046,5.3975,0.8253,0.0059,100.0000,0.0000,bio4
SRR11487940,15,0.6903,0.0044,4.4374,0.8336,0.0055,100.0000,0.0000,bio4
SRR11487941,15,0.6856,0.0046,5.3530,0.8267,0.0058,100.0000,0.0000,bio4
Average,15,0.6751,0.0046,4.7649,0.8264,0.0057,100.0000,0.0000,bio4
SRR11487937,16,0.5479,0.0051,8.2583,0.7941,0.0062,100.0000,0.0000,jams
SRR11487938,16,0.5460,0.0052,8.6504,0.7940,0.0063,100.0000,0.0000,jams
SRR11487939,16,0.5747,0.0051,3.3979,0.7965,0.0062,93.7500,0.0000,jams
SRR11487940,16,0.5531,0.0051,9.0831,0.7959,0.0062,100.0000,0.0000,jams
SRR11487941,16,0.5581,0.0051,8.1152,0.7951,0.0062,100.0000,0.0000,jams
Average,16,0.5559,0.0051,7.5010,0.7951,0.0062,98.7500,0.0000,jams
SRR11487937,16,0.6162,0.0064,7.2906,0.7422,0.0081,100.0000,0.0000,wgsa
SRR11487938,16,0.6172,0.0064,7.3210,0.7424,0.0082,100.0000,0.0000,wgsa
SRR11487939,16,0.6217,0.0065,7.0792,0.7405,0.0082,100.0000,0.0000,wgsa
SRR11487940,16,0.6200,0.0064,7.1672,0.7428,0.0081,100.0000,0.0000,wgsa
SRR11487941,16,0.6231,0.0065,7.2852,0.7413,0.0082,100.0000,0.0000,wgsa
Average,16,0.6196,0.0065,7.2286,0.7418,0.0082,100.0000,0.0000,wgsa
SRR11487937,16,0.0032,0.0081,4.5370,0.6755,0.0113,93.7500,0.0000,wol
SRR11487938,16,0.0033,0.0081,4.5444,0.6746,0.0114,93.7500,0.0000,wol
SRR11487939,16,0.0029,0.0081,4.5446,0.6756,0.0113,93.7500,0.0000,wol
SRR11487940,16,0.0030,0.0081,4.5338,0.6759,0.0114,93.7500,0.0000,wol
SRR11487941,16,0.0030,0.0081,4.5304,0.6771,0.0114,93.7500,0.0000,wol
Average,16,0.0031,0.0081,4.5380,0.6757,0.0113,93.7500,0.0000,wol
