genus,SRR11487935,tax_id
BIFIDOBACTERIUM,0.4025212075636227,1678
ESCHERICHIA,0.16659349978049934,561
PARABACTEROIDES,0.12912938738816215,375288
PREVOTELLA,0.12119736359209078,838
BACTEROIDES,0.11285733857201571,816
CLOSTRIDIUM,0.0294890884672654,1485
COLLINSELLA,0.008232024696074088,102106
ROSEBURIA,0.006910020730062191,841
ANAEROSTIPES,0.00649001947005841,207244
ALISTIPES,0.006129018387055161,239759
UNCLASSIFIED,0.005482016446049338,12908
ANAEROBUTYRICUM,0.004458013374040122,2569097
LACTOBACILLUS,0.000148000444001332,1578
BLAUTIA,0.000108000324000972,572511
AKKERMANSIA,6.8000204000612e-05,239934
RUMINOCOCCUS,4.1000123000369e-05,1263
FAECALIBACTERIUM,3.3000099000297e-05,216851
COPROCOCCUS,2.7000081000243e-05,33042
PHOCAEICOLA,2.7000081000243e-05,909656
DOREA,1.9000057000171e-05,189330
LACHNOCLOSTRIDIUM,1.5000045000135e-05,1506553
FLAVONIFRACTOR,9.000027000081e-06,946234
MEGASPHAERA,4.000012000036e-06,906
COLIDEXTRIBACTER,3.000009000027e-06,1980681
LONGICATENA,3.000009000027e-06,1918536
MEDITERRANEIBACTER,2.000006000018e-06,2316020
LACHNOSPIRA,2.000006000018e-06,28050
LACTIPLANTIBACILLUS,2.000006000018e-06,2767842
SHIGELLA,0.0,620
PSEUDOFLAVONIFRACTOR,0.0,1017280
PSEUDORHODOFERAX,0.0,747294
SALMONELLA,0.0,590
ODORIBACTER,0.0,283168
AGATHOBACULUM,0.0,2048137
MASSOSPORA,0.0,348616
LIMOSILACTOBACILLUS,0.0,2742598
INTESTINIMONAS,0.0,1392389
HUNGATELLA,0.0,1649459
FAECALICATENA,0.0,2005359
EXTIBACTER,0.0,1918452
ENTEROCLOSTER,0.0,2719313
ENTEROBACTER,0.0,547
CLOSTRIDIOIDES,0.0,1870884
BUTYRICICOCCUS,0.0,580596
ANAEROTRUNCUS,0.0,244127
GEMMIGER,0.0,204475
