species,SRR11487933,tax_id
BIFIDOBACTERIUM_LONGUM,0.3987702024595951,216816
ESCHERICHIA_COLI,0.16598666802666395,562
PARABACTEROIDES_DISTASONIS,0.12866874266251468,823
BACTEROIDES_THETAIOTAOMICRON,0.1078247843504313,818
PREVOTELLA_COPRI,0.10136779726440547,165179
CLOSTRIDIUM_BUTYRICUM,0.01845696308607383,1492
PREVOTELLA_MELANINOGENICA,0.01795296409407181,28132
COLLINSELLA_AEROFACIENS,0.00886498227003546,74426
ROSEBURIA_HOMINIS,0.007432985134029732,301301
ANAEROSTIPES_HADRUS,0.006515986968026064,649756
ALISTIPES_FINEGOLDII,0.005032989934020132,214856
ANAEROBUTYRICUM_HALLII,0.004465991068017864,39488
UNCLASSIFIED,0.000856998286003428,12908
CLOSTRIDIUM_SACCHAROBUTYLICUM,0.000271999456001088,169679
BACTEROIDES_FAECIS,0.000265999468001064,674529
BACTEROIDES_UNIFORMIS,0.000253999492001016,820
BACTEROIDES_ACIDIFACIENS,0.000251999496001008,85831
SALMONELLA_ENTERICA,0.00024499951000098,28901
BACTEROIDES_CAECIMURIS,0.000198999602000796,1796613
BACTEROIDES_XYLANISOLVENS,0.000181999636000728,371601
PARABACTEROIDES_SP._AGMB00274,0.00017999964000072,2924040
ODORIBACTER_LANEUS,0.000163999672000656,626933
CLOSTRIDIUM_SP._SM-530-WT-3G,0.00011999976000048,2725303
BACTEROIDES_OVATUS,0.000112999774000452,28116
LACTOBACILLUS_PARAGASSERI,0.00010499979000042,2107999
CLOSTRIDIUM_PUNICEUM,9.5999808000384e-05,29367
BACTEROIDES_NORDII,8.5999828000344e-05,291645
ROSEBURIA_INTESTINALIS,8.0999838000324e-05,166486
AKKERMANSIA_MUCINIPHILA,7.5999848000304e-05,239935
BACTEROIDES_CACCAE,7.1999856000288e-05,47678
CLOSTRIDIUM_SARDINIENSE,4.6999906000188e-05,29369
CLOSTRIDIUM_SP._C2-6-12,4.499991000018e-05,2698832
RUMINOCOCCUS_GAUVREAUII,3.999992000016e-05,438033
CLOSTRIDIUM_ULIGINOSUM,3.7999924000152e-05,119641
BLAUTIA_WEXLERAE,3.7999924000152e-05,418240
CLOSTRIDIUM_BEIJERINCKII,3.4999930000139996e-05,1520
LACTOBACILLUS_GASSERI,3.2999934000132e-05,1596
CLOSTRIDIUM_CHAUVOEI,3.1999936000128e-05,46867
CLOSTRIDIUM_BOTULINUM,2.8999942000116e-05,1491
CLOSTRIDIUM_SP._LQ25,2.5999948000103998e-05,2992805
PHOCAEICOLA_MASSILIENSIS,2.2999954000092e-05,204516
CLOSTRIDIUM_SP._MSJ-8,1.999996000008e-05,2841510
ROSEBURIA_INULINIVORANS,1.8999962000076e-05,360807
CLOSTRIDIUM_GALLINARUM,1.8999962000076e-05,2762246
CLOSTRIDIUM_ARGENTINENSE,1.7999964000072e-05,29341
CLOSTRIDIUM_SP._IBUN22A,1.5999968000064e-05,1523155
CLOSTRIDIUM_GASIGENES,1.5999968000064e-05,94869
CLOSTRIDIUM_PARAPUTRIFICUM,1.3999972000056e-05,29363
BLAUTIA_SP._AF19-10LB,1.2999974000051999e-05,2292961
CLOSTRIDIUM_SP._3-3,1.1999976000048e-05,2070757
ALISTIPES_SP._AF14-19,1.1999976000048e-05,2292910
CLOSTRIDIUM_SP._1001271B-151109-B4,1.1999976000048e-05,2787148
BACTEROIDES_FAECALIS,9.99998000004e-06,2447885
CLOSTRIDIUM_BARATII,9.99998000004e-06,1561
CLOSTRIDIUM_SARTAGOFORME,8.999982000036e-06,84031
PREVOTELLA_MULTISACCHARIVORAX,8.999982000036e-06,310514
CLOSTRIDIUM_SP._BJN0001,8.999982000036e-06,2930219
CLOSTRIDIUM_SP._IBUN62F,7.999984000032e-06,1523157
CLOSTRIDIUM_MAGNUM,7.999984000032e-06,33954
ALISTIPES_SP._CHKCI003,7.999984000032e-06,1780376
CLOSTRIDIUM_SP._YIM-B02555,6.999986000028e-06,2911968
RUMINOCOCCUS_TORQUES,6.999986000028e-06,33039
BLAUTIA_FAECIS,6.999986000028e-06,871665
DOREA_SP._AM58-8,5.999988000024e-06,2292346
COPROCOCCUS_COMES,5.999988000024e-06,410072
CLOSTRIDIUM_SP._HMSC19A10,5.999988000024e-06,1581148
CLOSTRIDIUM_SP._D43T1-170807-H7,4.99999000002e-06,2787140
ALISTIPES_SP._HGB5,4.99999000002e-06,908612
ROSEBURIA_SP._BX1005,4.99999000002e-06,2763064
PHOCAEICOLA_DOREI,4.99999000002e-06,357276
BLAUTIA_LUTI,4.99999000002e-06,89014
HUNGATELLA_HATHEWAYI,3.999992000016e-06,154046
CLOSTRIDIUM_SP._AF36-18BH,3.999992000016e-06,2293014
ALISTIPES_SP._DSM-112343,3.999992000016e-06,2941326
MEGASPHAERA_STANTONII,3.999992000016e-06,2144175
PHOCAEICOLA_PLEBEIUS,3.999992000016e-06,310297
CLOSTRIDIUM_SP._LS,3.999992000016e-06,1352601
CLOSTRIDIUM_WEIZHOUENSE,2.999994000012e-06,2859781
INTESTINIMONAS_MASSILIENSIS,2.999994000012e-06,1673721
BLAUTIA_SP._AN81,2.999994000012e-06,1965659
ROSEBURIA_FAECIS,2.999994000012e-06,301302
RUMINOCOCCUS_LACTARIS,2.999994000012e-06,46228
ANAEROBUTYRICUM_SOEHNGENII,1.999996000008e-06,105843
FAECALIBACTERIUM_PRAUSNITZII,1.999996000008e-06,853
RUMINOCOCCUS_SP._AM40-10AC,1.999996000008e-06,2293212
CLOSTRIDIUM_PERFRINGENS,1.999996000008e-06,1502
RUMINOCOCCUS_SP._AF41-9,1.999996000008e-06,2292069
RUMINOCOCCUS_SP._AF21-3,9.99998000004e-07,2292250
LIMOSILACTOBACILLUS_ORIS,0.0,1632
RUMINOCOCCUS_SP._OM02-16LB,0.0,2302958
MASSOSPORA_PLATYPEDIAE,0.0,2213018
LONGICATENA_CAECIMURIS,0.0,1796635
PREVOTELLA_SCOPOS,0.0,589437
ALISTIPES_SENEGALENSIS,0.0,1288121
LACTOBACILLUS_JOHNSONII,0.0,33959
LACTOBACILLUS_HELVETICUS,0.0,1587
SHIGELLA_SONNEI,0.0,624
LACTIPLANTIBACILLUS_PLANTARUM,0.0,1590
LACHNOSPIRA_SP._NSJ-43,0.0,2763051
ALISTIPES_SHAHII,0.0,328814
PARABACTEROIDES_SP._D26,0.0,658662
ALISTIPES_PUTREDINIS,0.0,28117
PARABACTEROIDES_SP._CH2-D42-20,0.0,2320086
PSEUDOFLAVONIFRACTOR_PHOCAEENSIS,0.0,1870988
PARABACTEROIDES_SP._ZJ-118,0.0,2709398
ALISTIPES_ONDERDONKII,0.0,328813
RUMINOCOCCUS_SP._AM23-1LB,0.0,2293189
PARABACTEROIDES_JOHNSONII,0.0,387661
PARABACTEROIDES_MERDAE,0.0,46503
RUMINOCOCCUS_SP._AF19-29,0.0,2293158
ALISTIPES_SP._D31T1-170403-E11,0.0,2787128
PREVOTELLA_SP._ICM33,0.0,1161412
ROSEBURIA_SP._AM51-8,0.0,2292366
ALISTIPES_COMMUNIS,0.0,2585118
PREVOTELLA_HISTICOLA,0.0,470565
PSEUDORHODOFERAX_SOLI,0.0,545864
ROSEBURIA_SP._AM16-25,0.0,2292065
BACTEROIDES_HELCOGENES,0.0,290053
GEMMIGER_FORMICILIS,0.0,745368
CLOSTRIDIUM_SP._AM27-28,0.0,2293025
CLOSTRIDIUM_GELIDUM,0.0,704125
CLOSTRIDIUM_FRIGORIS,0.0,205327
CLOSTRIDIUM_FRIGIDICARNIS,0.0,84698
CLOSTRIDIUM_COCHLEARIUM,0.0,1494
CLOSTRIDIUM_CHROMIIREDUCENS,0.0,225345
BACTEROIDES_SP._CBA7301,0.0,2715212
CLOSTRIDIUM_ALGORIPHILUM,0.0,198347
BACTEROIDES_SP._GM023,0.0,2723058
CLOSTRIDIUM_SP._NSJ-6,0.0,2763036
CLOSTRIDIUM_SP._IBUN13A,0.0,1523156
BUTYRICICOCCUS_PULLICAECORUM,0.0,501571
FLAVONIFRACTOR_PLAUTII,0.0,292800
BLAUTIA_OBEUM,0.0,40520
BLAUTIA_CAECIMURIS,0.0,1796615
BLAUTIA_SP._SC05B48,0.0,2479767
BLAUTIA_SP._MARSEILLE-P3087,0.0,1917876
BLAUTIA_SP._MSJ-9,0.0,2841511
BLAUTIA_SP._M29,0.0,2763027
BACTEROIDES_SP._L10-4,0.0,2746063
BIFIDOBACTERIUM_BREVE,0.0,1685
BACTEROIDES_EGGERTHII,0.0,28111
BACTEROIDES_SALYERSIAE,0.0,291644
CLOSTRIDIUM_HYDROGENIFORMANS,0.0,349933
CLOSTRIDIUM_NEONATALE,0.0,137838
CLOSTRIDIUM_NIGERIENSE,0.0,1805470
ANAEROTRUNCUS_COLIHOMINIS,0.0,169435
FAECALIBACTERIUM_SP._MARSEILLE-Q0746,0.0,2817019
FAECALIBACTERIUM_SP._BCRC-81149,0.0,2315463
FAECALIBACTERIUM_SP._4P15,0.0,2763046
EXTIBACTER_MURIS,0.0,1796622
ALISTIPES_TIMONENSIS,0.0,1465754
ENTEROCLOSTER_CLOSTRIDIOFORMIS,0.0,1531
ENTEROBACTER_CLOACAE_COMPLEX-SP--ECL112,0.0,2850493
DOREA_LONGICATENA,0.0,88431
COPROCOCCUS_CATUS,0.0,116085
COPROCOCCUS_SP._ART55-1,0.0,751585
COLLINSELLA_SP._TF05-9AC,0.0,2292330
COLLINSELLA_SP._AM33-4BH,0.0,2292315
COLLINSELLA_SP._AM17-1,0.0,2292027
BACTEROIDES_FRAGILIS,0.0,817
COLIDEXTRIBACTER_SP._210702-DFI-3-9,0.0,2883268
CLOSTRIDIUM_VINCENTII,0.0,52704
CLOSTRIDIUM_THERMOBUTYRICUM,0.0,29372
CLOSTRIDIUM_TAENIOSPORUM,0.0,394958
CLOSTRIDIUM_SCINDENS,0.0,29347
CLOSTRIDIUM_SACCHAROPERBUTYLACETONICUM,0.0,36745
ANAEROSTIPES_BUTYRATICUS,0.0,645466
COLLINSELLA_SP._AF02-46-1,0.0,2292207
