species,SRR11487935,tax_id
BIFIDOBACTERIUM_LONGUM,0.4101253077550704,216816
ESCHERICHIA_COLI,0.16811723847073684,562
PARABACTEROIDES_DISTASONIS,0.1305167425906467,823
BACTEROIDES_THETAIOTAOMICRON,0.10768951125788725,818
PREVOTELLA_COPRI,0.10452388465273586,165179
CLOSTRIDIUM_BUTYRICUM,0.02258623524281888,1492
PREVOTELLA_MELANINOGENICA,0.017740784197191987,28132
COLLINSELLA_AEROFACIENS,0.008115236977786492,74426
UNCLASSIFIED,0.007918151192369001,12908
ROSEBURIA_HOMINIS,0.006880642601777448,301301
ANAEROSTIPES_HADRUS,0.006599820886804341,649756
ALISTIPES_FINEGOLDII,0.0046738945070251385,214856
ANAEROBUTYRICUM_HALLII,0.00451254966714968,39488
