species,SRR17380242,tax_id
ENTEROCLOSTER_CLOSTRIDIOFORMIS,0.08266139152651587,1531
ESCHERICHIA_COLI,0.07758225930209568,562
PARABACTEROIDES_DISTASONIS,0.07553954255028167,823
PSEUDOMONAS_PUTIDA,0.07551393175850868,303
BACTEROIDES_UNIFORMIS,0.07049011884431815,820
BIFIDOBACTERIUM_LONGUM,0.06859696911645842,216816
RUMINOCOCCUS_GNAVUS,0.063635646534194,33038
BACILLUS_SUBTILIS,0.057992052459097006,1423
BLAUTIA_PRODUCTA,0.052517489609701776,33035
ANAEROSTIPES_CACCAE,0.049450341186968,105841
MEGASPHAERA_MASSILIENSIS,0.04369815735475352,1232428
AKKERMANSIA_MUCINIPHILA,0.04304866767539039,239935
FLAVONIFRACTOR_PLAUTII,0.03913533869247688,292800
STREPTOCOCCUS_MUTANS,0.03518410573773935,1309
CUTIBACTERIUM_ACNES,0.03475077114094029,1747
COLLINSELLA_AEROFACIENS,0.031164235861050184,74426
STAPHYLOCOCCUS_EPIDERMIDIS,0.029257768521468504,1282
MEGAMONAS_FUNIFORMIS,0.02380369430549167,437897
LACTOBACILLUS_DELBRUECKII,0.020138277786940748,1584
UNCLASSIFIED,0.0159012283960166,12908
BLAUTIA_SP._NSJ-175,0.009938011639592645,2931396
AKKERMANSIA_PHAGE_DTMO-2021A,0.0,2879120
