species,SRR17380241,tax_id
ENTEROCLOSTER_CLOSTRIDIOFORMIS,0.07999207999208,1531
ESCHERICHIA_COLI,0.07462207462207462,562
PARABACTEROIDES_DISTASONIS,0.07444907444907445,823
PSEUDOMONAS_PUTIDA,0.07286207286207286,303
BACTEROIDES_UNIFORMIS,0.06926306926306926,820
BIFIDOBACTERIUM_LONGUM,0.06658806658806658,216816
RUMINOCOCCUS_GNAVUS,0.06443106443106443,33038
BACILLUS_SUBTILIS,0.05625705625705626,1423
BLAUTIA_PRODUCTA,0.05223805223805224,33035
ANAEROSTIPES_CACCAE,0.04871704871704872,105841
MEGASPHAERA_MASSILIENSIS,0.042158042158042155,1232428
AKKERMANSIA_MUCINIPHILA,0.03766903766903767,239935
FLAVONIFRACTOR_PLAUTII,0.0374990374990375,292800
STREPTOCOCCUS_MUTANS,0.035948035948035945,1309
CUTIBACTERIUM_ACNES,0.033651033651033654,1747
COLLINSELLA_AEROFACIENS,0.029856029856029857,74426
STAPHYLOCOCCUS_EPIDERMIDIS,0.029366029366029365,1282
MEGAMONAS_FUNIFORMIS,0.025005025005025005,437897
LACTOBACILLUS_DELBRUECKII,0.019438019438019438,1584
BLAUTIA_SP._NSJ-175,0.014385014385014385,2931396
AKKERMANSIA_PHAGE_DTMO-2021A,0.003143003143003143,2879120
BLAUTIA_SP._NBRC-113351,0.002091002091002091,2877527
BLAUTIA_SP._AF13-16,0.001379001379001379,2292195
STAPHYLOCOCCUS_AUREUS,0.000755000755000755,1280
UNCLASSIFIED,0.000733000733000733,12908
CLOSTRIDIOIDES_DIFFICILE,0.000679000679000679,1496
BLAUTIA_HOMINIS,0.000663000663000663,2025493
BACTEROIDES_CELLULOSILYTICUS,0.000472000472000472,246787
PARABACTEROIDES_SP._AM25-14,0.000351000351000351,2293120
BACTEROIDES_CACCAE,0.000278000278000278,47678
BACTEROIDES_THETAIOTAOMICRON,0.000204000204000204,818
BACTEROIDES_SP._3-1-23,0.000158000158000158,457390
BACTEROIDES_INTESTINALIS,0.000154000154000154,329854
STREPTOCOCCUS_SUIS,0.000111000111000111,1307
SPOROFACIENS_MUSCULI,9.4000094000094e-05,2681861
PHOCAEICOLA_DOREI,7.3000073000073e-05,357276
MURIVENTRICOLA_ACETI,6.9000069000069e-05,2981773
STAPHYLOCOCCUS_SP._HMSC076E07,6.4000064000064e-05,1715174
EUBACTERIUM_RAMULUS,4.2000042000042e-05,39490
MEGASPHAERA_STANTONII,3.3000033000033e-05,2144175
STAPHYLOCOCCUS_SP._HMSC074D07,1.4000014000014e-05,1715029
PHOCAEICOLA_VULGATUS,1.1000011000011e-05,821
BLAUTIA_SP._AF34-10,8.000008000008e-06,2292968
MEGAMONAS_RUPELLENSIS,0.0,491921
BLAUTIA_SP._NSJ-34,0.0,2763026
BACTEROIDES_FRAGILIS,0.0,817
STREPTOCOCCUS_GORDONII,0.0,1302
STAPHYLOCOCCUS_SAPROPHYTICUS,0.0,29385
BLAUTIA_SP._C3-R-101,0.0,2949654
PSYCHROBACTER_SP._PI2-51,0.0,2774132
BACILLUS_BADIUS,0.0,1455
BACTEROIDES_SP._AF34-31BH,0.0,2292931
BACILLUS_VELEZENSIS,0.0,492670
ENTEROCOCCUS_FAECIUM,0.0,1352
BLAUTIA_SP._NSJ-165,0.0,2931881
BLAUTIA_MARASMI,0.0,1917868
PARABACTEROIDES_SP._AF27-14,0.0,2293116
PAENIBACILLUS_IHBETAE,0.0,1870820
BLAUTIA_SP._OF01-4LB,0.0,2292286
