genus,SRR17380244
Akkermansia,0.040926959073040926
Anaerostipes,0.04787195212804787
Bacillus,0.05633094366905633
Bacteroides,0.07064492935507063
Bifidobacterium,0.06686093313906685
Blautia,0.08353791646208354
Campylobacter,8.7999912000088e-05
Citrobacter,0.0
Clostridioides,0.00034999965000035
Clostridium,0.0
Collinsella,0.030270969729030272
Cutibacterium,0.0338059661940338
Eisenbergiella,0.00020899979100020899
Enterocloster,0.08026091973908026
Enterococcus,0.000117999882000118
Escherichia,0.0745969254030746
Flavonifractor,0.0382999617000383
Lactobacillus,0.019357980642019358
Mediterraneibacter,0.0
Megamonas,0.025465974534025465
Megasphaera,0.0418969581030419
Mucispirillum,0.0
Paenibacillus,2.6999973000027e-05
Parabacteroides,0.07523292476707523
Phocaeicola,1.3999986000014e-05
Pseudomonas,0.07334792665207335
Ruminococcus,0.06465993534006466
Sporofaciens,0.00025999974000026
Staphylococcus,0.03191996808003192
Streptococcus,0.03596096403903596
