species,SRR17380246,tax_id
ENTEROCLOSTER_CLOSTRIDIOFORMIS,0.081019,1531
ESCHERICHIA_COLI,0.073891,562
PARABACTEROIDES_DISTASONIS,0.072905,823
PSEUDOMONAS_PUTIDA,0.072586,303
BACTEROIDES_UNIFORMIS,0.068413,820
BIFIDOBACTERIUM_LONGUM,0.066105,216816
RUMINOCOCCUS_GNAVUS,0.064882,33038
BACILLUS_SUBTILIS,0.056678,1423
BLAUTIA_PRODUCTA,0.050488,33035
ANAEROSTIPES_CACCAE,0.047805,105841
MEGASPHAERA_MASSILIENSIS,0.042101,1232428
AKKERMANSIA_MUCINIPHILA,0.038011,239935
FLAVONIFRACTOR_PLAUTII,0.037496,292800
STREPTOCOCCUS_MUTANS,0.035586,1309
CUTIBACTERIUM_ACNES,0.033638,1747
STAPHYLOCOCCUS_EPIDERMIDIS,0.030843,1282
COLLINSELLA_AEROFACIENS,0.029354,74426
MEGAMONAS_FUNIFORMIS,0.025114,437897
LACTOBACILLUS_DELBRUECKII,0.019315,1584
BLAUTIA_SP._NSJ-34,0.005907,2763026
AKKERMANSIA_PHAGE_DTMO-2021A,0.003196,2879120
BLAUTIA_SP._AF13-16,0.003137,2292195
BLAUTIA_SP._NBRC-113351,0.002992,2877527
BLAUTIA_SP._RD014232,0.001411,2877528
BLAUTIA_SP._OF01-4LB,0.000979,2292286
UNCLASSIFIED,0.000834,12908
STAPHYLOCOCCUS_AUREUS,0.000551,1280
BLAUTIA_MARASMI,0.000478,1917868
BACTEROIDES_THETAIOTAOMICRON,0.000474,818
CLOSTRIDIOIDES_DIFFICILE,0.000419,1496
PARABACTEROIDES_SP._AF27-14,0.000391,2293116
SPOROFACIENS_MUSCULI,0.000295,2681861
BACILLUS_VELEZENSIS,0.000205,492670
BACTEROIDES_EGGERTHII,0.000177,28111
BACTEROIDES_SP._3-1-23,0.000135,457390
BLAUTIA_SP._AM47-4,8.2e-05,2292979
BACTEROIDES_INTESTINALIS,8e-05,329854
BACTEROIDES_FRAGILIS,7.5e-05,817
STAPHYLOCOCCUS_SP._HMSC076E07,7e-05,1715174
PHOCAEICOLA_VULGATUS,1e-05,821
PSYCHROBACTER_SP._PI2-51,0.0,2774132
PAENIBACILLUS_IHBETAE,0.0,1870820
CLOSTRIDIUM_SP._MCC353,0.0,2592646
BACTEROIDES_STERCORIS,0.0,46506
MEGAMONAS_RUPELLENSIS,0.0,491921
MEGAMONAS_HYPERMEGALE,0.0,158847
BACTEROIDES_XYLANISOLVENS,0.0,371601
BLAUTIA_SP._AF34-10,0.0,2292968
ENTEROCOCCUS_FAECIUM,0.0,1352
CAMPYLOBACTER_COLI,0.0,195
CITROBACTER_SP._RHBSTW-00053,0.0,2742632
CLOSTRIDIUM_SP._ATCC-BAA-442,0.0,649724
