genus,SRR17380246,tax_id
BLAUTIA,0.084354,572511
ENTEROCLOSTER,0.081019,2719313
PARABACTEROIDES,0.075222,375288
ESCHERICHIA,0.074575,561
PSEUDOMONAS,0.072586,286
BACTEROIDES,0.070841,816
BIFIDOBACTERIUM,0.066513,1678
MEDITERRANEIBACTER,0.064882,2316020
BACILLUS,0.057099,1386
ANAEROSTIPES,0.048046,207244
MEGASPHAERA,0.042101,906
AKKERMANSIA,0.038011,239934
FLAVONIFRACTOR,0.037496,946234
STREPTOCOCCUS,0.035586,1301
CUTIBACTERIUM,0.033638,1912216
STAPHYLOCOCCUS,0.031523999999999996,1279
COLLINSELLA,0.029962000000000003,102106
MEGAMONAS,0.02522,158846
LACTOBACILLUS,0.019315,1578
UNCLASSIFIED,0.00809,12908
CLOSTRIDIOIDES,0.000419,1870884
SPOROFACIENS,0.000295,2811390
PHOCAEICOLA,1e-05,909656
ENTEROCOCCUS,0.0,1350
CITROBACTER,0.0,544
CAMPYLOBACTER,0.0,194
PSYCHROBACTER,0.0,497
CLOSTRIDIUM,0.0,1485
PAENIBACILLUS,0.0,44249
