genus,SRR17380243,tax_id
BLAUTIA,0.08354208354208355,572511
ENTEROCLOSTER,0.0809050809050809,2719313
ESCHERICHIA,0.07456107456107455,561
PSEUDOMONAS,0.07447307447307447,286
PARABACTEROIDES,0.07445107445107445,375288
BACTEROIDES,0.07090307090307091,816
BIFIDOBACTERIUM,0.06744406744406745,1678
RUMINOCOCCUS,0.06379006379006379,1263
BACILLUS,0.05697105697105697,1386
ANAEROSTIPES,0.04761704761704762,207244
MEGASPHAERA,0.04183004183004183,906
AKKERMANSIA,0.04118604118604119,239934
FLAVONIFRACTOR,0.0384020384020384,946234
STREPTOCOCCUS,0.03515503515503515,1301
CUTIBACTERIUM,0.03423303423303423,1912216
STAPHYLOCOCCUS,0.031038031038031037,1279
COLLINSELLA,0.030600030600030602,102106
MEGAMONAS,0.024654024654024654,158846
LACTOBACILLUS,0.019384019384019385,1578
CLOSTRIDIOIDES,0.000492000492000492,1870884
SPOROFACIENS,0.000277000277000277,2811390
CAMPYLOBACTER,8.4000084000084e-05,194
PHOCAEICOLA,1.3000013000013e-05,909656
CITROBACTER,0.0,544
EISENBERGIELLA,0.0,1432051
PAENIBACILLUS,0.0,44249
CLOSTRIDIUM,0.0,1485
MEDITERRANEIBACTER,0.0,2316020
ENTEROCOCCUS,0.0,1350
MUCISPIRILLUM,0.0,248038
