genus,SRR17380241
Akkermansia,0.04084087747736757
Anaerostipes,0.04878185365443904
Bacillus,0.05640583078250765
Bacteroides,0.07062578812263563
Bifidobacterium,0.06718679843960468
Blautia,0.08376174871475385
Campylobacter,8.4999745000765e-05
Citrobacter,7.999976000072e-05
Clostridioides,0.000414998755003735
Clostridium,0.0
Collinsella,0.030163909508271476
Cutibacterium,0.033940898177305466
Eisenbergiella,0.0
Enterocloster,0.08109375671872984
Enterococcus,0.000134999595001215
Escherichia,0.07456777629667112
Flavonifractor,0.03803888588334235
Lactobacillus,0.019385941842174473
Mediterraneibacter,0.0
Megamonas,0.025148924553226343
Megasphaera,0.041620875137374586
Mucispirillum,0.0
Paenibacillus,0.0
Parabacteroides,0.07518577444267667
Phocaeicola,1.0999967000098999e-05
Pseudomonas,0.07346477960566118
Ruminococcus,0.06446480660558018
Sporofaciens,0.000275999172002484
Staphylococcus,0.030292909121272634
Streptococcus,0.036462890611328166
