Species,RA
Escherichia,0.12387583604359638
Streptococcus,0.12124011657563878
Staphylococcus,0.11128837417590712
Lachnoclostridium,0.08775601576926018
Bacillus,0.07503170836708507
Akkermansia,0.0721703799516265
Cutibacterium,0.05392379667974566
Clostridium,0.04528228045356568
Shigella,0.04335215331801315
Bacteroides,0.03716720062025471
Anaerostipes,0.03649228216785855
Bifidobacterium,0.02874459070315192
Parabacteroides,0.026019735453377865
Blautia,0.025952476338639077
Collinsella,0.020839992334788223
Megasphaera,0.012886986022252666
Flavonifractor,0.011576946033101632
Lactobacillus,0.009851575192176047
Megamonas,0.009785200453340397
Pseudomonas,0.007867640764832484
Prevotella,0.002829583975145872
Ruminococcus,0.0024931022170512607
Eubacterium,0.0018971724966355314
Tyzzerella,0.0015904336965465167
Roseburia,0.0015844757957253644
Coprococcus,0.0012899320738796458
Fusicatenibacter,0.0009695087203420469
Dorea,0.0009443272801526451
Alistipes,0.0008919163713665707
Erysipelatoclostridium,0.0008267052850350517
Holdemania,0.00074808892185594
Prevotellamassilia,0.0007425964820364403
Emergencia,0.0006629095585535278
Clostridioides,0.0006143154299810041
Citrobacter,0.000571353379528476
Ruthenibacterium,0.0005477545067446928
Anaerotruncus,0.0005374212725080068
Klebsiella,0.0005291360666785918
Kluyvera,0.0005044200874908426
Corynebacterium,0.0004706276187708692
Propionibacterium,0.00047020870386938195
Hungatella,0.0004692777818660769
Treponema,0.000466531561956327
Coprobacillus,0.0004519160865044377
Obesumbacterium,0.000382515851158046
Barnesiella,0.00038191075185589775
Enterobacter,0.00036059263798021203
Solobacterium,0.0003529590775531106
Odoribacter,0.0003492353895398904
Salmonella,0.0003428585738172508
Faecalitalea,0.00033596975099279343
Lactonifactor,0.000323728126649332
Ruminiclostridium,0.0003169789421253703
Oscillibacter,0.0003076231759921546
Anaerosporobacter,0.0002882599983234095
Cronobacter,0.000280067884694325
Phascolarctobacterium,0.0002726205086678846
Angelakisella,0.0002592617779204571
Fournierella,0.00025046456498922434
Subdoligranulum,0.00023366142282956815
Pseudoflavonifractor,0.00022560894750097945
Streptomyces,0.00022435220279651763
Stomatobaculum,0.00022286272759122953
Faecalibacterium,0.00022216453608875077
Lamprocystis,0.0002221179899885855
Bariatricus,0.00021639281966825944
Acinetobacter,0.00020280135842000566
Gabonia,0.0001942368759895992
Intestinimonas,0.0001928404929846416
Butyricicoccus,0.00019218884758232806
Lelliottia,0.00018269344314861654
Lachnoanaerobaculum,0.00018069196084151068
Porphyromonas,0.00017552534372316763
Rhodococcus,0.00016300444277871467
Culturomica,0.00016160805977375709
Intestinibacter,0.00014852860562732112
Sellimonas,0.00014713222262236354
Mediterranea,0.00014648057722005
Rikenella,0.00014527037861575344
Enterococcus,0.0001450841942150924
Riemerella,0.0001446187332134399
Eisenbergiella,0.0001388935628931138
Coprobacter,0.0001386142862921223
Holdemanella,0.0001304687187632031
Hymenobacter,0.0001298636194610548
Bittarella,0.00012930506625907177
Butyrivibrio,0.00012492973284353802
Achromatium,0.00012488318674337278
Leclercia,0.00012288170443626692
Oribacterium,0.00012283515833610167
Pantoea,0.00012213696683362288
Veillonella,0.00012167150583197035
Criibacterium,0.0001209267682293263
Acidaminococcus,0.00011659798091395782
Neglecta,0.00011636525041313154
Actinomyces,0.00011441031420619094
Massilioclostridium,0.00011431722200586043
Kosakonia,0.00011338630000255538
Catonella,0.00011301393120123336
Cellulomonas,0.00011240883189908507
Hespellia,0.00010947642758867416
Acetivibrio,0.00010798695238338608
Trabulsiella,0.00010552000907462769
Alloprevotella,0.00010361161896785234
Catabacter,0.00010072576075760667
Johnsonella,9.327838473116625e-05
Raoultella,8.871686691497149e-05
Fibrobacter,8.601719310538684e-05
Pluralibacter,8.029202278506077e-05
Senegalimassilia,7.889563978010319e-05
Eggerthella,7.73130723744846e-05
Yokenella,7.605632767002278e-05
Selenomonas,7.433412196390844e-05
Helicobacter,7.182063255498479e-05
Myroides,6.884168214440863e-05
Paraprevotella,6.823658284226034e-05
Actinobaculum,6.721256863862479e-05
Gordonibacter,6.576963953350195e-05
Luteimonas,6.530417853184943e-05
Mobiluncus,6.40474338273876e-05
Cyclobacterium,6.400088772722235e-05
Raphidiopsis,5.929973161053184e-05
Traorella,5.892736280920981e-05
Faecalicoccus,5.757752590441749e-05
Gemmata,5.6088050699129406e-05
Merdibacter,5.189890168425667e-05
Methyloglobulus,4.9152681774506763e-05
Shewanella,4.887340517351525e-05
Shimwellia,4.659264626541787e-05
Allobaculum,4.35206036545112e-05
Pseudoramibacter,4.342751145418069e-05
Gabonibacter,4.286895825219766e-05
Franconibacter,4.268277385153665e-05
Phocea,4.105366034575281e-05
Acidipropionibacterium,4.08674759450918e-05
Robinsoniella,4.040201494343927e-05
Enorma,3.979691564129099e-05
Capnocytophaga,3.951763904029947e-05
Haemophilus,3.891253973815119e-05
Novosphingobium,3.663178083005381e-05
Atlantibacter,3.407174532096492e-05
Oxalobacter,3.402519922079967e-05
Rappaport,3.286154671666835e-05
Pseudobutyrivibrio,3.286154671666835e-05
Pedobacter,3.2582270115676836e-05
Leuconostoc,3.1930624713363296e-05
Tannerella,3.0115326806918443e-05
Pediococcus,2.862585160163036e-05
Gardnerella,2.755529129782955e-05
Xanthomonas,2.755529129782955e-05
Erwinia,2.7089830296177025e-05
Siccibacter,2.592617779204571e-05
Microcystis,2.5739993391384697e-05
Devosia,2.555380899072369e-05
Methanosarcina,2.522798628956692e-05
Marinomonas,2.5181440189401668e-05
Cedecea,2.4809071388079648e-05
Acetitomaculum,2.434361038642712e-05
Arthrospira,2.3878149384774594e-05
Sphingobium,2.3552326683617824e-05
Oceanospirillum,2.345923448328732e-05
Streptobacillus,2.327305008262631e-05
Drancourtella,2.3133411782130553e-05
Exiguobacterium,2.061992237320691e-05
Rhodobacter,2.04337379725459e-05
Aquabacterium,2.0387191872380648e-05
Crocosphaera,2.0201007471719636e-05
Serratia,2.0201007471719636e-05
Weissella,1.973554647006711e-05
Pyramidobacter,1.9223539368249332e-05
Alloscardovia,1.861844006610105e-05
Anaeroglobus,1.8385709565274783e-05
Virgibacillus,1.8339163465109533e-05
Sporomusa,1.8199525164613775e-05
Sanguibacteroides,1.810643296428327e-05
Turicibacter,1.7966794663787512e-05
Carnobacterium,1.7966794663787512e-05
Chlamydia,1.6849688259821447e-05
Mycobacterium,1.666350385916044e-05
Lysinibacillus,1.6616957758995185e-05
Coriobacterium,1.5918766256516397e-05
Tumebacillus,1.5872220156351144e-05
Morganella,1.540675915469862e-05
Varibaculum,1.531366695436811e-05
Candidatus Stoquefichus,1.531366695436811e-05
Enterorhabdus,1.5220574754037607e-05
Empedobacter,1.4987844253211344e-05
Marvinbryantia,1.4987844253211344e-05
Mangrovibacter,1.4987844253211344e-05
Olsenella,1.4708567652219828e-05
Urmitella,1.4662021552054576e-05
Campylobacter,1.4336198850897807e-05
Butyricimonas,1.419656055040205e-05
Fermentimonas,1.3544915148088512e-05
Libanicoccus,1.3451822947758006e-05
Xenorhabdus,1.3032908046270734e-05
Oceanobacillus,1.2986361946105482e-05
Lactococcus,1.2846723645609723e-05
Enhygromyxa,1.2846723645609723e-05
Azotobacter,1.2660539244948713e-05
Lachnobacterium,1.2660539244948713e-05
Jeotgalicoccus,1.2241624343461439e-05
Macrococcus,1.191580164230467e-05
Thermosinus,1.1822709441974166e-05
Mucilaginibacter,1.1217610139825881e-05
Filifactor,1.1171064039660629e-05
Falsirhodobacter,1.0891787438669113e-05
Dickeya,1.0565964737512344e-05
Chryseobacterium,1.0426326437016586e-05
Rhodopseudomonas,1.0007411535529314e-05
Caballeronia,9.77468103470305e-06
Sphaerospermopsis,9.495404433711535e-06
Pontibacillus,9.216127832720019e-06
Peptoniphilus,9.216127832720019e-06
Yersinia,8.797212931232746e-06
Pectobacterium,8.51793633024123e-06
Anaerocolumna,8.378298029745471e-06
Sphingomonas,8.378298029745471e-06
Oblitimonas,7.81974482776244e-06
Centipeda,7.726652627431935e-06
Buttiauxella,7.680106527266682e-06
Cloacibacillus,7.63356042710143e-06
Comamonas,7.540468226770924e-06
Slackia,7.493922126605672e-06
Salinicoccus,7.493922126605672e-06
Actinotignum,7.354283826109914e-06
Negativicoccus,7.168099425448904e-06
Pelosinus,6.842276724292135e-06
Nitrolancea,6.702638423796377e-06
Rubripirellula,6.656092323631125e-06
Numidum,6.516454023135367e-06
Anaerobium,6.423361822804862e-06
Dialister,6.237177422143851e-06
Scardovia,6.1440852218133454e-06
Desulfotalea,6.097539121648093e-06
Phaeodactylibacter,6.097539121648093e-06
Carboxydothermus,6.05099302148284e-06
Murdochiella,6.05099302148284e-06
Neisseria,6.004446921317588e-06
Actinophytocola,6.004446921317588e-06
Actinopolyspora,5.911354720987083e-06
Piscirickettsia,5.818262520656578e-06
Domibacillus,5.818262520656578e-06
Sharpea,5.818262520656578e-06
Aneurinibacillus,5.771716420491325e-06
