SampleID,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA,Pipeline
SRR11487931,15,0.9011,0.0039,8.0872,0.8540,0.0071,93.3333,0.0000,bio4
SRR11487932,15,0.8913,0.0038,7.6843,0.8585,0.0071,86.6667,0.0000,bio4
SRR11487933,15,0.8886,0.0036,8.6732,0.8642,0.0070,86.6667,0.0000,bio4
SRR11487934,15,0.8775,0.0036,8.1488,0.8661,0.0073,93.3333,0.0000,bio4
SRR11487935,15,0.8899,0.0035,7.9610,0.8691,0.0069,86.6667,0.0000,bio4
Average,15,0.8897,0.0037,8.1109,0.8624,0.0071,89.3333,0.0000,bio4
SRR11487931,16,0.8816,0.0050,8.5955,0.8019,0.0080,87.5000,0.0000,jams
SRR11487932,16,0.8769,0.0050,10.8600,0.8011,0.0080,93.7500,0.0000,jams
SRR11487933,16,0.8834,0.0048,8.2806,0.8087,0.0076,87.5000,0.0000,jams
SRR11487934,16,0.8768,0.0049,8.3313,0.8028,0.0079,87.5000,0.0000,jams
SRR11487935,16,0.8871,0.0048,8.6167,0.8089,0.0076,87.5000,0.0000,jams
Average,16,0.8812,0.0049,8.9368,0.8047,0.0078,88.7500,0.0000,jams
SRR11487931,16,0.7927,0.0077,10.3357,0.6943,0.0141,87.5000,0.0000,wgsa
SRR11487932,16,0.7920,0.0076,10.4351,0.6951,0.0140,87.5000,0.0000,wgsa
SRR11487933,16,0.7884,0.0076,10.5100,0.6951,0.0136,87.5000,0.0000,wgsa
SRR11487934,16,0.7902,0.0076,10.4671,0.6979,0.0137,87.5000,0.0000,wgsa
SRR11487935,16,0.7892,0.0076,10.3828,0.6964,0.0136,87.5000,0.0000,wgsa
Average,16,0.7905,0.0076,10.4261,0.6957,0.0138,87.5000,0.0000,wgsa
SRR11487931,17,0.2089,0.0125,13.8155,0.4511,0.0201,81.2500,13.8419,wol
SRR11487932,17,0.1967,0.0127,13.8195,0.4436,0.0205,81.2500,14.0562,wol
SRR11487933,17,0.2236,0.0116,12.4051,0.5172,0.0196,87.5000,12.2954,wol
SRR11487934,17,0.2391,0.0114,12.4027,0.5242,0.0193,87.5000,12.1394,wol
SRR11487935,17,0.2274,0.0115,12.3900,0.5200,0.0195,87.5000,12.2386,wol
Average,17,0.2191,0.0120,12.9665,0.4912,0.0198,85.0000,12.9143,wol
