genus,SRR17380241,tax_id
AKKERMANSIA,0.047958600000000004,239934
ANAEROSTIPES,0.0652688,207244
BACILLUS,0.0421207,1386
BACTEROIDES,0.0590803,816
BIFIDOBACTERIUM,0.1056607,1678
BLAUTIA,0.13345200000000002,572511
COLLINSELLA,0.0502426,102106
CUTIBACTERIUM,0.057645,1912216
ENORMA,0.0,1472762
ESCHERICHIA,0.0729341,561
FLAVONIFRACTOR,0.0388677,946234
LACHNOCLOSTRIDIUM,0.0642448,1506553
LACTOBACILLUS,0.042343900000000004,1578
MEGAMONAS,0.011228700000000001,158846
MEGASPHAERA,0.008426,906
PARABACTEROIDES,0.0628049,375288
PSEUDOMONAS,0.0072609,286
STAPHYLOCOCCUS,0.0509954,1279
STREPTOCOCCUS,0.0794648,1301
