Species,RA
Psychrobacter sp. LV10R520-6,0.19493030011359685
Muricauda sp. ES.050,0.18031090357914492
Marinobacter sp. LV10MA510-1,0.17427794866178872
Cohaesibacter sp. ES.047,0.15748625481540593
Thioclava sp. ES.032,0.11112822735314315
Marinobacter sp. LV10R510-8,0.07070158232419482
Propionibacteriaceae bacterium ES.041,0.04877906737220266
Micromonospora echinaurantiaca,0.03153435451694007
Micromonospora echinofusca,0.01164061845808764
Halomonas sp. HL-4,0.010391117142710132
Micromonospora coxensis,0.008774848693078692
Halomonas sp. HL-93,4.477696970641089e-05
