Species,RA
Bifidobacterium longum,0.3961
Bacteroides thetaiotaomicron,0.095
Parabacteroides distasonis,0.079
Prevotella copri,0.06559999999999999
Escherichia coli,0.0554
Clostridium butyricum,0.0226
Prevotella melaninogenica,0.0165
Alistipes finegoldii,0.0108
Roseburia hominis,0.0103
Collinsella aerofaciens,0.009899999999999999
Anaerostipes hadrus,0.0073
Eubacterium hallii,0.0068000000000000005
Bacteroides uniformis,0.002
Akkermansia muciniphila,0.0014000000000000002
Roseburia intestinalis,0.001
Faecalibacterium prausnitzii,0.001
Escherichia albertii,0.0006
Salmonella enterica,0.0005
Escherichia marmotae,0.0005
Escherichia fergusonii,0.0005
Escherichia sp. E4742,0.0004
Lactobacillus paragasseri,0.0003
Bifidobacterium breve,0.0003
Staphylococcus aureus,0.0003
Klebsiella pneumoniae,0.0002
Staphylococcus cohnii,0.0002
Shigella dysenteriae,0.0002
Shigella flexneri,0.0002
Shigella boydii,0.0002
Eubacterium limosum,0.0001
Blautia obeum,0.0001
Leptolyngbya sp. PCC 7376,0.0001
Blautia sp. YL58,0.0001
Blautia sp. SC05B48,0.0001
Parabacteroides goldsteinii,0.0001
Parabacteroides merdae,0.0001
Limosilactobacillus fermentum,0.0001
Phocaeicola dorei,0.0001
Bacteroides xylanisolvens,0.0001
Prevotella dentalis,0.0001
Lactobacillus phage phiadh,0.0001
Lelliottia amnigena,0.0001
Cedecea neteri,0.0001
Salmonella bongori,0.0001
Klebsiella oxytoca,0.0001
Klebsiella variicola,0.0001
Enterobacter kobei,0.0001
Enterobacter hormaechei,0.0001
Enterobacter cloacae,0.0001
Citrobacter amalonaticus,0.0001
Citrobacter rodentium,0.0001
Citrobacter sp. R56,0.0001
Citrobacter sp. RHB25-C09,0.0001
Butyricimonas faecalis,0.0001
Phocaeicola vulgatus,0.0001
Prevotella denticola,0.0001
Prevotella ruminicola,0.0001
Olsenella sp. GAM18,0.0001
Citrobacter freundii,0.0001
Bifidobacterium bifidum,0.0001
Streptomyces gilvosporeus,0.0
Dickeya solani,0.0
Metakosakonia sp. MRY16-398,0.0
Candidatus Moranella endobia,0.0
Candidatus Profftia tarda,0.0
Enterobacteriaceae endosymbiont of Donacia provostii,0.0
Candidatus Ishikawaella capsulata,0.0
Candidatus Riesia pediculicola,0.0
Pectobacterium polaris,0.0
Pectobacterium atrosepticum,0.0
Pectobacterium parmentieri,0.0
Pectobacterium carotovorum,0.0
Pectobacterium brasiliense,0.0
Dickeya chrysanthemi,0.0
secondary endosymbiont of Trabutina mannipara,0.0
Dickeya zeae,0.0
Brenneria rubrifaciens,0.0
Brenneria izadpanahii,0.0
Lonsdalea britannica,0.0
Xenorhabdus doucetiae,0.0
Xenorhabdus hominickii,0.0
Xenorhabdus nematophila,0.0
Xenorhabdus bovienii,0.0
Xenorhabdus budapestensis,0.0
Providencia vermicola,0.0
Providencia rettgeri,0.0
Candidatus Annandia adelgestsuga,0.0
Candidatus Gullanella endobia,0.0
Proteus mirabilis,0.0
Candidatus Hoaglandella endobia,0.0
Pluralibacter gergoviae,0.0
Bifidobacterium saguini,0.0
Lelliottia sp. WB101,0.0
Buttiauxella agrestis,0.0
Buttiauxella sp. 3AFRM03,0.0
Kluyvera intermedia,0.0
Kluyvera genomosp. 3,0.0
Kluyvera ascorbata,0.0
Yokenella regensburgei,0.0
Phytobacter ursingii,0.0
Phytobacter sp. SCO41,0.0
Phytobacter diazotrophicus,0.0
Scandinavium goeteborgense,0.0
Jejubacter calystegiae,0.0
