Species,RA,TAX_ID
Bifidobacterium longum,0.3859818936919555,216816
Bacteroides thetaiotaomicron,0.09822609543490124,818
Parabacteroides distasonis,0.08122701549520844,823
Prevotella copri,0.06563604677671481,165179
Escherichia coli,0.0564577514944859,562
Clostridium butyricum,0.025493451031408824,1492
Prevotella melaninogenica,0.017219981468211673,28132
Alistipes finegoldii,0.010813293048729463,214856
Roseburia hominis,0.009790399271351412,301301
Collinsella aerofaciens,0.009652199792918419,74426
Anaerostipes hadrus,0.007492696919294225,649756
Anaerobutyricum hallii,0.0069197675854755615,39488
Bacteroides uniformis,0.0019804964625830352,820
Akkermansia muciniphila,0.0014641527419810296,239935
Enterococcus faecalis,0.0014554472630246207,1351
Roseburia intestinalis,0.0010370401806822156,166486
Faecalibacterium prausnitzii,0.0009407358197269418,853
Escherichia albertii,0.0006142803588616063,208962
Escherichia marmotae,0.0005065500567760456,1499973
Escherichia fergusonii,0.00048533045181979877,564
Salmonella enterica,0.0004477880738202852,28901
Escherichia sp. E4742,0.00037651196486468695,2044467
Lactobacillus paragasseri,0.00035583645234321567,2107999
Bifidobacterium breve,0.0003471309733868067,1685
Shigella flexneri,0.00021274014199724363,623
Shigella dysenteriae,0.00021165195712769252,622
Shigella boydii,0.00019260872191054795,621
Citrobacter freundii,0.00015615452878058546,546
Enterobacter cloacae,0.00013819947843299202,550
Butyricimonas faecalis,0.00013765538599821647,2093856
Klebsiella pneumoniae,0.00013656720112866535,573
Phocaeicola vulgatus,0.0001262294448679297,821
Leptolyngbya sp. PCC 7376,0.0001224207978245008,111781
Blautia sp. SC05B48,0.00011806805834629634,2479767
Bacteroides xylanisolvens,0.00010174528530302956,371601
Phocaeicola dorei,0.00010011300799870288,357276
Blautia obeum,9.576026852049842e-05,40520
Lactobacillus phage phiadh,9.358389878139618e-05,12417
Citrobacter sp. RHB25-C09,9.303980634662062e-05,2742624
Enterobacter hormaechei,8.542251225976279e-05,158836
Prevotella ruminicola,8.215795765110943e-05,839
Prevotella dentalis,8.052568034678276e-05,52227
Bifidobacterium bifidum,7.99815879120072e-05,1681
Olsenella sp. GAM18,6.801155434694489e-05,2109685
Citrobacter sp. R56,6.746746191216933e-05,1573676
Parabacteroides merdae,6.746746191216933e-05,46503
Parabacteroides goldsteinii,6.637927704261821e-05,328812
Lelliottia amnigena,6.583518460784265e-05,61646
Prevotella denticola,6.52910921730671e-05,28129
Citrobacter rodentium,6.365881486874042e-05,67825
Eubacterium limosum,5.876198295576039e-05,1736
Limosilactobacillus fermentum,5.876198295576039e-05,1613
Klebsiella oxytoca,5.658561321665815e-05,571
Salmonella bongori,5.658561321665815e-05,54736
Paraprevotella xylaniphila,5.495333591233147e-05,454155
Enterobacter kobei,5.3865151042780354e-05,208224
Yokenella regensburgei,5.3321058608004795e-05,158877
Bacteroides fragilis,5.3321058608004795e-05,817
Blautia sp. YL58,5.2232873738453676e-05,1796616
Enterobacter lignolyticus,4.842422669502477e-05,1334193
Cedecea neteri,4.842422669502477e-05,158822
Jejubacter calystegiae,4.624785695592253e-05,2579935
Bacteroides cellulosilyticus,4.570376452114697e-05,246787
Klebsiella aerogenes,4.515967208637141e-05,548
Leclercia adecarboxylata,4.3527394782044734e-05,83655
Citrobacter amalonaticus,4.2983302347269174e-05,35703
Bacteroides caccae,4.2439209912493615e-05,47678
Citrobacter tructae,4.1895117477718056e-05,2562449
Leclercia sp. 4-9-1-25,4.080693260816694e-05,2815358
Klebsiella michiganensis,3.917465530384026e-05,1134687
Klebsiella quasipneumoniae,3.86305628690647e-05,1463165
Bifidobacterium scardovii,3.86305628690647e-05,158787
Prevotella sp. WR041,3.808647043428914e-05,2801997
Enterobacter roggenkampii,3.645419312996246e-05,1812935
Pluralibacter gergoviae,3.645419312996246e-05,61647
Coprococcus comes,3.5366008260411344e-05,410072
Shigella sonnei,3.4821915825635784e-05,624
Atlantibacter hermannii,3.4277823390860225e-05,565
Scandinavium goeteborgense,3.4277823390860225e-05,1851514
Enterobacter sp. E76,3.4277823390860225e-05,2596949
Citrobacter farmeri,3.4277823390860225e-05,67824
Enterobacter sp. JUb54,3.210145365175799e-05,2724468
Pseudescherichia vulneris,3.155736121698243e-05,566
