Species,RA
Bifidobacterium longum,0.3826
Bacteroides thetaiotaomicron,0.0993
Parabacteroides distasonis,0.0809
Prevotella copri,0.0689
Escherichia coli,0.0533
Clostridium butyricum,0.0273
Prevotella melaninogenica,0.0178
Roseburia hominis,0.010700000000000001
Alistipes finegoldii,0.0103
Collinsella aerofaciens,0.009000000000000001
Anaerostipes hadrus,0.0079
Anaerobutyricum hallii,0.0076
Bacteroides uniformis,0.002
Akkermansia muciniphila,0.0014000000000000002
Faecalibacterium prausnitzii,0.001
Roseburia intestinalis,0.001
Escherichia albertii,0.0006
Salmonella enterica,0.0005
Escherichia marmotae,0.0005
Escherichia sp. E4742,0.0004
Lactobacillus paragasseri,0.0004
Escherichia fergusonii,0.0004
Bifidobacterium breve,0.0003
Staphylococcus aureus,0.0003
Klebsiella pneumoniae,0.0002
Shigella boydii,0.0002
Shigella flexneri,0.0002
Shigella dysenteriae,0.0002
Parabacteroides goldsteinii,0.0001
Prevotella denticola,0.0001
Prevotella ruminicola,0.0001
Olsenella sp. GAM18,0.0001
Parabacteroides merdae,0.0001
Phocaeicola vulgatus,0.0001
Butyricimonas faecalis,0.0001
Phocaeicola dorei,0.0001
Enterobacter cloacae,0.0001
Limosilactobacillus fermentum,0.0001
Citrobacter rodentium,0.0001
Paraprevotella xylaniphila,0.0001
Enterobacter hormaechei,0.0001
Prevotella dentalis,0.0001
Blautia obeum,0.0001
Blautia sp. SC05B48,0.0001
Bacteroides xylanisolvens,0.0001
Bifidobacterium bifidum,0.0001
Citrobacter freundii,0.0001
Eubacterium limosum,0.0001
Leptolyngbya sp. PCC 7376,0.0001
Salmonella bongori,0.0001
Bacteroides fragilis,0.0001
Citrobacter sp. RHB25-C09,0.0001
Citrobacter sp. R56,0.0001
Lactobacillus phage phiadh,0.0001
[Enterobacter] lignolyticus,0.0001
Cedecea sp. FDAARGOS_727,0.0
Cedecea neteri,0.0
Cedecea lapagei,0.0
Kluyvera intermedia,0.0
Kluyvera genomosp. 3,0.0
Kluyvera ascorbata,0.0
Lelliottia amnigena,0.0
Lelliottia sp. WB101,0.0
Raoultella electrica,0.0
Pluralibacter gergoviae,0.0
Cronobacter dublinensis,0.0
Raoultella terrigena,0.0
Raoultella planticola,0.0
Kosakonia oryzae,0.0
Leclercia sp. 4-9-1-25,0.0
Leclercia sp. 29361,0.0
Leclercia sp. W6,0.0
Leclercia sp. J807,0.0
Leclercia sp. W17,0.0
Sulfolobus acidocaldarius,0.0
Leclercia sp. 119287,0.0
Leclercia sp. LSNIH1,0.0
Leclercia sp. Colony189,0.0
Methanobrevibacter millerae,0.0
Leclercia sp. LSNIH3,0.0
Leclercia adecarboxylata,0.0
Cronobacter sakazakii,0.0
