SampleID,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA,Pipeline
SRR17380241,17,0.2683,0.0031,2.9154,0.8378,0.0048,100.0000,0.0000,bio4
SRR17380242,17,0.2667,0.0031,2.7401,0.8426,0.0047,100.0000,0.0000,bio4
SRR17380243,17,0.2744,0.0030,2.8350,0.8436,0.0046,100.0000,0.0000,bio4
SRR17380244,17,0.2551,0.0033,3.0019,0.8322,0.0048,100.0000,0.0000,bio4
SRR17380245,17,0.2771,0.0031,2.8973,0.8407,0.0047,100.0000,0.0000,bio4
SRR17380246,17,0.2608,0.0032,2.9331,0.8360,0.0048,100.0000,0.0000,bio4
Average,17,0.2671,0.0031,2.8871,0.8388,0.0048,100.0000,0.0000,bio4
SRR17380241,19,0.1434,0.0041,3.7907,0.7652,0.0056,94.7368,0.0000,jams
SRR17380242,19,0.1425,0.0041,3.7995,0.7636,0.0056,94.7368,0.0000,jams
SRR17380243,19,0.1450,0.0041,3.7945,0.7635,0.0056,94.7368,0.0000,jams
SRR17380244,19,0.1440,0.0041,3.7913,0.7643,0.0056,94.7368,0.0000,jams
SRR17380245,19,0.1444,0.0041,3.7870,0.7657,0.0056,94.7368,0.0000,jams
SRR17380246,19,0.1431,0.0041,3.7920,0.7645,0.0056,94.7368,0.0000,jams
Average,19,0.1437,0.0041,3.7925,0.7645,0.0056,94.7368,0.0000,jams
SRR17380241,19,0.1419,0.0045,7.7146,0.7350,0.0064,94.7368,0.0000,wgsa
SRR17380242,20,0.3579,0.0055,8.8858,0.6818,0.0083,94.7368,13.3409,wgsa
SRR17380243,19,0.1424,0.0046,7.7894,0.7344,0.0064,94.7368,0.0000,wgsa
SRR17380244,20,0.3584,0.0055,8.8480,0.6853,0.0082,94.7368,13.1546,wgsa
SRR17380245,19,0.1426,0.0045,7.7428,0.7358,0.0064,94.7368,0.0000,wgsa
SRR17380246,19,0.1412,0.0045,7.6770,0.7357,0.0064,94.7368,0.0000,wgsa
Average,19,0.2141,0.0049,8.1096,0.7180,0.0070,94.7368,4.4159,wgsa
SRR17380241,18,0.0136,0.0072,5.0580,0.6122,0.0091,94.4444,0.0000,woltka
SRR17380242,18,0.0139,0.0071,5.0332,0.6144,0.0089,94.4444,0.0000,woltka
SRR17380243,18,0.0132,0.0072,5.0586,0.6119,0.0091,94.4444,0.0000,woltka
SRR17380244,18,0.0135,0.0072,5.0593,0.6111,0.0092,94.4444,0.0000,woltka
SRR17380245,18,0.0134,0.0072,5.0685,0.6109,0.0092,94.4444,0.0000,woltka
SRR17380246,18,0.0137,0.0072,5.0675,0.6107,0.0092,94.4444,0.0000,woltka
Average,18,0.0136,0.0072,5.0575,0.6119,0.0091,94.4444,0.0000,woltka
