SampleID,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA,Pipeline
SRR17380241,21,0.1786,0.0223,8.7505,0.7656,0.0282,78.9474,10.0125,biobakery3
SRR17380242,22,0.2351,0.0216,9.1277,0.7624,0.0274,78.9474,10.7107,biobakery3
SRR17380243,22,0.2345,0.0213,9.4029,0.7656,0.0273,78.9474,10.7016,biobakery3
SRR17380244,21,0.1729,0.0225,8.9530,0.7634,0.0283,78.9474,9.9235,biobakery3
SRR17380245,21,0.1789,0.0222,8.7300,0.7671,0.0281,78.9474,10.0556,biobakery3
SRR17380246,21,0.1770,0.0224,8.9626,0.7652,0.0282,78.9474,9.9389,biobakery3
Average,21,0.1962,0.0220,8.9878,0.7649,0.0279,78.9474,10.2238,biobakery3
SRR17380241,20,0.3402,0.0097,3.8094,0.9025,0.0169,94.7368,4.7301,biobakery4
SRR17380242,20,0.3412,0.0101,3.8479,0.8988,0.0170,94.7368,4.7592,biobakery4
SRR17380243,20,0.3440,0.0098,3.8208,0.9025,0.0169,94.7368,4.7396,biobakery4
SRR17380244,20,0.3497,0.0096,3.7897,0.9035,0.0168,94.7368,4.6947,biobakery4
SRR17380245,20,0.3364,0.0097,3.8070,0.9030,0.0169,94.7368,4.7237,biobakery4
SRR17380246,20,0.3469,0.0097,3.7765,0.9035,0.0168,94.7368,4.6524,biobakery4
Average,20,0.3431,0.0098,3.8085,0.9023,0.0169,94.7368,4.7166,biobakery4
SRR17380241,21,0.0669,0.0220,4.5177,0.7688,0.0256,100.0000,8.0227,jams
SRR17380242,21,0.0515,0.0222,4.7401,0.7664,0.0261,100.0000,8.6403,jams
SRR17380243,21,0.0415,0.0223,4.6551,0.7656,0.0262,100.0000,9.0848,jams
SRR17380244,21,0.0586,0.0220,4.5369,0.7685,0.0258,100.0000,8.2657,jams
SRR17380245,21,0.0546,0.0222,4.5802,0.7671,0.0258,100.0000,8.4813,jams
SRR17380246,21,0.0535,0.0223,4.7369,0.7657,0.0260,100.0000,8.4725,jams
Average,21,0.0544,0.0222,4.6278,0.7670,0.0259,100.0000,8.4946,jams
SRR17380241,22,0.1277,0.0217,5.0387,0.7618,0.0253,100.0000,9.2189,jams202212
SRR17380242,21,0.0637,0.0222,5.0164,0.7670,0.0260,100.0000,8.1194,jams202212
SRR17380243,21,0.0814,0.0219,4.8087,0.7696,0.0255,100.0000,7.4910,jams202212
SRR17380244,22,0.1492,0.0213,4.9506,0.7652,0.0248,100.0000,8.5360,jams202212
SRR17380245,21,0.0713,0.0221,4.8440,0.7683,0.0257,100.0000,7.7753,jams202212
SRR17380246,22,0.1368,0.0216,5.0355,0.7622,0.0250,100.0000,8.9899,jams202212
Average,22,0.1050,0.0218,4.9490,0.7657,0.0254,100.0000,8.3551,jams202212
SRR17380241,22,0.0000,0.0271,8.3915,0.7014,0.0381,89.4737,17.5554,wgsa2
SRR17380242,22,0.0000,0.0273,8.4788,0.6998,0.0386,89.4737,17.7514,wgsa2
SRR17380243,22,0.0000,0.0271,8.3813,0.7016,0.0380,89.4737,17.4234,wgsa2
SRR17380244,22,0.0000,0.0271,8.3946,0.7021,0.0381,89.4737,17.5877,wgsa2
SRR17380245,22,0.0000,0.0271,8.3721,0.7024,0.0380,89.4737,17.5147,wgsa2
SRR17380246,22,0.0000,0.0271,8.3900,0.7019,0.0380,89.4737,17.5396,wgsa2
Average,22,0.0000,0.0271,8.4014,0.7015,0.0381,89.4737,17.5620,wgsa2
SRR17380241,28,0.1424,0.0325,7.8584,0.5452,0.0379,94.7368,16.6145,woltka
SRR17380242,27,0.1294,0.0334,7.7721,0.5491,0.0385,94.7368,15.9330,woltka
SRR17380243,28,0.1423,0.0325,7.8499,0.5455,0.0378,94.7368,16.6459,woltka
SRR17380244,28,0.1413,0.0325,7.8555,0.5445,0.0380,94.7368,16.6056,woltka
SRR17380245,28,0.1418,0.0325,7.8577,0.5444,0.0380,94.7368,16.5806,woltka
SRR17380246,28,0.1413,0.0325,7.8779,0.5444,0.0380,94.7368,16.6230,woltka
Average,28,0.1397,0.0327,7.8452,0.5455,0.0380,94.7368,16.5004,woltka
