Species,RA,TAX_ID
unclassified,0.4202316315844389,12908
Prevotella copri,0.19996019677477944,165179
Phocaeicola vulgatus,0.09416592921208936,821
Parabacteroides merdae,0.025485270874472995,46503
Bacteroides xylanisolvens,0.02232303988437743,371601
Bacteroides thetaiotaomicron,0.020260228076344904,818
Lachnospira eligens,0.010573359662715972,39485
Paraprevotella xylaniphila,0.008956884991865458,454155
Phocaeicola coprophilus,0.007924706209689573,387090
Phocaeicola dorei,0.007869831860356374,357276
Bacteroides uniformis,0.007702890177877908,820
Bacteroides ovatus,0.005435652096625228,28116
Faecalibacterium prausnitzii,0.0052196326510107315,853
Haemophilus parainfluenzae,0.0032286985118231038,729
Sodaliphilus pleomorphus,0.0031510242567810397,2606626
Sutterella faecalis,0.0030822381005746347,2584944
Alistipes megaguti,0.002916842174415414,2364787
Alistipes shahii,0.0023557326305294604,328814
Butyricimonas virosa,0.002246756810022684,544645
Bacteroides fragilis,0.002148214844670812,817
Bacteroides eggerthii,0.0020261000954504525,28111
Parabacteroides distasonis,0.0019449478886900875,823
Collinsella aerofaciens,0.001760616447620115,74426
Alistipes indistinctus,0.0015782172019491987,626932
Alistipes communis,0.00154189192844694,2585118
Oscillibacter sp. MM50,0.0014684685032827999,2714355
Butyricimonas faecalis,0.001368767220691494,2093856
Prevotella intermedia,0.00131853014031603,28131
Bacteroides zhangwenhongi,0.0013015268208043343,2650157
Odoribacter splanchnicus,0.0012930251610484866,28118
Sutterella wadsworthensis,0.0012165102232458563,40545
Roseburia hominis,0.0011237648440911533,301301
Prevotella jejuni,0.001120673331452663,1177574
Oscillibacter sp. MM35,0.001095554791264931,2714353
Alistipes finegoldii,0.0010688904947579539,214856
Prevotella ruminicola,0.0010600023959222947,839
Prevotella dentalis,0.0010368160511336191,52227
Prevotella melaninogenica,0.001008992437387208,28132
Roseburia intestinalis,0.0009993314603919264,166486
Pseudomonas aeruginosa,0.0008636913433781731,287
Coprococcus sp. ART55/1,0.0008304575825144045,751585
Bacteroides caccae,0.0007183902493691383,47678
Alistipes onderdonkii,0.0007183902493691383,328813
