Species,RA
Escherichia coli,0.12317092570256916
Streptococcus mutans,0.1193407841692792
Staphylococcus epidermidis,0.0922098356441962
Clostridium clostridioforme,0.0809189969279237
Bacillus subtilis,0.06618158639434467
Cutibacterium acnes,0.0527552111314015
Akkermansia muciniphila,0.02862689356586223
Parabacteroides distasonis,0.023520439427837134
Bifidobacterium longum,0.023424003010408836
Shigella flexneri,0.02308793390137763
Bacteroides uniformis,0.022158431283658995
Clostridium clostridioforme CAG:132,0.021604164942107592
Ruminococcus gnavus,0.0210835101411481
Clostridium clostridioforme CAG:511,0.02035530639187797
Shigella dysenteriae,0.020031968927010365
Anaerostipes sp. CAG:276,0.019330987747806408
Anaerostipes caccae,0.016882623129814065
Collinsella aerofaciens,0.016124696778532913
Megasphaera massiliensis,0.011662139756970969
Flavonifractor plautii,0.011514221200233855
Akkermansia sp. 54_46,0.011309033393204469
Akkermansia muciniphila CAG:154,0.010913843158366283
Akkermansia sp. UNK.MGS-1,0.010519439970621847
Staphylococcus sp. HMSC062B11,0.01007971212965499
Akkermansia sp. Phil8,0.00972739281298224
Megamonas funiformis,0.009600724527776373
Lactobacillus delbrueckii,0.008260753702223232
Staphylococcus sp. DORA_6_22,0.005757342084556266
Pseudomonas putida,0.004619271986993908
Collinsella sp. CAG:166,0.004300703101576668
Clostridium bolteae,0.0035043966302532384
Bacillus sp. BSC154,0.003414117698911338
Bacteroides coprocola,0.0032261060372808467
Bifidobacterium breve,0.002316372190681696
Clostridium bolteae CAG:59,0.0022035466749482538
Bacteroides fragilis,0.00198831244325159
Bacillus amyloliquefaciens,0.0018619682362607966
Blautia producta,0.0016807622171468488
Bacteroides plebeius,0.001362332222393212
Tyzzerella nexilis,0.001357054377176301
Bacteroides stercoris,0.0012738588696781497
Bacteroides coprophilus,0.001245293689863815
Parabacteroides johnsonii,0.0012219600583785238
Prevotella stercorea,0.001167746402685516
Bacillus velezensis,0.0011017733374741269
Bacteroides thetaiotaomicron,0.0010486708070899424
Parabacteroides gordonii,0.0010079758426542857
Pseudomonas entomophila,0.0009675123626579673
Fusicatenibacter saccharivorans,0.0009616789547866445
Eubacterium ramulus,0.0009539936714006161
Bacteroides oleiciplenus,0.0009153820669190032
Megasphaera elsdenii,0.0008797334632609195
Bacteroides fluxus,0.0008482515795109234
Ruminococcus gauvreauii,0.0008082510683932813
Blautia obeum,0.0007859822653289458
Prevotellamassilia timonensis,0.0007385742521524812
Blautia hansenii,0.000714731354900646
Staphylococcus capitis,0.0006893143634613109
Clostridium citroniae,0.0006884810194796934
Emergencia timonensis,0.0006555176353179328
Bacteroides sp. 43_46,0.0006440360071267577
Ruminococcaceae bacterium D16,0.0006374618490495526
Bacteroides salyersiae,0.0006280635808124215
Propionibacterium namnetense,0.0006120448576102176
Clostridioides difficile,0.0006095911225532326
Clostridium innocuum,0.0005916742269484554
Coprococcus comes,0.0005812111302903685
Clostridium scindens,0.0005653312977517675
Staphylococcus haemolyticus,0.0005538496695605925
Dorea formicigenerans,0.0005507940749613282
Clostridiales bacterium 1_7_47FAA,0.0005461180892866965
Ruthenibacterium lactatiformans,0.000534821648646992
Lachnospiraceae bacterium M18-1,0.0005132935957885388
Holdemania filiformis,0.0005094972509833922
Bifidobacterium saguini,0.0004893581047609682
Blautia sp. KLE 1732,0.00048412655643192477
Roseburia intestinalis,0.000465515207509133
Hungatella hathewayi,0.0004631540662278833
Anaerotruncus colihominis,0.0004580614085624427
Propionibacterium humerusii,0.00044741312435288527
Coprobacillus sp. D6,0.0004459316239411207
Ruminococcus faecis,0.00044509827995950317
Bacillus licheniformis,0.0004330147922260488
Blautia schinkii,0.00043134810426281373
Treponema endosymbiont of Eucomonympha sp.,0.0004262091497095056
Roseburia hominis,0.00042357022710105
Pseudomonas cremoricolorata,0.0004148201152940658
Coprococcus sp. HPP0048,0.00041278305222788956
Roseburia inulinivorans,0.0004035236746543613
Ruminococcus lactaris,0.0003969032196892886
Eubacterium contortum,0.0003923661246782598
Clostridium glycyrrhizinilyticum,0.0003886623736488485
Obesumbacterium proteus,0.00038042152760840833
Ruminococcus torques,0.0003792641054117173
Bifidobacterium reuteri,0.00037685666724259994
Clostridium symbiosum,0.0003614398035826754
Solobacterium moorei,0.000344587736398854
Salmonella enterica,0.0003410228760330456
Eubacterium sp. 3_1_31,0.00033690245301282553
Clostridia bacterium UC5.1-1D1,0.0003352820619374581
Lactobacillus fermentum,0.00033500428061025223
Faecalitalea cylindroides,0.0003333838895348848
Ruminococcus sp. Zagget7,0.00033134682646870857
Bacillus glycinifermentans,0.0003276893723271649
Ruminococcus sp. AT10,0.0003222263395587833
Lactonifactor longoviformis,0.0003209763235863569
Pseudomonas koreensis,0.00031546699393010763
Clostridium sp. M62/1,0.0003148651343878283
Akkermansia sp. CAG:344,0.00031347622775179906
Citrobacter freundii,0.00031143916468562283
bacterium LF-3,0.00030352239686025616
Pseudomonas alkylphenolica,0.0002948648788290073
Odoribacter splanchnicus,0.00029454080061393375
Anaerosporobacter mobilis,0.00028643884523709654
Coprococcus eutactus,0.0002858369856948172
Bacteroides cellulosilyticus,0.0002840314070679792
Cronobacter sakazakii,0.00027852207741172987
Eubacterium dolichum,0.00027643871745768603
Eubacterium rectale,0.00027477202949445094
Roseburia faecis,0.00027467943571871567
Alistipes putredinis,0.00027282756020401003
Alistipes shahii,0.00027231829443746596
Klebsiella oxytoca,0.00026949418427753985
Bifidobacterium bifidum,0.000269216402950334
Phascolarctobacterium succinatutens,0.00026403115150915816
Angelakisella massiliensis,0.0002572255089926149
Citrobacter amalonaticus,0.00025680883700180616
Staphylococcus warneri,0.0002567625401139385
Erysipelotrichaceae bacterium I46,0.0002536606486268065
Bifidobacterium adolescentis,0.00025245692954224783
Fournierella massiliensis,0.0002486605847371013
Bacillus pumilus,0.00024143827022974924
Prevotella disiens,0.00024055862936026405
Erysipelotrichaceae bacterium 21_3,0.00023463262771320596
Cutibacterium avidum,0.0002338918775073237
Subdoligranulum variabile,0.0002309751735716623
Bifidobacterium scardovii,0.00022393804661578084
Pseudoflavonifractor capillosus,0.00022296581197056036
Stomatobaculum longum,0.00022157690533453113
Lamprocystis purpurea,0.00022092874890438415
Faecalibacterium prausnitzii,0.00022014170181063424
Clostridium lactatifermentans,0.0002193083578290167
Enterobacter cloacae,0.00021662313833269352
Lactobacillus equicursoris,0.00021648424766909058
Bariatricus massiliensis,0.00021472496593012022
Lachnospiraceae bacterium 28-4,0.000212687902863944
Bacteroides faecichinchillae,0.00020916933938600326
Clostridium aminophilum,0.00020509521325365082
Kluyvera intermedia,0.00020491002570218028
Lachnospiraceae bacterium 2_1_46FAA,0.00020407668172056273
Barnesiella viscericola,0.0002039377910569598
Corynebacterium jeikeium,0.00020375260350548923
Streptococcus intermedius,0.0002020396186543865
Bacteroides neonati,0.00020037293069115144
Clostridium saccharogumia,0.000199909961812475
Bifidobacterium gallinarum,0.0001984284614007105
Bacteroides vulgatus,0.00019421544460475514
Gabonia massiliensis,0.00019315061618379938
Bifidobacterium aesculapii,0.0001927339441929906
Pseudomonas sp. StFLB209,0.00019245616286578477
Clostridia bacterium UC5.1-1E11,0.00019162281888416722
Alistipes finegoldii,0.0001890301931635793
Bacillus sp. 916,0.00018717831764887365
Lelliottia amnigena,0.000181715284880492
Lachnoanaerobaculum sp. OBRC5-5,0.00017875228405696294
Barnesiella intestinihominis,0.00017592817389703683
Oscillibacter sp. KLE 1745,0.00017190034465255205
Porphyromonas somerae,0.00016879845316542007
Prevotella buccalis,0.00016852067183821423
Staphylococcus aureus,0.00016708546831431734
Clostridiales bacterium 59_14,0.00016666879632350857
Kluyvera cryocrescens,0.00016426135815439123
Culturomica massiliensis,0.0001607427946764505
Prevotella sp. 109,0.00015944648181615654
Dorea sp. 5-2,0.00015944648181615654
Staphylococcus lugdunensis,0.0001581501689558626
Bacteroides salanitronis,0.0001571779343106421
Rhodococcus defluvii,0.00015602051211395109
Bacillus gobiensis,0.00015430752726284836
Clostridium sp. KLE 1755,0.00015402974593564252
Lachnospiraceae bacterium 3-1,0.00015365937083270138
Bacteroides barnesiae,0.0001534741832812308
Bacillus sp. GZB,0.00015190008909373102
Dorea longicatena,0.0001513445264393193
Eubacterium sp. 14-2,0.00014805744740071678
Intestinibacter bartlettii,0.00014727040030696687
Mediterranea massiliensis,0.00014569630611946708
Sellimonas intestinalis,0.0001455111185679965
Prevotella corporis,0.0001453722279043936
Clostridiales bacterium VE202-08,0.0001450481496893201
Rikenella microfusus,0.00014449258703490842
Acinetobacter venetianus,0.00014439999325917312
Eubacterium hallii,0.0001443536963713055
Riemerella columbina,0.00014384443060476144
Clostridium asparagiforme,0.0001431499772867468
Bacteroides ovatus,0.00014305738351101153
Lactobacillus acidophilus,0.00014166847687498228
Bifidobacterium angulatum,0.000139770304472409
Blautia hydrogenotrophica,0.00013902955426652673
Eisenbergiella tayi,0.00013814991339704155
Coprobacter secundus,0.0001378721320698357
Bacillus sp. UNC69MF,0.0001369461943124829
Streptomyces albulus,0.00013620544410660062
Clostridium leptum,0.00013407578726468911
Kluyvera ascorbata,0.00013250169307718932
Prevotella sp. S7-1-8,0.00013236280241358639
Megamonas hypermegale,0.00013166834909557177
Holdemanella biformis,0.00012939980159005736
Hymenobacter terrenus,0.0001291220202628515
Erysipelotrichaceae bacterium 5_2_54FAA,0.0001289831295992486
Bittarella massiliensis,0.00012838127005696925
Clostridium methylpentosum,0.00012671458209373416
Lactobacillus ruminis,0.00012643680076652832
Prevotella sp. S7 MS 2,0.00012509419101836672
Leclercia adecarboxylata,0.00012222378397057295
Prevotella bivia,0.00012120525243748484
Klebsiella pneumoniae,0.00012102006488601429
Criibacterium bergeronii,0.00012023301779226438
Staphylococcus hominis,0.00011953856447424977
Pseudomonas fluorescens,0.00011796447028674996
Holdemania sp. Marseille-P2844,0.0001168996418657942
Neglecta timonensis,0.00011569592278123553
Pseudomonas rhizosphaerae,0.00011439960992094158
Eubacterium ventriosum,0.00011402923481800045
Streptococcus macacae,0.00011393664104226517
Massilioclostridium coli,0.00011347367216358876
Alistipes obesi,0.00011291810950917707
Bifidobacterium stellenboschense,0.00011287181262130942
Kosakonia sacchari,0.00011277921884557413
Catonella morbi,0.00011236254685476536
Holdemania massiliensis,0.0001121773593032948
Lachnospiraceae bacterium A4,0.00011166809353675075
Cellulomonas carbonis,0.00011143660909741254
Enterobacter lignolyticus,0.00011055696822792736
Oscillibacter sp. ER4,0.00010912176470403047
Hespellia stercorisuis,0.00010865879582535406
Acetivibrio ethanolgignens,0.00010722359230145719
Staphylococcus cohnii,0.00010574209188969266
Trabulsiella odontotermitis,0.00010495504479594277
Akkermansia sp. KLE1798,0.00010490874790807512
Collinsella sp. MS5,0.00010486245102020748
Acidaminococcus intestini,0.00010361243504778116
Bifidobacterium callitrichos,0.00010342724749631061
Lachnospiraceae bacterium 10-1,0.00010314946616910475
Eubacterium sp. ER2,0.0001028716848418989
