Species,RA
Streptococcus,0.12377713751918257
Escherichia,0.12224055873896338
Staphylococcus,0.1173550721940937
Lachnoclostridium,0.08651637996566708
Bacillus,0.07410040194963914
Akkermansia,0.07028222562608075
Cutibacterium,0.05379846130489301
Clostridium,0.044812681316968625
Shigella,0.04273895010643061
Bacteroides,0.03701406200496673
Anaerostipes,0.036231828173636
Bifidobacterium,0.028562340664582204
Blautia,0.026101483069789374
Parabacteroides,0.025853935610040606
Collinsella,0.02050236396390515
Megasphaera,0.012671999750345182
Flavonifractor,0.011501204736949102
Megamonas,0.010162628054583655
Lactobacillus,0.009765368410791939
Pseudomonas,0.007732259913264679
Prevotella,0.0028032362223316056
Ruminococcus,0.00249179542258248
Eubacterium,0.0019024073844738916
Tyzzerella,0.0015931187814405676
Roseburia,0.0015764392568931049
Coprococcus,0.0013202381728495542
Fusicatenibacter,0.0009730171027002268
Dorea,0.0009430208609737417
Alistipes,0.0009110517722577718
Erysipelatoclostridium,0.0008254571153730784
Prevotellamassilia,0.000724214194867244
Holdemania,0.0007120184134777015
Emergencia,0.0006475870242983906
Clostridioides,0.000616559521645584
Citrobacter,0.0005498414234557338
Ruthenibacterium,0.0005301577909924648
Anaerotruncus,0.0005090393607186615
Klebsiella,0.0005062594399607511
Kluyvera,0.0004939739837080502
Corynebacterium,0.0004839303990343093
Treponema,0.0004711965684658164
Propionibacterium,0.000471106893602658
Coprobacillus,0.0004512887488446515
Hungatella,0.0004433076860235538
Obesumbacterium,0.0003981115549917199
Barnesiella,0.0003756928392021197
Odoribacter,0.00035255672450725233
Solobacterium,0.000342199277812457
Faecalitalea,0.00034107834202297703
Enterobacter,0.0003409438297282394
Salmonella,0.0003340837026966218
Ruminiclostridium,0.0003130549472859768
Lactonifactor,0.0003098266522122744
Oscillibacter,0.00030780896779121036
Anaerosporobacter,0.00027848528753841335
Phascolarctobacterium,0.0002693384514962565
Cronobacter,0.00026853137772783086
Angelakisella,0.0002563355963382884
Fournierella,0.00024360176576979548
Subdoligranulum,0.0002328856196223666
Pseudoflavonifractor,0.0002306885854749858
Faecalibacterium,0.0002192550404222897
Lamprocystis,0.00021683381911701287
Butyricicoccus,0.0002084043819801232
Stomatobaculum,0.0002071040964643264
Bariatricus,0.00019939205823270393
Acinetobacter,0.0001962982754537391
Gabonia,0.0001942805910326751
Intestinimonas,0.00018854139979053745
Porphyromonas,0.00017513500774835655
Streptomyces,0.00017343118534834693
Lachnoanaerobaculum,0.00017244476185360454
Lelliottia,0.0001685887427377933
Culturomica,0.00016199764029565085
Intestinibacter,0.00014939832202189555
Sellimonas,0.0001434797810534411
Enterococcus,0.0001421794955376443
Rikenella,0.0001420898206744859
Riemerella,0.0001402963234113179
Mediterranea,0.00013720254063235305
Eisenbergiella,0.00013554355566392266
Coprobacter,0.00013383973326391304
Bittarella,0.00013321200922180424
Holdemanella,0.00012621736989544896
Rhodococcus,0.00012411001061122655
Hymenobacter,0.00012289939995858816
Achromatium,0.00011971594231646492
Actinomyces,0.0001177879327585593
Veillonella,0.0001163979723796041
Acetivibrio,0.00011491833713749049
Pantoea,0.00011442512539011928
Hespellia,0.00011281097785326807
Leclercia,0.00011272130299010967
Oribacterium,0.00011115199288483765
Butyrivibrio,0.00011101748059010006
Neglecta,0.00011012073195851605
Kosakonia,0.00010931365819009044
Criibacterium,0.00010904463360061525
Massilioclostridium,0.000105188614484804
Trabulsiella,0.00010500926475848721
Catonella,0.0001044712155795368
Cellulomonas,0.0001037986541058488
Alloprevotella,0.000103395117221636
Acidaminococcus,0.00010294674290584399
Johnsonella,9.523470467422154e-05
Catabacter,9.15131978531479e-05
Pluralibacter,8.514628256890145e-05
Raoultella,8.447372109521345e-05
Fibrobacter,8.196282492677823e-05
Eggerthella,8.034867738992703e-05
Myroides,7.994514050571422e-05
Senegalimassilia,7.626847111621979e-05
Selenomonas,7.622363368464059e-05
Helicobacter,7.519237275831898e-05
Yokenella,7.514753532673978e-05
Actinobaculum,6.954285637933974e-05
Gordonibacter,6.326561595825169e-05
Paraprevotella,6.322077852667249e-05
Mobiluncus,6.304142880035569e-05
Cyclobacterium,6.075471978981647e-05
Traorella,5.5015528547678824e-05
Faecalicoccus,5.443264193714922e-05
Methyloglobulus,5.21010954950308e-05
Luteimonas,4.9052150147645176e-05
Raphidiopsis,4.7707027200269166e-05
Merdibacter,4.658609141078916e-05
Pseudoramibacter,4.5689342779205156e-05
Shimwellia,4.5644505347625954e-05
Shewanella,4.519613103183395e-05
Gemmata,4.385100808445794e-05
Allobaculum,4.349230863182434e-05
Gabonibacter,4.290942202129473e-05
Acidipropionibacterium,4.277490972655713e-05
Phocea,4.116076218970592e-05
Franconibacter,4.116076218970592e-05
Capnocytophaga,3.9681126947592305e-05
Haemophilus,3.7125393347577886e-05
Robinsoniella,3.595962012651868e-05
Rappaport,3.5421570947568275e-05
Enorma,3.533189608440987e-05
Leuconostoc,3.533189608440987e-05
Novosphingobium,3.519738378967227e-05
Pedobacter,3.492835920019707e-05
Oxalobacter,3.394193570545466e-05
Atlantibacter,3.232778816860345e-05
Pseudobutyrivibrio,3.2148438442286645e-05
Pediococcus,2.950302997911383e-05
Tannerella,2.9413355115955428e-05
Gardnerella,2.6409247200149003e-05
Microcystis,2.6229897473832202e-05
Methanosarcina,2.6185060042253004e-05
Cedecea,2.56918482948818e-05
Erwinia,2.4526075073822588e-05
Arthrospira,2.448123764224339e-05
Acetitomaculum,2.430188791592659e-05
Marinomonas,2.4167375621188986e-05
Drancourtella,2.353965157908018e-05
Sphingobium,2.2463553221179372e-05
Siccibacter,2.2329040926441773e-05
Aquabacterium,2.228420349486257e-05
Devosia,2.219452863170417e-05
Streptobacillus,2.2149691200124972e-05
Oceanospirillum,2.1432292294857766e-05
Rhodobacter,2.1297780000120163e-05
Serratia,2.0042331915902554e-05
Anaeroglobus,1.9145583284318547e-05
Pyramidobacter,1.8876558694843346e-05
Weissella,1.8697208968526545e-05
Exiguobacterium,1.842818437905134e-05
Alloscardovia,1.824883465273454e-05
Turicibacter,1.802464749483854e-05
Carnobacterium,1.7755622905363336e-05
Sanguibacteroides,1.7710785473784137e-05
Lysinibacillus,1.7531435747467337e-05
Virgibacillus,1.7396923452729734e-05
Xanthomonas,1.699338656851693e-05
Tumebacillus,1.6948549136937732e-05
Candidatus Stoquefichus,1.6948549136937732e-05
Crocosphaera,1.6948549136937732e-05
Mangrovibacter,1.6186312800091324e-05
Sporomusa,1.5827613347457722e-05
Coriobacterium,1.551375132640332e-05
Butyricimonas,1.537923903166572e-05
Mycobacterium,1.4930864715873715e-05
Enterorhabdus,1.4930864715873715e-05
Urmitella,1.4751514989556914e-05
Marvinbryantia,1.4527327831660912e-05
Morganella,1.4527327831660912e-05
Lachnobacterium,1.3854766357972907e-05
Chlamydia,1.3496066905339304e-05
Jeotgalicoccus,1.3227042315864102e-05
Xenorhabdus,1.30028551579681e-05
Enhygromyxa,1.2823505431651299e-05
Varibaculum,1.2823505431651299e-05
Lactococcus,1.2823505431651299e-05
Fermentimonas,1.2464805979017696e-05
Empedobacter,1.2285456252700895e-05
Filifactor,1.2150943957963294e-05
Chryseobacterium,1.2016431663225692e-05
Campylobacter,1.1881919368488091e-05
Azotobacter,1.1837081936908891e-05
Mucilaginibacter,1.170256964217129e-05
Libanicoccus,1.170256964217129e-05
Yersinia,1.161289477901289e-05
Olsenella,1.1343870189537687e-05
Dickeya,1.1299032757958487e-05
Oceanobacillus,1.0716146147428883e-05
Rhodopseudomonas,1.035744669479528e-05
Macrococcus,1.026777183163688e-05
Negativicoccus,1.026777183163688e-05
Caballeronia,9.774560084265675e-06
Sphaerospermopsis,9.684885221107275e-06
Falsirhodobacter,9.640047789528075e-06
Thermosinus,9.191673473736071e-06
Pontibacillus,9.14683604215687e-06
Sphingomonas,8.698461726364867e-06
Comamonas,8.563949431627267e-06
Peptoniphilus,8.519112000048066e-06
Pelosinus,8.429437136889664e-06
Sodalis,8.384599705310464e-06
Dialister,8.294924842152064e-06
Salinicoccus,8.250087410572863e-06
Candidatus Endoriftia,8.160412547414463e-06
Rubripirellula,8.070737684256063e-06
Cloacibacillus,7.93622538951846e-06
Oblitimonas,7.75687566320166e-06
Buttiauxella,7.66720080004326e-06
Nissabacter,7.398176210568057e-06
Leucobacter,7.398176210568057e-06
Providencia,7.353338778988857e-06
Proteiniphilum,6.994639326355254e-06
Moellerella,6.904964463196853e-06
Phaeodactylibacter,6.860127031617653e-06
Anaerocolumna,6.860127031617653e-06
Actinotignum,6.45659014740485e-06
Carboxydothermus,6.4117527158256495e-06
Actinopolyspora,6.322077852667249e-06
Actinophytocola,6.322077852667249e-06
Piscirickettsia,6.277240421088048e-06
Slackia,6.232402989508848e-06
Lysobacter,6.232402989508848e-06
Sharpea,6.142728126350447e-06
Desulfotalea,6.097890694771247e-06
Cloacibacterium,6.008215831612846e-06
Sphingobacterium,5.918540968454446e-06
Centipeda,5.828866105296045e-06
Planococcus,5.559841515820843e-06
Murdochiella,5.425329221083242e-06
Scardovia,5.425329221083242e-06
Neomicrococcus,5.425329221083242e-06
Domibacillus,5.3804917895040415e-06
Cellulosilyticum,5.335654357924841e-06
Facklamia,5.335654357924841e-06
Atopobium,5.290816926345641e-06
Nitrolancea,4.976954905291238e-06
Pseudopropionibacterium,4.976954905291238e-06
Succinispira,4.887280042132838e-06
Candidatus Endobugula,4.887280042132838e-06
Sagittula,4.8424426105536375e-06
Elizabethkingia,4.752767747395237e-06
Sporobacter,4.752767747395237e-06
Jeotgalibacillus,4.707930315816036e-06
Paludibacter,4.707930315816036e-06
Pectobacterium,4.663092884236836e-06
Macellibacteroides,4.573418021078435e-06
Propionimicrobium,4.528580589499235e-06
Anaerobium,4.438905726340834e-06
Neisseria,4.438905726340834e-06
Candidatus Magnetomorum,4.394068294761634e-06
Beduini,4.349230863182434e-06
Edwardsiella,4.304393431603233e-06
Dysgonomonas,4.214718568444832e-06
