Species,RA
Streptococcus,0.12573768453380557
Escherichia,0.1213084571802065
Staphylococcus,0.11712676178735179
Lachnoclostridium,0.08666313511824447
Bacillus,0.07405509123089717
Akkermansia,0.0695608260680045
Cutibacterium,0.0533295706626322
Clostridium,0.044823901002007525
Shigella,0.04252834830312334
Bacteroides,0.03727923777721384
Anaerostipes,0.0363169370566208
Bifidobacterium,0.028365683518716513
Blautia,0.026306661360099143
Parabacteroides,0.026010039027308023
Collinsella,0.02020068809724886
Megasphaera,0.012702341777154673
Flavonifractor,0.011419289557849214
Megamonas,0.010332506377819288
Lactobacillus,0.0098156245131987
Pseudomonas,0.007757018374683421
Prevotella,0.002860785344258946
Ruminococcus,0.002489880311016628
Eubacterium,0.001945587344113801
Tyzzerella,0.0015877176074036786
Roseburia,0.0015680259892380222
Coprococcus,0.0013018655728111448
Fusicatenibacter,0.0009835177457996993
Dorea,0.0009394658394338059
Alistipes,0.0009123783083420813
Erysipelatoclostridium,0.0008423020333675857
Prevotellamassilia,0.0007602073998882292
Holdemania,0.0007203156945432492
Emergencia,0.0006701621600133497
Clostridioides,0.000621302910245512
Citrobacter,0.0005380526653714574
Ruthenibacterium,0.0005295011410506911
Klebsiella,0.0005171592113553149
Anaerotruncus,0.0005080067691093056
Treponema,0.0004882227020320733
Kluyvera,0.00048276821624909807
Coprobacillus,0.00046187476223295555
Propionibacterium,0.00045831547913728523
Hungatella,0.00045119691294594465
Corynebacterium,0.00044370855110830067
Barnesiella,0.0003872222661354552
Obesumbacterium,0.0003838941053187246
Odoribacter,0.0003579159611659102
Solobacterium,0.0003531086177639659
Enterobacter,0.00034441842007583586
Faecalitalea,0.0003357282223877058
Salmonella,0.0003311057768089132
Lactonifactor,0.00031284711677268245
Oscillibacter,0.0003065143663297366
Ruminiclostridium,0.00030466538809821955
Anaerosporobacter,0.00028566713676938203
Cronobacter,0.00027235449350245937
Phascolarctobacterium,0.0002718460244887922
Angelakisella,0.0002490573677853447
Fournierella,0.00023699278482469606
Subdoligranulum,0.0002256677931566542
Pseudoflavonifractor,0.0002252517730545629
Lamprocystis,0.00022104534757786163
Bariatricus,0.0002075940309435752
Stomatobaculum,0.00020606862390257363
Faecalibacterium,0.00020495923696366343
Gabonia,0.00020093770931011386
Butyricicoccus,0.0002002905669290829
Acinetobacter,0.00019608414145238164
Intestinimonas,0.00019086077794834601
Porphyromonas,0.00017791793032772676
Lelliottia,0.00017287946464684283
Culturomica,0.00017163140434056884
Lachnoanaerobaculum,0.000170290895122719
Enterococcus,0.00015207845954227618
Intestinibacter,0.00015184733726333657
Riemerella,0.00015022948131075917
Sellimonas,0.00014754846287505947
Mediterranea,0.0001474560139634836
Rikenella,0.0001437118330446616
Streptomyces,0.00014158550807841702
Coprobacter,0.00013858091845220184
Bittarella,0.00013081520987983029
Holdemanella,0.00012952092511776835
Veillonella,0.0001288737827367374
Eisenbergiella,0.00012882755828094947
Achromatium,0.0001244362349810965
Hymenobacter,0.00012429756161373273
Pantoea,0.00012189388991276058
Criibacterium,0.00011949021821178844
Leclercia,0.00011787236225921103
Oribacterium,0.00011690164868766459
Acidaminococcus,0.00011611583293926985
Catonella,0.00011001420477526363
Cellulomonas,0.00010876614446898964
Neglecta,0.00010802655317638282
Actinomyces,0.00010788787980901903
Hespellia,0.00010788787980901903
Kosakonia,0.00010761053307429148
Acetivibrio,0.000107286961883776
Alloprevotella,0.0001046059434480763
Butyrivibrio,0.00010437482116913668
Trabulsiella,0.00010391257661125742
Massilioclostridium,0.00010303431195128681
Catabacter,9.81807440935546e-05
Rhodococcus,9.619309249467379e-05
Raoultella,8.805758827599882e-05
Johnsonella,8.630105895605765e-05
Pluralibacter,8.394361171087342e-05
Fibrobacter,8.015320633626351e-05
Senegalimassilia,7.788820800265514e-05
Eggerthella,7.714861671004832e-05
Yokenella,7.64090254174415e-05
Selenomonas,7.474494500907617e-05
Helicobacter,7.280351786598328e-05
Myroides,6.767260327352351e-05
Paraprevotella,6.744148099458388e-05
Cyclobacterium,6.452934027994455e-05
Gordonibacter,6.355862670839811e-05
Actinobaculum,6.120117946321389e-05
Traorella,5.875128330645381e-05
Mobiluncus,5.7595671911755665e-05
Faecalicoccus,5.486842902026804e-05
Raphidiopsis,5.472975565290426e-05
Methyloglobulus,5.3111899700326854e-05
Merdibacter,5.098557473408226e-05
Shewanella,4.8350780754170486e-05
Allobaculum,4.6039557964774194e-05
Shimwellia,4.5438640039531155e-05
Pseudoramibacter,4.423680418904508e-05
Acidipropionibacterium,4.3959457454317526e-05
Gabonibacter,4.0816194460738565e-05
Phocea,4.0677521093374787e-05
Franconibacter,4.0446398814435156e-05
Luteimonas,3.919833850816116e-05
Enorma,3.896721622922153e-05
Haemophilus,3.628619779352183e-05
Pedobacter,3.540793313355124e-05
Capnocytophaga,3.4622117385156494e-05
Rappaport,3.457589292936857e-05
Novosphingobium,3.406742391570138e-05
Oxalobacter,3.379007718097383e-05
Robinsoniella,3.35589549020342e-05
Leuconostoc,3.295803697679116e-05
Atlantibacter,3.21259967726085e-05
Pediococcus,3.189487449366887e-05
Acetitomaculum,2.8428040309574424e-05
Gemmata,2.750355119381591e-05
Pseudobutyrivibrio,2.690263326857287e-05
Gardnerella,2.6717735445421168e-05
Microcystis,2.6625286533845316e-05
Marinomonas,2.579324632966265e-05
Aquabacterium,2.477630830232828e-05
Oceanospirillum,2.431406374444902e-05
Methanosarcina,2.4267839288661095e-05
Drancourtella,2.422161483287317e-05
Serratia,2.3944268098145612e-05
Erwinia,2.3898043642357686e-05
Siccibacter,2.375937027499391e-05
Cedecea,2.2927330070811245e-05
Tannerella,2.2788656703447467e-05
Streptobacillus,2.2557534424507836e-05
Sphingobium,2.237263660135613e-05
Virgibacillus,2.1078351839294208e-05
Sanguibacteroides,1.959916925408058e-05
Crocosphaera,1.9552944798292653e-05
Weissella,1.9506720342504727e-05
