Genus,RA,TAX_ID
Bifidobacterium,0.19539082756321843,1678
Prevotella,0.11121484787455514,838
Bacteroides,0.10342893527158628,816
Roseburia,0.08237608308167049,841
unclassified,0.06558420043073766,12908
Alistipes,0.05707922738677168,239759
Akkermansia,0.052041812291791834,239934
Parabacteroides,0.05075788271879697,375288
Collinsella,0.04820698960680717,102106
Faecalibacterium,0.0363751768958545,216851
Anaerobutyricum,0.02896002203588416,2569097
Anaerostipes,0.026656134418893376,207244
Lactobacillus,0.02117011742491532,1578
Escherichia,0.011129219302955483,561
Blautia,0.010271436583958914,572511
Clostridium,0.008618745271965525,1485
Eggerthella,0.0028333276779886666,84111
Limosilactobacillus,0.002131233270991475,2742598
Mediterraneibacter,0.0016042882149935828,2316020
Coprococcus,0.0010863251769956546,33042
Dorea,0.0009535909109961856,189330
Lachnoclostridium,0.0008458066949966167,1506553
Faecalicatena,0.0007265454559970938,2005359
Enterococcus,0.0007140704309971437,1350
Eubacterium,0.00045658591499817366,1730
Citrobacter,0.00037674575499849303,544
Wansuia,0.0003502987019985988,2944198
Enterocloster,0.0003493006999986028,2719313
Shigella,0.0003348296709986607,620
Clostridioides,0.0003248496509987006,1870884
Paenibacillus,0.0002849295709988603,44249
Simiaoa,0.0002639715289989441,2944193
Enterobacter,0.00025249450599899,547
Novisyntrophococcus,0.00024401148899902395,2888809
Lactiplantibacillus,0.00023552847199905788,2767842
Massilistercora,0.00022005944099911975,2717089
Lacrimispora,0.0002120754249991517,2719231
Flavonifractor,0.0002100794209991597,946234
Klebsiella,0.00019161638399923354,570
Sellimonas,0.00019061838199923754,1769710
Salmonella,0.00016866233799932534,590
Butyrivibrio,0.00016666633399933334,830
Anaerocolumna,0.00015968031999936128,1843210
Gordonibacter,0.00014321328699942715,644652
Bacillus,0.00013473026999946108,1386
Streptococcus,0.00012025924099951897,1301
Erysipelatoclostridium,0.00010329320699958683,1505663
Hungatella,0.00010329320699958683,1649459
Pseudomonas,8.832317699964671e-05,286
Berryella,8.832317699964671e-05,2815775
Qiania,8.63271729996547e-05,2944195
Ligilactobacillus,7.984015999968064e-05,2767887
Homo,7.784415599968863e-05,9605
Lacticaseibacillus,6.786413599972854e-05,2759736
Kosakonia,6.487012999974051e-05,1330547
Streptomyces,6.28741259997485e-05,1883
Pusillibacter,5.788411599976846e-05,2892397
Lachnospira,5.339310699978643e-05,28050
Vibrio,5.339310699978643e-05,662
Leclercia,5.139710299979441e-05,83654
Ruminococcus,4.99000999998004e-05,1263
Cutibacterium,4.94010989998024e-05,1912216
Wujia,4.8403096999806384e-05,2944152
Pseudobutyrivibrio,4.740509499981038e-05,46205
Faecalitalea,4.041908099983832e-05,1573534
Treponema,3.942107899984231e-05,157
Cronobacter,3.7924075999848306e-05,413496
Phocaeicola,3.74250749998503e-05,909656
Aminipila,3.493006999986028e-05,2060094
Brevibacillus,3.493006999986028e-05,55080
Cedecea,3.293406599986826e-05,158483
Emergencia,3.1936063999872256e-05,1926556
Raoultella,3.1936063999872256e-05,160674
Parolsenella,3.1936063999872256e-05,2082587
Christensenella,3.093806199987625e-05,990721
Herbinix,3.0439060999878245e-05,1663717
Flintibacter,2.994005999988024e-05,1918454
Lachnoanaerobaculum,2.8443056999886228e-05,1164882
Lelliottia,2.6946053999892217e-05,1330545
Dysosmobacter,2.6946053999892217e-05,2591381
Rhizobium,2.6447052999894213e-05,379
Pluralibacter,2.5449050999898203e-05,1330546
Kluyvera,2.49500499999002e-05,579
Burkholderia,2.4451048999902196e-05,32008
Latilactobacillus,2.345304699990619e-05,2767885
Aeromonas,2.2954045999908185e-05,642
Pediococcus,2.245504499991018e-05,1253
Chryseobacterium,2.245504499991018e-05,59732
Virgibacillus,2.1956043999912174e-05,84406
Weissella,2.145704299991417e-05,46255
Corynebacterium,2.0958041999916167e-05,1716
Flavobacterium,2.0958041999916167e-05,237
Acinetobacter,2.0958041999916167e-05,469
Erwinia,2.0459040999918164e-05,551
Pantoea,1.996003999992016e-05,53335
Staphylococcus,1.9461038999922157e-05,1279
Lactococcus,1.8962037999924153e-05,1357
Metabacillus,1.8962037999924153e-05,2675233
Mageeibacillus,1.8962037999924153e-05,1637257
Mesorhizobium,1.846303699992615e-05,68287
Selenomonas,1.846303699992615e-05,970
Serratia,1.7964035999928142e-05,613
Microbacterium,1.7964035999928142e-05,33882
Intestinimonas,1.7964035999928142e-05,1392389
Liquorilactobacillus,1.6966033999932135e-05,2767888
Amedibacterium,1.6966033999932135e-05,2749267
Vescimonas,1.646703299993413e-05,2892396
Olsenella,1.646703299993413e-05,133925
Caldicellulosiruptor,1.646703299993413e-05,44000
Synechococcus,1.646703299993413e-05,1129
Bradyrhizobium,1.5968031999936128e-05,374
Acutalibacter,1.5469030999938125e-05,1918385
Adlercreutzia,1.5469030999938125e-05,447020
Caproicibacterium,1.497002999994012e-05,2834348
Fusobacterium,1.4471028999942116e-05,848
Leuconostoc,1.3972027999944112e-05,1243
Paraburkholderia,1.3972027999944112e-05,1822464
Buttiauxella,1.3972027999944112e-05,82976
Mycolicibacterium,1.3972027999944112e-05,1866885
Thermophilibacter,1.3473026999946108e-05,2847307
Sphingomonas,1.3473026999946108e-05,13687
Candidatus Formimonas,1.2974025999948103e-05,2840454
Halomonas,1.2974025999948103e-05,2745
Yersinia,1.2974025999948103e-05,629
Lysinibacillus,1.2974025999948103e-05,400634
Vallitalea,1.2974025999948103e-05,1348611
Jeotgalibaca,1.24750249999501e-05,1470540
Allobaculum,1.24750249999501e-05,174708
Desulforamulus,1.24750249999501e-05,2916693
Mycobacterium,1.24750249999501e-05,1763
Planococcus,1.24750249999501e-05,1372
