genus,SRR539860,tax_id
PREVOTELLA,0.6354392810464706,838
PHOCAEICOLA,0.15041064630418327,909656
BACTEROIDES,0.040443636007275935,816
DIALISTER,0.0241777823999584,39948
PARABACTEROIDES,0.023263790625884368,375288
UNCLASSIFIED,0.01932282609456515,12908
OSCILLIBACTER,0.016984847136375773,459786
LACHNOSPIRA,0.0036379672582946753,28050
ACINETOBACTER,0.0032699705702648675,469
PARAPREVOTELLA,0.002488977599201607,577309
HALLELLA,0.0016569850871342158,52228
BARNESIELLA,0.001577985798127817,397864
MURIBACULUM,0.0015399861401247388,1918540
DUODENIBACILLUS,0.0014679867881189068,1980697
PREVOTELLAMASSILIA,0.001237988858100277,1926672
FAECALIBACTERIUM,0.0008649922150700644,216851
ALISTIPES,0.0008609922510697403,239759
CYCLOSPORA,0.0007069936370572665,44417
SUTTERELLA,0.0006659940060539455,40544
DYSOSMOBACTER,0.0006479941680524876,2591381
EUBACTERIUM,0.0006269943570507866,1730
FLAVONIFRACTOR,0.0006169944470499765,946234
DUNCANIELLA,0.0005569949870451165,2518495
COPROBACTER,0.0004929955630399326,1348911
SPHINGOBACTERIUM,0.00047599571603855565,28453
STREPTOCOCCUS,0.0004249961750344247,1301
PLEOMORPHOMONAS,0.0004149962650336147,261933
PAENIBACILLUS,0.0004149962650336147,44249
PARAMURIBACULUM,0.00040299637303264273,2518497
BREVUNDIMONAS,0.0003999964000323997,41275
LACHNOCLOSTRIDIUM,0.0003909964810316707,1506553
PSEUDOMONAS,0.00038799650803142773,286
INTESTINIMONAS,0.00034199692202770176,1392389
LYSINIBACILLUS,0.00032899703902664876,400634
THERMOACTINOMYCES,0.00032699705702648676,2023
THIOMICRORHABDUS,0.0003079972280249478,2039723
ARENIMONAS,0.0002879974080233278,490567
FUSARIUM,0.00028599742602316577,5506
SODALIPHILUS,0.0002739975340221938,2815786
STREPTOMYCES,0.0002599976600210598,1883
MEDITERRANEA,0.0002589976690209788,1926659
PEDOBACTER,0.00023699786701919683,84567
MARSEILLA,0.00022699795701838684,1926655
MEDITERRANEIBACTER,0.00022299799301806283,2316020
BUTYRICICOCCUS,0.00021499806501741484,580596
VESCIMONAS,0.00021199809201717185,2892396
BRADYRHIZOBIUM,0.00019099828101547088,374
PAENISPOROSARCINA,0.00018699831701514687,651660
PANTOEA,0.00018599832601506587,53335
SEDIMINIBACTERIUM,0.00018199836201474186,504481
TANNERELLA,0.00017699840701433688,195950
DOREA,0.00016999847001376988,189330
CLOSTRIDIUM,0.0001689984790136889,1485
MYCOBACTERIUM,0.00015799857801279788,1763
ROSEBURIA,0.0001549986050125549,841
MURIMONAS,0.0001539986140124739,1774128
RUTHENIBACTERIUM,0.0001539986140124739,1905344
SALMONELLA,0.0001529986230123929,590
ACETOBACTEROIDES,0.00014899865901206889,1647173
SUBDOLIGRANULUM,0.0001389987490112589,292632
LUTEIMONAS,0.0001379987580111779,83614
MICROBOTRYUM,0.0001369987670110969,34416
CHITINOPHAGA,0.0001319988120106919,79328
FLAVOBACTERIUM,0.00012799884801036792,237
RUMINOCOCCUS,0.00012799884801036792,1263
MARIBELLUS,0.00012699885701028692,2678352
AGATHOBACULUM,0.00012099891100980092,2048137
SCHEFFERSOMYCES,0.00011399897400923392,766733
ALLOPREVOTELLA,0.00011299898300915292,1283313
MICROVIRGA,0.00011299898300915292,186650
GYNURINCOLA,0.00011099900100899092,2590666
COPROCOCCUS,0.00010899901900882893,33042
ENTOMOPHTHORA,0.00010799902800874792,34484
ANAEROTRUNCUS,0.00010699903700866692,244127
SPIROSOMA,0.00010699903700866692,107
THERMOTOGA,9.599913600777592e-05,2335
SINORHIZOBIUM,9.499914500769493e-05,28105
DIVERSISPORA,8.699921700704693e-05,308926
MYCOLICIBACTERIUM,8.399924400680395e-05,1866885
PSEUDOFLAVONIFRACTOR,8.199926200664194e-05,1017280
PORPHYROMONAS,8.199926200664194e-05,836
CAPNOCYTOPHAGA,8.099927100656094e-05,1016
NIABELLA,7.399933400599395e-05,379899
SISTOTREMASTRUM,7.199935200583195e-05,139133
PONTIBACTER,6.699939700542695e-05,323449
CUPRIAVIDUS,6.499941500526495e-05,106589
CATENIBACTERIUM,6.499941500526495e-05,135858
PSEUDOMARIMONAS,6.399942400518396e-05,2905128
SYMBIODINIUM,6.299943300510296e-05,2949
CORYNEBACTERIUM,6.199944200502195e-05,1716
ALKALICELLA,5.9999460004859954e-05,2838170
POLARIBACTER,5.899946900477896e-05,52959
LACRIMISPORA,5.799947800469796e-05,2719231
