species,SRR540397,tax_id
PREVOTELLA_COPRI,0.13340953363813454,165179
BACTEROIDES_UNIFORMIS,0.11125344501378005,820
ALISTIPES_SP._CHKCI003,0.06947227788911156,1780376
PARABACTEROIDES_MERDAE,0.05639422557690231,46503
CYCLOSPORA_CAYETANENSIS,0.03725814903259613,88456
ALISTIPES_FINEGOLDII,0.03689614758459034,214856
UNCLASSIFIED,0.03271413085652343,12908
DIALISTER_INVISUS,0.02464309857239429,218538
ALISTIPES_TIMONENSIS,0.01849107396429586,1465754
ALISTIPES_SP._CU970,0.017512070048280193,2780100
ALISTIPES_SP._AN66,0.017232068928275713,1965650
ALISTIPES_COMMUNIS,0.016539066156264624,2585118
ALISTIPES_SHAHII,0.016039064156256624,328814
VESCIMONAS_COPROCOLA,0.011822047288189154,2714355
OSCILLIBACTER_SP._ER4,0.011641046564186257,1519439
VESCIMONAS_FASTIDIOSA,0.009989039956159825,2714353
ALISTIPES_INDISTINCTUS,0.009844039376157505,626932
PHOCAEICOLA_VULGATUS,0.009287037148148592,821
ALISTIPES_PUTREDINIS,0.007971031884127537,28117
BACTEROIDES_CACCAE,0.007494029976119905,47678
ANAEROTRUNCUS_COLIHOMINIS,0.007417029668118673,169435
PHOCAEICOLA_DOREI,0.00678502714010856,357276
BUTYRICIMONAS_VIROSA,0.0058320233280933125,544645
FLAVONIFRACTOR_PLAUTII,0.005523022092088368,292800
AKKERMANSIA_MUCINIPHILA,0.005514022056088225,239935
ALISTIPES_SP._KH20,0.005013020052080208,2834113
ALISTIPES_ONDERDONKII,0.005001020004080016,328813
PHASCOLARCTOBACTERIUM_FAECIUM,0.004742018968075873,33025
ODORIBACTER_SPLANCHNICUS,0.004287017148068592,28118
BACTEROIDES_FRAGILIS,0.0039450157800631205,817
BLAUTIA_WEXLERAE,0.003939015756063024,418240
PARABACTEROIDES_DISTASONIS,0.003923015692062768,823
BACTEROIDES_FINEGOLDII,0.0035520142080568322,338188
FAECALIBACTERIUM_PRAUSNITZII,0.003418013672054688,853
BACTEROIDES_NORDII,0.003357013428053712,291645
ALISTIPES_IHUMII,0.003011012044048176,1470347
INTESTINIMONAS_BUTYRICIPRODUCENS,0.002987011948047792,1297617
COLIDEXTRIBACTER_SP._210702-DFI-3-9,0.00254501018004072,2883268
RUTHENIBACTERIUM_LACTATIFORMANS,0.0025170100680402723,1550024
OSCILLIBACTER_SP._MCC667,0.0024430097720390884,2592648
BACTEROIDES_RODENTIUM,0.002263009052036208,691816
OSCILLIBACTER_SP._MSJ-31,0.0021710086840347363,2841526
PSEUDOFLAVONIFRACTOR_GALLINARUM,0.001964007856031424,2779352
BACTEROIDES_SALYERSIAE,0.001829007316029264,291644
BACTEROIDES_SP._AM32-11AC,0.00158000632002528,2292950
PSEUDOFLAVONIFRACTOR_SP._MSJ-30,0.001577006308025232,2841525
PHOCAEICOLA_COPROCOLA,0.001516006064024256,310298
BACTEROIDES_THETAIOTAOMICRON,0.001424005696022784,818
BACTEROIDES_GALLINARUM,0.001338005352021408,376806
DYSOSMOBACTER_SP._BX15,0.0011360045440181761,2763042
PARABACTEROIDES_MASSILIENSIS,0.001127004508018032,1750560
BACTEROIDES_OVATUS,0.0010720042880171521,28116
BACTEROIDES_EGGERTHII,0.001052004208016832,28111
BACTEROIDES_FAECALIS,0.001029004116016464,2447885
PSEUDOFLAVONIFRACTOR_PHOCAEENSIS,0.0010190040760163041,1870988
BACTEROIDES_SP._L10-4,0.0009240036960147841,2746063
INTESTINIBACILLUS_MASSILIENSIS,0.0008000032000128,1871029
OSCILLIBACTER_SP._MSJ-2,0.0007570030280121121,2841504
NOVISYNTROPHOCOCCUS_FERMENTICELLAE,0.000707002828011312,2068655
PHOCAEICOLA_PLEBEIUS,0.000706002824011296,310297
PARABACTEROIDES_ACIDIFACIENS,0.000683002732010928,2290935
BACTEROIDES_SP._NM69-E16B,0.000676002704010816,2516960
ALISTIPES_SENEGALENSIS,0.000671002684010736,1288121
RUMINOCOCCUS_BROMII,0.0006400025600102401,40518
FAECALIBACTERIUM_SP._CLA-AA-H233,0.00058500234000936,2881266
PHOCAEICOLA_MASSILIENSIS,0.000500002000008,204516
OSCILLIBACTER_SP._1-3,0.00046400185600742403,1235797
BACTEROIDES_XYLANISOLVENS,0.00045900183600734403,371601
ANAEROMASSILIBACILLUS_SP._D41T1-190614-C2,0.00045100180400721603,2787078
PHOLIOTA_CONISSANS,0.00043500174000696,109636
BUTYRICICOCCUS_SP._AM29-23AC,0.000424001696006784,2292295
BACTEROIDES_HEPARINOLYTICUS,0.000413001652006608,28113
PHOCEA_MASSILIENSIS,0.0004000016000064,1841867
PARABACTEROIDES_JOHNSONII,0.000397001588006352,387661
OSCILLIBACTER_VALERICIGENES,0.000382001528006112,351091
BACTEROIDES_CELLULOSILYTICUS,0.000376001504006016,246787
PREVOTELLA_SP._PCHR,0.000373001492005968,2736294
ANAEROTIGNUM_LACTATIFERMENTANS,0.000363001452005808,160404
ALISTIPES_SP._HGB5,0.000339001356005424,908612
OSCILLIBACTER_RUMINANTIUM,0.00033200132800531205,1263547
BACTEROIDES_SP._MARSEILLE-P8574,0.00033000132000528005,2697504
AGATHOBACULUM_BUTYRICIPRODUCENS,0.00032700130800523205,1628085
OSCILLIBACTER_SP._PEA192,0.00032100128400513604,2109687
ACANTHAMOEBA_CULBERTSONI,0.00031700126800507204,43142
ENTEROCLOSTER_CLOSTRIDIOFORMIS,0.00029800119200476804,1531
BACTEROIDES_SP._KGMB07931,0.00029300117200468804,2792859
STREPTOMYCES_GRAMINILATUS,0.00028500114000456003,1464070
LACTOCOCCUS_GARVIEAE,0.00027800111200444803,1363
SUBDOLIGRANULUM_SP._APC924-74,0.00027000108000432003,2086273
EIMERIA_PRAECOX,0.00026700106800427203,51316
CLOSTRIDIUM_IHUMII,0.000249000996003984,1470356
PHOCAEICOLA_SARTORII,0.00024400097600390402,671267
ACANTHAMOEBA_COMANDONI,0.00024200096800387202,65659
ALISTIPES_SP._AF14-19,0.00023900095600382402,2292910
DOREA_SP._AM58-8,0.00023800095200380802,2292346
BARNESIELLA_INTESTINIHOMINIS,0.00023300093200372802,487174
ANAEROTRUNCUS_SP._AF02-27,0.00022400089600358401,2292191
BACTEROIDES_ZOOGLEOFORMANS,0.000221000884003536,28119
STREPTOMYCES_PHYSCOMITRII,0.00022000088000352,2724184
OSCILLIBACTER_SP._CU971,0.000216000864003456,2780102
COPROBACILLUS_CATENIFORMIS,0.00021500086000344,100884
STAPHYLOCOCCUS_SACCHAROLYTICUS,0.00021500086000344,33028
SUBDOLIGRANULUM_SP._4-3-54A2FAA,0.000211000844003376,665956
RUDAEICOCCUS_SUWONENSIS,0.000194000776003104,657409
GEMMIGER_SP._AN87,0.000193000772003088,1965662
ENTODINIUM_CAUDATUM,0.000191000764003056,47911
STENOTROPHOMONAS_SP._SAM-B,0.000189000756003024,2729141
ANGELAKISELLA_MASSILIENSIS,0.000187000748002992,1871018
PSEUDOGRACILIBACILLUS_AUBURNENSIS,0.000184000736002944,1494959
STAPHYLOCOCCUS_AUREUS,0.000184000736002944,1280
OCEANISPHAERA_AVIUM,0.00018000072000288,1903694
FUSIBACTER_SP._3D3,0.000179000716002864,1048380
DESULFOSPIRA_JOERGENSENII,0.000174000696002784,53329
SUBDOLIGRANULUM_SP._AM16-9,0.000172000688002752,2302960
CLOSTRIDIUM_THERMARUM,0.00016400065600262402,1716543
MOHEIBACTER_LACUS,0.00016100064400257602,2745851
CLOSTRIDIUM_POLYENDOSPORUM,0.00015900063600254402,69208
EISENBERGIELLA_TAYI,0.00015100060400241602,1432052
INTESTINIMONAS_TIMONENSIS,0.00015100060400241602,1689270
CLOSTRIDIUM_CELATUM,0.00014900059600238402,36834
RUMINOCOCCUS_SP._AF16-50,0.00014800059200236802,2293149
BUTYRICICOCCUS_SP._AM28-25,0.00014700058800235202,2292294
BACTEROIDES_SP._3-1-23,0.00013800055200220802,457390
MERDIMONAS_FAECIS,0.00013600054400217601,1653435
PREVOTELLA_SP._885,0.00013300053200212801,2022527
BACILLUS_SP._BY2G20,0.00013300053200212801,2874282
PREVOTELLA_HOMINIS,0.000131000524002096,2518605
PUSILLIMONAS_FAECALIS,0.000129000516002064,2714358
FLINTIBACTER_SP._BX5,0.000128000512002048,2763047
CRONOBACTER_MALONATICUS,0.000128000512002048,413503
DYSOSMOBACTER_WELBIONIS,0.00012200048800195201,2093857
RUMINOCOCCUS_LACTARIS,0.00012100048400193601,46228
CLOSTRIDIUM_SACCHAROBUTYLICUM,0.00012100048400193601,169679
EISENBERGIELLA_PORCI,0.00011900047600190401,2652274
EVTEPIA_GABAVOROUS,0.00011800047200188801,2211183
DICTYOSTELIUM_ROSARIUM,0.00011500046000184001,306026
RUMINICLOSTRIDIUM_SUFFLAVUM,0.00011500046000184001,396504
RHIZOPHAGUS_CLARUS,0.00011400045600182401,94130
CLOSTRIDIUM_SP._MARSEILLE-P7770,0.00011000044000176,2495408
MARIBACTER_FLAVUS,0.000109000436001744,1658664
CAMPYLOBACTER_FETUS,0.000109000436001744,196
ACAULOSPORA_COLOMBIANA,0.000103000412001648,27376
PSEUDOFLAVONIFRACTOR_SP._MCC625,0.000102000408001632,2592647
STAPHYLOCOCCUS_CAELI,0.000102000408001632,2201815
ODORIBACTER_LANEUS,9.9000396001584e-05,626933
FAECALIBACTERIUM_SP._AN122,9.9000396001584e-05,1965551
GALLALISTIPES_AQUISGRANENSIS,9.8000392001568e-05,2779358
UREIBACILLUS_THERMOPHILUS,9.7000388001552e-05,367743
ROSEBURIA_INTESTINALIS,9.500038000152e-05,166486
CLOSTRIDIUM_TAENIOSPORUM,9.4000376001504e-05,394958
RACOCETRA_PERSICA,9.1000364001456e-05,160502
PANTOEA_VAGANS,8.6000344001376e-05,470934
MYCOPLASMOPSIS_AGALACTIAE,8.500034000136e-05,2110
GEMMIGER_FORMICILIS,8.400033600134401e-05,745368
NITROSOMONAS_MARINA,8.200032800131201e-05,917
PSEUDOFLAVONIFRACTOR_CAPILLOSUS,8.100032400129601e-05,106588
ANAEROTRUNCUS_RUBIINFANTIS,8.100032400129601e-05,1720200
GARCIELLA_NITRATIREDUCENS,8.000032000128001e-05,218205
CLOSTRIDIUM_ARBUSTI,7.900031600126401e-05,1137848
SUBDOLIGRANULUM_SP._OF01-18,7.800031200124801e-05,2302962
PSEUDOMONAS_SP._LAP-36,7.800031200124801e-05,2865836
TETRAHYMENA_THERMOPHILA,7.700030800123201e-05,5911
BACTEROIDES_STERCORIS,7.700030800123201e-05,46506
HUNGATELLA_HATHEWAYI,7.600030400121601e-05,154046
LACHNOCLOSTRIDIUM_SP._AN14,7.600030400121601e-05,1965562
SUBDOLIGRANULUM_VARIABILE,7.600030400121601e-05,214851
HOLDEMANELLA_BIFORMIS,7.400029600118401e-05,1735
CLOSTRIDIUM_FUNGISOLVENS,7.400029600118401e-05,1604897
MACROCYSTIS_PYRIFERA,7.300029200116801e-05,35122
SUTTERELLA_WADSWORTHENSIS,7.200028800115201e-05,40545
CLOSTRIDIUM_CAVENDISHII,7.200028800115201e-05,349931
LYSINIBACILLUS_TELEPHONICUS,7.100028400113601e-05,1714840
AUSTROPUCCINIA_PSIDII,6.800027200108801e-05,181123
STREPTOMYCES_SP._NRRL-F-5123,6.700026800107201e-05,1463856
