Genus,RA,TAX_ID
unclassified,0.09977311239585504,12908
Pseudomonas,0.0737467369888148,286
Parabacteroides,0.07213451079245689,375288
Bifidobacterium,0.06782564029324792,1678
Bacteroides,0.06399958552493556,816
Enterocloster,0.059517392188338014,2719313
Mediterraneibacter,0.04785465695627032,2316020
Anaerostipes,0.042923562583604406,207244
Blautia,0.04161333055425985,572511
Akkermansia,0.04036632642331368,239934
Bacillus,0.03989833771980429,1386
Streptococcus,0.03570160726681133,1301
Cutibacterium,0.034152438543249675,1912216
Staphylococcus,0.03118924859863288,1279
Flavonifractor,0.029814766117277014,946234
Collinsella,0.027546060501429614,102106
Megamonas,0.022985641813444296,158846
Lactobacillus,0.01954355592678039,1578
Escherichia,0.01899444463664665,561
Megasphaera,0.009357047260553307,906
Lachnoclostridium,0.0042531413273052664,1506553
Clostridioides,0.0011466234512786436,1870884
Coprococcus,0.0008565590764159428,33042
Roseburia,0.0006815319830058407,841
Oscillibacter,0.0006598879315325369,459786
Dysosmobacter,0.0005785949193060337,2591381
Faecalibacterium,0.0004950863742515547,216851
Anaerobutyricum,0.00027370351705610906,2569097
Longicatena,0.00021984902677607763,1918536
Clostridium,0.00021899689876531765,1485
Paenibacillus,0.00021609966352873367,44249
Eubacterium,0.00020757838342113377,1730
Lacrimispora,0.00019854582650707787,2719231
Citrobacter,0.00018917241838871797,544
Ruthenibacterium,0.0001780947542488381,1905344
Faecalibacillus,0.00014588431544211044,2678885
Enterococcus,0.00014588431544211044,1350
Shigella,0.00013548835371083855,620
Enterobacter,0.00011793451668918273,547
Streptomyces,9.884684924815893e-05,1883
Erysipelatoclostridium,9.646089081803096e-05,1505663
Klebsiella,8.862131311903904e-05,570
Selenomonas,8.487194987169509e-05,970
Olsenella,8.095216102219912e-05,133925
Faecalicatena,7.890705379637515e-05,2005359
Intestinimonas,7.140832730168724e-05,1392389
Acidaminococcus,6.885194326940725e-05,904
Salmonella,6.731811285003927e-05,590
Campylobacter,6.169406797902334e-05,194
Flintibacter,5.8115130333831376e-05,1918454
Hungatella,5.53883206993994e-05,1649459
Massilistercora,5.146853184990344e-05,2717089
Caproiciproducens,5.0275552634839456e-05,1738645
Amedibacterium,4.993470143053546e-05,2749267
Phocaeicola,4.925299902192747e-05,909656
Aminipila,4.720789179610349e-05,2060094
Christensenella,4.294725174230354e-05,990721
Rhizobium,3.902746289280758e-05,379
Faecalitalea,3.902746289280758e-05,1573534
Ruminococcus,3.561895084976762e-05,1263
Solibaculum,3.544852524761562e-05,2842531
Rothia,3.493724844115962e-05,32207
Anaerocolumna,3.476682283900762e-05,1843210
Pelosinus,3.442597163470363e-05,365348
Vibrio,3.340341802179164e-05,662
Homo,3.340341802179164e-05,9605
Phascolarctobacterium,3.323299241963964e-05,33024
Corynebacterium,3.084703398951167e-05,1716
Butyrivibrio,3.0335757183055672e-05,830
Kosakonia,2.897235236583969e-05,1330547
Nocardioides,2.897235236583969e-05,1839
Veillonella,2.880192676368769e-05,29465
Desulfovibrio,2.8631501161535693e-05,872
Fusobacterium,2.846107555938369e-05,848
Leclercia,2.7949798752927698e-05,83654
Bradyrhizobium,2.7608947548623702e-05,374
Acutalibacter,2.7608947548623702e-05,1918385
Acinetobacter,2.7438521946471704e-05,469
Chryseobacterium,2.6586393935711714e-05,59732
Parolsenella,2.6586393935711714e-05,2082587
Prevotella,2.5393414720647725e-05,838
Dehalobacter,2.4711712312039733e-05,56112
Mesorhizobium,2.4370861107735737e-05,68287
Planococcus,2.420043550558374e-05,1372
Treponema,2.300745629051975e-05,157
Mahella,2.300745629051975e-05,252965
Raoultella,2.300745629051975e-05,160674
Microbacterium,2.2666605086215755e-05,33882
Flavobacterium,2.1814477075455765e-05,237
Geobacter,2.1132774666847773e-05,28231
Burkholderia,1.9598944247479788e-05,32008
Lachnospira,1.942851864532779e-05,28050
Desulfitobacterium,1.8917241838871796e-05,36853
Pantoea,1.85763906345678e-05,53335
Shewanella,1.8065113828111806e-05,22
Mammaliicoccus,1.772426262380781e-05,2803850
Nocardia,1.755383702165581e-05,1817
Dialister,1.670170901089582e-05,39948
Halomonas,1.670170901089582e-05,2745
Mycobacterium,1.653128340874382e-05,1763
Yersinia,1.6020006602287828e-05,629
Geobacillus,1.5679155397983832e-05,129337
Peribacillus,1.5338304193679836e-05,2675229
Mycolicibacterium,1.5167878591527836e-05,1866885
Cohnella,1.482702738722384e-05,329857
Synechococcus,1.4656601785071842e-05,1129
Weizmannia,1.4656601785071842e-05,2817139
Priestia,1.4486176182919844e-05,2800373
Plasmodium,1.4486176182919844e-05,5820
Longibaculum,1.4315750580767846e-05,1918538
Alistipes,1.4315750580767846e-05,239759
Cronobacter,1.4145324978615847e-05,413496
Stenotrophomonas,1.3634048172159853e-05,40323
Serratia,1.3463622570007855e-05,613
Pedobacter,1.3463622570007855e-05,84567
Deinococcus,1.3293196967855857e-05,1298
Rhodococcus,1.3122771365703859e-05,1827
Aeromonas,1.3122771365703859e-05,642
Brevundimonas,1.3122771365703859e-05,41275
Caproicibacterium,1.2952345763551861e-05,2834348
Arthrobacter,1.2952345763551861e-05,1663
Paraburkholderia,1.2441068957095866e-05,1822464
Spirosoma,1.2441068957095866e-05,107
Desulfotomaculum,1.210021775279187e-05,1562
Brevibacillus,1.1929792150639872e-05,55080
Nostoc,1.1759366548487874e-05,1177
Agrobacterium,1.1759366548487874e-05,357
Cellulosilyticum,1.1588940946335876e-05,698776
Hymenobacter,1.1418515344183876e-05,89966
Novosphingobium,1.1418515344183876e-05,165696
Polynucleobacter,1.1248089742031878e-05,44013
Massilia,1.1248089742031878e-05,149698
Neisseria,1.107766413987988e-05,482
Adlercreutzia,1.107766413987988e-05,447020
Virgibacillus,1.0907238537727882e-05,84406
Acetivibrio,1.0907238537727882e-05,35829
Polaribacter,1.0907238537727882e-05,52959
Micromonospora,1.0395961731271889e-05,1873
Pluralibacter,1.0395961731271889e-05,1330546
Brevibacterium,1.022553612911989e-05,1696
Lacticaseibacillus,1.022553612911989e-05,2759736
Monoglobus,1.022553612911989e-05,2039302
Listeria,9.884684924815893e-06,1637
Levilactobacillus,9.884684924815893e-06,2767886
Sphingomonas,9.884684924815893e-06,13687
Sporosarcina,9.714259322663895e-06,1569
Pseudoalteromonas,9.714259322663895e-06,53246
Bordetella,9.714259322663895e-06,517
Lelliottia,9.714259322663895e-06,1330545
Atopobium,9.543833720511897e-06,1380
Exiguobacterium,9.543833720511897e-06,33986
Achromobacter,9.543833720511897e-06,222
Rossellomorea,9.373408118359899e-06,2837508
Aerococcus,9.202982516207901e-06,1375
Acetobacter,9.202982516207901e-06,434
Cedecea,9.202982516207901e-06,158483
Metabacillus,9.202982516207901e-06,2675233
Lactococcus,9.032556914055903e-06,1357
Lysobacter,8.862131311903905e-06,68
Gordonibacter,8.862131311903905e-06,644652
Alkalihalobacillus,8.862131311903905e-06,2675234
Candidatus Formimonas,8.862131311903905e-06,2840454
Desulfococcus,8.521280107599908e-06,896
Xanthomonas,8.521280107599908e-06,338
Peptoniphilus,8.521280107599908e-06,162289
Slackia,8.521280107599908e-06,84108
Brucella,8.521280107599908e-06,234
Aureimonas,8.521280107599908e-06,414371
Desulfosarcina,8.35085450544791e-06,2299
Filifactor,8.35085450544791e-06,44259
Helicobacter,8.180428903295912e-06,209
Aspergillus,8.180428903295912e-06,5052
Thermoanaerobacterium,8.180428903295912e-06,28895
Leptotrichia,8.180428903295912e-06,32067
Mucilaginibacter,8.010003301143914e-06,423349
Moorella,7.839577698991916e-06,44260
Alcaligenes,7.839577698991916e-06,507
Alkalibacter,7.839577698991916e-06,274470
Sinorhizobium,7.669152096839918e-06,28105
Vagococcus,7.669152096839918e-06,2737
Sphingobium,7.669152096839918e-06,165695
Dickeya,7.669152096839918e-06,204037
Actinoplanes,7.669152096839918e-06,1865
Alicyclobacillus,7.498726494687919e-06,29330
Sutcliffiella,7.498726494687919e-06,2837511
Pectinatus,7.157875290383923e-06,864
Ralstonia,6.9874496882319244e-06,48736
Erwinia,6.9874496882319244e-06,551
Microbulbifer,6.9874496882319244e-06,48073
Variovorax,6.8170240860799265e-06,34072
Cupriavidus,6.8170240860799265e-06,106589
Gimesia,6.8170240860799265e-06,1649453
Morganella,6.8170240860799265e-06,581
Ruminiclostridium,6.6465984839279285e-06,1508657
Azospirillum,6.6465984839279285e-06,191
Limosilactobacillus,6.476172881775931e-06,2742598
