Genus,RA,TAX_ID
Pseudomonas,0.0748,286
Parabacteroides,0.07200000000000001,375288
Bifidobacterium,0.06849999999999999,1678
Bacteroides,0.0638,816
Enterocloster,0.058600000000000006,2719313
Mediterraneibacter,0.0473,2316020
Anaerostipes,0.042699999999999995,207244
Akkermansia,0.0416,239934
Blautia,0.0409,572511
Bacillus,0.0388,1386
Cutibacterium,0.0347,1912216
Streptococcus,0.034,1301
Flavonifractor,0.0301,946234
Staphylococcus,0.0287,1279
Collinsella,0.0279,102106
Megamonas,0.021,158846
Lactobacillus,0.0199,1578
Escherichia,0.0183,561
Megasphaera,0.009300000000000001,906
Lachnoclostridium,0.0042,1506553
Clostridioides,0.0011,1870884
Coprococcus,0.0008,33042
Oscillibacter,0.0007000000000000001,459786
Roseburia,0.0007000000000000001,841
Dysosmobacter,0.0006,2591381
Faecalibacterium,0.0005,216851
Anaerobutyricum,0.0003,2569097
Ruthenibacterium,0.0002,1905344
Paenibacillus,0.0002,44249
Citrobacter,0.0002,544
Longicatena,0.0002,1918536
Eubacterium,0.0002,1730
Clostridium,0.0002,1485
Lacrimispora,0.0002,2719231
Aminipila,0.0001,2060094
Intestinimonas,0.0001,1392389
Selenomonas,0.0001,970
Flintibacter,0.0001,1918454
Xanthomonas,0.0001,338
Massilistercora,0.0001,2717089
Acidaminococcus,0.0001,904
Shigella,0.0001,620
Faecalibacillus,0.0001,2678885
Erysipelatoclostridium,0.0001,1505663
Enterobacter,0.0001,547
Streptomyces,0.0001,1883
Salmonella,0.0001,590
Enterococcus,0.0001,1350
Faecalicatena,0.0001,2005359
Hungatella,0.0001,1649459
Phocaeicola,0.0001,909656
Caproiciproducens,0.0001,1738645
Klebsiella,0.0001,570
Olsenella,0.0001,133925
Campylobacter,0.0001,194
Undibacterium,0.0,401469
Rubrivivax,0.0,28067
Roseateles,0.0,93681
Sphaerotilus,0.0,34102
Thiomonas,0.0,32012
Xylophilus,0.0,54066
Glaciimonas,0.0,1229970
Pusillimonas,0.0,305976
Oxalobacter,0.0,846
Collimonas,0.0,202907
Duganella,0.0,75654
Pigmentiphaga,0.0,152267
Janthinobacterium,0.0,29580
Massilia,0.0,149698
Algicoccus,0.0,2782172
Paenalcaligenes,0.0,1100891
Castellaniella,0.0,359336
Advenella,0.0,290425
Herbaspirillum,0.0,963
Acidovorax,0.0,12916
Orrella,0.0,1921582
Delftia,0.0,80865
Paraburkholderia,0.0,1822464
Cupriavidus,0.0,106589
Pandoraea,0.0,93217
Ralstonia,0.0,48736
Caballeronia,0.0,1827195
Chitinimonas,0.0,240411
Hydrogenophaga,0.0,47420
Variovorax,0.0,34072
Serpentinomonas,0.0,2490452
Comamonas,0.0,283
Diaphorobacter,0.0,238749
Melaminivora,0.0,1649468
Achromobacter,0.0,222
Kinneretia,0.0,683756
Limnohabitans,0.0,665874
Polaromonas,0.0,52972
Rhodoferax,0.0,28065
Alicycliphilus,0.0,201096
Ottowia,0.0,219181
Sutterella,0.0,40544
Hylemonella,0.0,232523
Schlegelella,0.0,215579
Alcaligenes,0.0,507
Bordetella,0.0,517
Rhizobacter,0.0,212743
Dechloromonas,0.0,73029
Turicimonas,0.0,1918598
Desulfurivibrio,0.0,427922
Sorangium,0.0,39643
Archangium,0.0,47
Cystobacter,0.0,42
Myxococcus,0.0,32
Corallococcus,0.0,83461
Desulfopila,0.0,429014
Desulfocapsa,0.0,53318
Sandaracinus,0.0,1055688
Desulfobulbus,0.0,893
Desulfobacter,0.0,2289
Desulfobacterium,0.0,2295
Desulfobacula,0.0,28222
Desulfatibacillum,0.0,218207
Desulfonema,0.0,45654
Labilithrix,0.0,1524217
Haliangium,0.0,162027
Desulfococcus,0.0,896
Aliarcobacter,0.0,2321111
Sulfurovum,0.0,265570
Nitratifractor,0.0,269260
Sulfurimonas,0.0,202746
Helicobacter,0.0,209
Sulfurospirillum,0.0,57665
Poseidonibacter,0.0,2321187
Pseudoarcobacter,0.0,2321113
Persicimonas,0.0,2766927
Malaciobacter,0.0,2321114
Halarcobacter,0.0,2321115
Arcobacter,0.0,28196
Desulfarculus,0.0,453229
Syntrophus,0.0,43773
Syntrophobacter,0.0,29526
Desulfosarcina,0.0,2299
Syntrophotalea,0.0,2812025
Neisseria,0.0,482
Azoarcus,0.0,12960
Fluviibacter,0.0,2808942
Burkholderia,0.0,32008
Niveibacterium,0.0,1769726
Aromatoleum,0.0,551759
Azospira,0.0,146937
Thauera,0.0,33057
Paludibacterium,0.0,400060
Nitrosomonas,0.0,914
Pseudogulbenkiania,0.0,568394
Jeongeupia,0.0,885864
Aquitalea,0.0,407217
Chromobacterium,0.0,535
Simonsiella,0.0,71
Eikenella,0.0,538
Nitrosospira,0.0,35798
Methylotenera,0.0,359407
Pelobacter,0.0,18
Pseudodesulfovibrio,0.0,2035811
Desulfuromonas,0.0,890
Geoalkalibacter,0.0,392332
Geobacter,0.0,28231
Desulfomicrobium,0.0,898
Lawsonia,0.0,41707
Maridesulfovibrio,0.0,2794998
Desulfolutivibrio,0.0,2773294
Candidatus Methylopumilus,0.0,1679002
Desulfovibrio,0.0,872
Casimicrobium,0.0,2706000
Candidatus Accumulibacter,0.0,327159
Sulfuritortus,0.0,1938335
Sulfuriferula,0.0,1778653
Methylovorus,0.0,81682
Polynucleobacter,0.0,44013
Candidatus Phycorickettsia,0.0,2115980
Candidatus Paracaedibacter,0.0,1521255
Methylosinus,0.0,425
Chelatococcus,0.0,28209
Beijerinckia,0.0,532
Pseudorhodoplanes,0.0,1734920
Candidatus Hodgkinia,0.0,573657
Kaustia,0.0,2838250
Candidatus Phaeomarinobacter,0.0,1541445
Bosea,0.0,85413
Roseovarius,0.0,74030
Bartonella,0.0,773
Youhaiella,0.0,1827478
Devosia,0.0,46913
Paradevosia,0.0,1573407
Aquabacter,0.0,45402
Hyphomicrobium,0.0,81
Sulfitobacter,0.0,60136
Paracoccus,0.0,265
Methyloligella,0.0,1485594
Salipiger,0.0,263377
Falsirhodobacter,0.0,1434002
Cognatishimia,0.0,2211635
Haematobacter,0.0,366614
Silicimonas,0.0,1955420
Yoonia,0.0,2211641
Roseivivax,0.0,93682
Pelagovum,0.0,2795377
Pseudooceanicola,0.0,1679449
Thioclava,0.0,285107
Leisingera,0.0,191028
Celeribacter,0.0,875170
Roseicitreum,0.0,1209946
Phaeobacter,0.0,302485
Cereibacter,0.0,1653176
Rhodoplanes,0.0,29407
Caenibius,0.0,2827482
Rhodovulum,0.0,34008
Mesorhizobium,0.0,68287
Roseitalea,0.0,1915401
Salaquimonas,0.0,2712688
Phyllobacterium,0.0,28100
Hoeflea,0.0,274591
Nitratireductor,0.0,245876
Aminobacter,0.0,31988
Tardiphaga,0.0,1395974
Xanthobacter,0.0,279
Rhodopseudomonas,0.0,1073
Bradyrhizobium,0.0,374
Shinella,0.0,323620
Ensifer,0.0,106591
Sinorhizobium,0.0,28105
Neorhizobium,0.0,1525371
Oricola,0.0,1594166
Pseudolabrys,0.0,556257
Filomicrobium,0.0,119044
