Genus,RA,TAX_ID
unclassified,0.09973490621127744,12908
Pseudomonas,0.07323300479981769,286
Parabacteroides,0.07223529788779535,375288
Bifidobacterium,0.06747037501246243,1678
Bacteroides,0.06419738360086026,816
Enterocloster,0.05941394510831636,2719313
Mediterraneibacter,0.04795491447209127,2316020
Anaerostipes,0.043002877042058935,207244
Blautia,0.041779600062668246,572511
Akkermansia,0.04081910241984874,239934
Bacillus,0.03981391804702967,1386
Streptococcus,0.03573211462591332,1301
Cutibacterium,0.0339729529560895,1912216
Staphylococcus,0.031015617210978338,1279
Flavonifractor,0.02982314024867898,946234
Collinsella,0.02751723376678868,102106
Megamonas,0.022760856560937744,158846
Lactobacillus,0.019524006209853156,1578
Escherichia,0.018870084459700048,561
Megasphaera,0.009397743943256754,906
Lachnoclostridium,0.004250936462947401,1506553
Clostridioides,0.001128918545527054,1870884
Coprococcus,0.0008536767742946262,33042
Roseburia,0.0007030593496745525,841
Oscillibacter,0.0006797367933799547,459786
Dysosmobacter,0.0005723818205124554,2591381
Faecalibacterium,0.0005205736992778909,216851
Anaerobutyricum,0.0002747076668898036,2569097
Paenibacillus,0.00021310763270712566,44249
Clostridium,0.00020830069362350628,1485
Lacrimispora,0.00020313768497813732,2719231
Longicatena,0.00020117930238851462,1918536
Eubacterium,0.00019655039808577003,1730
Citrobacter,0.00018551224167153295,544
Ruthenibacterium,0.00016788679836492857,1905344
Faecalibacillus,0.0001543561550184444,2678885
Enterococcus,0.00014723476378345274,1350
Shigella,0.0001326359117517198,620
Enterobacter,0.00012515845095497857,547
Streptomyces,0.00010147982509863127,1883
Erysipelatoclostridium,9.916537294725898e-05,1505663
Selenomonas,9.667288601501189e-05,970
Klebsiella,9.400236430189002e-05,570
Olsenella,8.79491817521471e-05,133925
Faecalicatena,8.349831223027731e-05,2005359
Intestinimonas,8.100582529803022e-05,1392389
Salmonella,7.441853840566293e-05,590
Flintibacter,6.765321673242084e-05,1918454
Acidaminococcus,6.676304282804689e-05,904
Campylobacter,6.480466023842418e-05,194
Aminipila,5.78613037843073e-05,2060094
Amedibacterium,5.57248864138098e-05,2749267
Massilistercora,5.554685163293501e-05,2717089
Hungatella,5.483471250943584e-05,1649459
Caproiciproducens,5.038384298756605e-05,1738645
Phocaeicola,4.949366908319209e-05,909656
Christensenella,4.2016208286450843e-05,990721
Rhizobium,3.934568657332897e-05,379
Rothia,3.934568657332897e-05,32207
Ruminococcus,3.8277477888080216e-05,1263
Corynebacterium,3.489481705145917e-05,1716
Anaerocolumna,3.471678227058438e-05,1843210
Desulfovibrio,3.4182677927960004e-05,872
Faecalitalea,3.400464314708521e-05,1573534
Solibaculum,3.400464314708521e-05,2842531
Bradyrhizobium,3.311446924271126e-05,374
Acinetobacter,3.2936434461836466e-05,469
Vibrio,3.258036490008688e-05,662
Pelosinus,3.240233011921209e-05,365348
Butyrivibrio,3.22242953383373e-05,830
Homo,3.186822577658771e-05,9605
Leclercia,3.169019099571292e-05,83654
Kosakonia,3.080001709133896e-05,1330547
Parolsenella,2.9553773625215423e-05,2082587
Dehalobacter,2.9553773625215423e-05,56112
Nocardioides,2.919770406346584e-05,1839
Acutalibacter,2.7595391035592713e-05,1918385
Veillonella,2.7595391035592713e-05,29465
Fusobacterium,2.5637008445970003e-05,848
Xanthomonas,2.5637008445970003e-05,338
Treponema,2.5280938884220422e-05,157
Phascolarctobacterium,2.421273019897167e-05,33024
Burkholderia,2.3322556294597712e-05,32008
Chryseobacterium,2.2432382390223755e-05,59732
Pantoea,2.2432382390223755e-05,53335
Microbacterium,2.1720243266724587e-05,33882
Prevotella,2.1364173704975003e-05,838
Geobacter,2.1364173704975003e-05,28231
Raoultella,2.1364173704975003e-05,160674
Mesorhizobium,2.0295965019726253e-05,68287
Mahella,2.0295965019726253e-05,252965
Desulfitobacterium,2.0295965019726253e-05,36853
Planococcus,1.9049721553602712e-05,1372
Dialister,1.8515617210978336e-05,39948
Lachnospira,1.8515617210978336e-05,28050
Mammaliicoccus,1.8515617210978336e-05,2803850
Halomonas,1.8337582430103543e-05,2745
Peribacillus,1.762544330660438e-05,2675229
Rhodococcus,1.7091338963980002e-05,1827
Flavobacterium,1.691330418310521e-05,237
Nocardia,1.691330418310521e-05,1817
Geobacillus,1.673526940223042e-05,129337
Shewanella,1.655723462135563e-05,22
Serratia,1.6379199840480837e-05,613
Mycolicibacterium,1.6379199840480837e-05,1866885
Cronobacter,1.6379199840480837e-05,413496
Caproicibacterium,1.6379199840480837e-05,2834348
Desulfotomaculum,1.6379199840480837e-05,1562
Synechococcus,1.584509549785646e-05,1129
Virgibacillus,1.566706071698167e-05,84406
Longibaculum,1.5310991155232088e-05,1918538
Plasmodium,1.4776886812607711e-05,5820
Mycobacterium,1.4776886812607711e-05,1763
Agrobacterium,1.4242782469983337e-05,357
Weizmannia,1.4064747689108545e-05,2817139
Novosphingobium,1.370867812735896e-05,165696
Pedobacter,1.370867812735896e-05,84567
Stenotrophomonas,1.353064334648417e-05,40323
Arthrobacter,1.3174573784734586e-05,1663
Nostoc,1.2818504222985002e-05,1177
Priestia,1.2818504222985002e-05,2800373
Brevibacillus,1.2640469442110211e-05,55080
Alistipes,1.2462434661235419e-05,239759
Brevundimonas,1.2462434661235419e-05,41275
Brevibacterium,1.2106365099485835e-05,1696
Paraburkholderia,1.1928330318611044e-05,1822464
Polaribacter,1.1750295537736252e-05,52959
Deinococcus,1.157226075686146e-05,1298
Adlercreutzia,1.157226075686146e-05,447020
Polynucleobacter,1.157226075686146e-05,44013
Dickeya,1.1216191195111878e-05,204037
Hymenobacter,1.1216191195111878e-05,89966
Cohnella,1.1038156414237085e-05,329857
Spirosoma,1.1038156414237085e-05,107
Desulfococcus,1.1038156414237085e-05,896
Listeria,1.0860121633362293e-05,1637
Sphingomonas,1.0504052071612711e-05,13687
Sporosarcina,1.0326017290737919e-05,1569
Gordonibacter,1.0326017290737919e-05,644652
Exiguobacterium,1.0326017290737919e-05,33986
Hydrogenophaga,1.0326017290737919e-05,47420
Candidatus Formimonas,1.0147982509863127e-05,2840454
Neisseria,1.0147982509863127e-05,482
Peptoniphilus,1.0147982509863127e-05,162289
Pseudoalteromonas,1.0147982509863127e-05,53246
Rossellomorea,9.969947728988335e-06,2837508
Desulfosporosinus,9.791912948113544e-06,79206
Alkalihalobacillus,9.613878167238752e-06,2675234
Levilactobacillus,9.613878167238752e-06,2767886
Lacticaseibacillus,9.613878167238752e-06,2759736
Yersinia,9.613878167238752e-06,629
Slackia,9.43584338636396e-06,84108
Massilia,9.43584338636396e-06,149698
Cellulosilyticum,9.257808605489168e-06,698776
Metabacillus,9.257808605489168e-06,2675233
Pluralibacter,9.257808605489168e-06,1330546
Moorella,9.079773824614377e-06,44260
Acetobacterium,9.079773824614377e-06,33951
Filifactor,9.079773824614377e-06,44259
Providencia,9.079773824614377e-06,586
Atopobium,8.723704262864793e-06,1380
Herbinix,8.723704262864793e-06,1663717
Monoglobus,8.545669481990001e-06,2039302
Aeromonas,8.545669481990001e-06,642
Aureimonas,8.545669481990001e-06,414371
Desulfuromonas,8.36763470111521e-06,890
Micromonospora,8.189599920240418e-06,1873
Acetobacter,8.189599920240418e-06,434
Aerococcus,8.189599920240418e-06,1375
Lelliottia,8.189599920240418e-06,1330545
Actinoalloteichus,8.011565139365626e-06,65496
Alkalibacter,7.655495577616044e-06,274470
Leptotrichia,7.655495577616044e-06,32067
Azoarcus,7.655495577616044e-06,12960
Lachnoanaerobaculum,7.655495577616044e-06,1164882
Alcaligenes,7.655495577616044e-06,507
Morganella,7.655495577616044e-06,581
Bordetella,7.655495577616044e-06,517
Cupriavidus,7.655495577616044e-06,106589
Dehalobacterium,7.655495577616044e-06,51514
Microbulbifer,7.477460796741252e-06,48073
Limosilactobacillus,7.477460796741252e-06,2742598
Cedecea,7.29942601586646e-06,158483
Brucella,7.29942601586646e-06,234
Achromobacter,7.29942601586646e-06,222
Kluyvera,7.29942601586646e-06,579
Alicyclobacillus,7.29942601586646e-06,29330
Sphingobacterium,7.29942601586646e-06,28453
Sporomusa,7.121391234991668e-06,2375
Jejubacter,7.121391234991668e-06,2815296
Sinorhizobium,7.121391234991668e-06,28105
Azospirillum,7.121391234991668e-06,191
Variovorax,6.943356454116876e-06,34072
