species,SRR11487934,tax_id
BIFIDOBACTERIUM_LONGUM,0.40058620175860526,216816
ESCHERICHIA_COLI,0.17101351304053913,562
PARABACTEROIDES_DISTASONIS,0.12684238052714158,823
BACTEROIDES_THETAIOTAOMICRON,0.1039883119649359,818
PREVOTELLA_COPRI,0.09575728727186182,165179
CLOSTRIDIUM_BUTYRICUM,0.018144054432163298,1492
PREVOTELLA_MELANINOGENICA,0.017486052458157375,28132
COLLINSELLA_AEROFACIENS,0.010243030729092188,74426
ROSEBURIA_HOMINIS,0.006308018924056772,301301
ALISTIPES_FINEGOLDII,0.0058330174990524975,214856
ANAEROSTIPES_HADRUS,0.0056160168480505444,649756
ANAEROBUTYRICUM_HALLII,0.003925011775035325,39488
UNCLASSIFIED,0.0018720056160168481,12908
BACTEROIDES_LUTI,0.00056000168000504,1297750
BACTEROIDES_SALYERSIAE,0.000507001521004563,291644
PARABACTEROIDES_SP._ZJ-118,0.00043900131700395104,2709398
PARABACTEROIDES_SP._52,0.00040000120000360003,2302940
BACTEROIDES_OVATUS,0.000292000876002628,28116
BACTEROIDES_FAECIS,0.00026400079200237603,674529
CLOSTRIDIUM_PUNICEUM,0.000155000465001395,29367
CLOSTRIDIUM_SACCHAROBUTYLICUM,0.00013200039600118801,169679
LACTOBACILLUS_PARAGASSERI,9.7000291000873e-05,2107999
AKKERMANSIA_MUCINIPHILA,9.6000288000864e-05,239935
CLOSTRIDIUM_SP._SM-530-WT-3G,7.700023100069301e-05,2725303
PARABACTEROIDES_JOHNSONII,7.700023100069301e-05,387661
BACTEROIDES_CELLULOSILYTICUS,6.600019800059401e-05,246787
BACTEROIDES_EGGERTHII,6.1000183000549e-05,28111
RUMINOCOCCUS_GAUVREAUII,5.9000177000531e-05,438033
BACTEROIDES_UNIFORMIS,4.6000138000414e-05,820
ROSEBURIA_INTESTINALIS,3.9000117000351e-05,166486
CLOSTRIDIUM_BOTULINUM,3.7000111000333e-05,1491
CLOSTRIDIUM_SARDINIENSE,3.2000096000288e-05,29369
BLAUTIA_WEXLERAE,3.1000093000279e-05,418240
ROSEBURIA_INULINIVORANS,3.000009000027e-05,360807
CLOSTRIDIUM_PARAPUTRIFICUM,2.8000084000252002e-05,29363
BACTEROIDES_SP._CBA7301,2.6000078000234e-05,2715212
ENTEROBACTER_CLOACAE_COMPLEX-SP--ECL112,2.6000078000234e-05,2850493
CLOSTRIDIUM_SP._3-3,2.2000066000198e-05,2070757
CLOSTRIDIUM_BEIJERINCKII,2.1000063000189e-05,1520
FAECALIBACTERIUM_PRAUSNITZII,2.1000063000189e-05,853
CLOSTRIDIUM_SP._NSJ-6,1.9000057000171e-05,2763036
CLOSTRIDIUM_SP._LS,1.4000042000126001e-05,1352601
CLOSTRIDIUM_TYROBUTYRICUM,1.2000036000108e-05,1519
CLOSTRIDIUM_NEONATALE,1.1000033000099e-05,137838
ALISTIPES_SP._AF14-19,1.1000033000099e-05,2292910
CLOSTRIDIUM_TAENIOSPORUM,1.000003000009e-05,394958
CLOSTRIDIUM_SP._AF36-18BH,1.000003000009e-05,2293014
CLOSTRIDIUM_COCHLEARIUM,9.000027000081e-06,1494
BACTEROIDES_FAECALIS,9.000027000081e-06,2447885
BLAUTIA_OBEUM,8.000024000072e-06,40520
CLOSTRIDIUM_SACCHAROPERBUTYLACETONICUM,7.0000210000630005e-06,36745
ALISTIPES_COMMUNIS,6.000018000054e-06,2585118
ROSEBURIA_FAECIS,6.000018000054e-06,301302
CLOSTRIDIUM_SP._IBUN13A,6.000018000054e-06,1523156
COLLINSELLA_SP._AF02-46-1,6.000018000054e-06,2292207
BLAUTIA_SP._AF19-10LB,6.000018000054e-06,2292961
CLOSTRIDIUM_VINCENTII,5.000015000045e-06,52704
DOREA_SP._AM58-8,5.000015000045e-06,2292346
BLAUTIA_FAECIS,5.000015000045e-06,871665
ALISTIPES_SP._HGB5,5.000015000045e-06,908612
CLOSTRIDIUM_HYDROGENIFORMANS,5.000015000045e-06,349933
BUTYRICICOCCUS_PULLICAECORUM,4.000012000036e-06,501571
BACTEROIDES_SP._L10-4,4.000012000036e-06,2746063
DOREA_LONGICATENA,4.000012000036e-06,88431
