Genus,RA,TAX_ID
Desulfosporosinus,0.17266307270134168,79206
Fervidobacterium,0.09362422836288321,2422
Sediminispirochaeta,0.08944115925013332,1911556
Hirschia,0.06835570342921174,2723
Meiothermus,0.060908414992032686,65551
Thermobacillus,0.05965393296770661,76632
Desulfoscipio,0.05344823135109195,2867376
Coraliomargarita,0.026438672195600473,442430
Frateuria,0.02575492137631373,70411
Natronococcus,0.018067926222405287,29287
Terriglobus,0.01714793423183894,392733
Natronobacterium,0.014403436398525215,2256
Olsenella,0.014329972026818027,133925
Stutzerimonas,0.009958705624745106,2901164
Halovivax,0.00981984368469045,332951
Segniliparus,0.008232649827827938,286801
Salmonella,0.0048375574892779985,590
Echinicola,0.004781998435728066,390846
Streptococcus,0.003319960091972721,1301
Acetivibrio,0.003229550890360279,35829
Clostridium,0.0026973300723978403,1485
Corynebacterium,0.00236151612239886,1716
Escherichia,0.00011435651005762942,561
Lysobacter,5.540329869825676e-05,68
Pseudomonas,4.907575784891855e-05,286
unclassified,1.4725323268870164e-05,12908
Acinetobacter,5.57472573290413e-06,469
Stenotrophomonas,5.068522464957073e-06,40323
Thermus,3.0047706802498395e-06,270
Chitinophaga,2.1221598540857397e-06,79328
Paraburkholderia,2.115670068599239e-06,1822464
Arcanobacterium,2.0767313556802347e-06,28263
Sphaerobacter,1.804160365247204e-06,2056
Shigella,1.460201734462665e-06,620
Cryptobacterium,1.434242592516662e-06,84162
Vibrio,1.2784877408406445e-06,662
Citrobacter,1.2460388134081408e-06,544
Brevibacillus,1.1811409585431335e-06,55080
Bacillus,1.1227328891646268e-06,1386
Shewanella,1.044855463326618e-06,22
Achromobacter,8.955903971371012e-07,222
Rhodococcus,8.04733400326091e-07,1827
Klebsiella,7.917538293530895e-07,570
Leclercia,6.81427476082577e-07,83654
Moraxella,6.749376905960763e-07,475
Enterobacter,6.619581196230748e-07,547
Halomonas,6.424887631635726e-07,2745
Haloterrigena,6.165296212175697e-07,121871
Paenibacillus,5.970602647580675e-07,44249
Owenweeksia,5.775909082985653e-07,267986
Desulfitobacterium,5.58121551839063e-07,36853
Bradyrhizobium,5.451419808660617e-07,374
Conchiformibius,4.672645550280528e-07,334107
Acidaminococcus,4.477951985685506e-07,904
Weizmannia,4.4130541308204987e-07,2817139
Pseudovibrio,3.6342798724404107e-07,258255
Dehalobacterium,3.5044841627103963e-07,51514
Methylobacterium,3.3746884529803813e-07,407
Natrinema,3.0501991786553445e-07,88723
Caldicellulosiruptor,2.9853013237903376e-07,44000
Staphylococcus,2.92040346892533e-07,1279
Coriobacterium,2.8555056140603227e-07,33870
Homo,2.7257099043303083e-07,9605
Cutibacterium,2.4012206300052715e-07,1912216
Halovarius,2.336322775140264e-07,1830421
Caldilinea,2.2714249202752568e-07,233191
Halorhabdus,2.2065270654102493e-07,146825
Streptomyces,2.0767313556802347e-07,1883
Heliomicrobium,2.0767313556802347e-07,2831443
Pedobacter,2.0767313556802347e-07,84567
Natronomonas,2.0767313556802347e-07,63743
Thermoclostridium,2.0118335008152275e-07,2304691
Roseibium,2.0118335008152275e-07,150830
Planctopirus,1.8820377910852128e-07,1649480
Natronorubrum,1.8171399362202053e-07,134813
Chryseobacterium,1.7522420813551981e-07,59732
Sphingomonas,1.7522420813551981e-07,13687
Natribaculum,1.6873442264901907e-07,1699375
Thermanaerovibrio,1.6873442264901907e-07,81461
Desulfofarcimen,1.6224463716251835e-07,2282742
Stackebrandtia,1.557548516760176e-07,283810
Hippea,1.4926506618951688e-07,84404
Thermoanaerobacterium,1.3628549521651541e-07,28895
Hyphomicrobium,1.2979570973001467e-07,81
Mesorhizobium,1.2979570973001467e-07,68287
Rhodothermus,1.2979570973001467e-07,29548
Ralstonia,1.2330592424351395e-07,48736
Marinobacter,1.2330592424351395e-07,2742
Anaerococcus,1.168161387570132e-07,165779
Dechloromonas,1.1032635327051247e-07,73029
Clostridioides,1.1032635327051247e-07,1870884
Nocardiopsis,1.0383656778401173e-07,2013
Elizabethkingia,1.0383656778401173e-07,308865
Niastella,9.7346782297511e-08,354354
Halogeometricum,9.7346782297511e-08,60846
Acetomicrobium,9.7346782297511e-08,49894
Pseudoalteromonas,9.7346782297511e-08,53246
Labrenzia,9.7346782297511e-08,478070
Tsukamurella,9.7346782297511e-08,2060
Erwinia,9.7346782297511e-08,551
Lancefieldella,9.085699681101027e-08,2767353
Syntrophobotulus,9.085699681101027e-08,51196
Caulobacter,9.085699681101027e-08,75
Alistipes,9.085699681101027e-08,239759
Rhizobium,9.085699681101027e-08,379
Natronobiforma,8.436721132450953e-08,2174848
Halanaeroarchaeum,8.436721132450953e-08,1656823
Kosakonia,8.436721132450953e-08,1330547
Salinarchaeum,7.78774258380088e-08,1269201
Brucella,7.78774258380088e-08,234
Pantoea,7.138764035150807e-08,53335
Methanofollis,7.138764035150807e-08,81416
Microbacterium,7.138764035150807e-08,33882
Halomicrobium,7.138764035150807e-08,203135
Filifactor,6.489785486500733e-08,44259
Gilvibacter,6.489785486500733e-08,379070
Raoultella,6.489785486500733e-08,160674
Desulfomonile,6.489785486500733e-08,2357
Burkholderia,5.84080693785066e-08,32008
Truepera,5.84080693785066e-08,332248
Pseudodesulfovibrio,5.84080693785066e-08,2035811
Halopiger,5.84080693785066e-08,387342
Dickeya,5.84080693785066e-08,204037
Pannonibacter,5.84080693785066e-08,227873
Urechidicola,5.84080693785066e-08,2700084
Veillonella,5.191828389200587e-08,29465
Lelliottia,5.191828389200587e-08,1330545
Thermomonospora,5.191828389200587e-08,2019
Sphingopyxis,5.191828389200587e-08,165697
Pseudoclostridium,5.191828389200587e-08,2304693
Mycobacterium,5.191828389200587e-08,1763
Aeromonas,5.191828389200587e-08,642
Cedecea,5.191828389200587e-08,158483
Mycolicibacterium,4.5428498405505133e-08,1866885
Serratia,4.5428498405505133e-08,613
Xylella,4.5428498405505133e-08,2370
Agrobacterium,4.5428498405505133e-08,357
Cronobacter,4.5428498405505133e-08,413496
Halobacterium,4.5428498405505133e-08,2239
Thermotoga,4.5428498405505133e-08,2335
Natrarchaeobaculum,4.5428498405505133e-08,2765402
Acetohalobium,4.5428498405505133e-08,28186
Tritonibacter,3.89387129190044e-08,2083206
Thermosipho,3.89387129190044e-08,2420
Arthrobacter,3.89387129190044e-08,1663
Enterococcus,3.89387129190044e-08,1350
Brevundimonas,3.89387129190044e-08,41275
Halobaculum,3.89387129190044e-08,43927
Desulforamulus,3.89387129190044e-08,2916693
Thermodesulfatator,3.89387129190044e-08,241192
Pluralibacter,3.89387129190044e-08,1330546
Ferrimonas,3.89387129190044e-08,44011
Methylorubrum,3.89387129190044e-08,2282523
Haemophilus,3.89387129190044e-08,724
Thermococcus,3.244892743250367e-08,2263
Flavobacterium,3.244892743250367e-08,237
Winogradskyella,3.244892743250367e-08,286104
Jejubacter,3.244892743250367e-08,2815296
Roseomonas,3.244892743250367e-08,125216
Tepidanaerobacter,3.244892743250367e-08,499228
Capnocytophaga,3.244892743250367e-08,1016
Phyllobacterium,3.244892743250367e-08,28100
Dyella,3.244892743250367e-08,231454
Kluyvera,3.244892743250367e-08,579
Devosia,3.244892743250367e-08,46913
Halapricum,3.244892743250367e-08,1542963
Faecalibacterium,3.244892743250367e-08,216851
Nocardioides,3.244892743250367e-08,1839
Ruminiclostridium,3.244892743250367e-08,1508657
Stappia,3.244892743250367e-08,152161
Halococcoides,3.244892743250367e-08,2907507
Curtobacterium,2.5959141946002933e-08,2034
Azospirillum,2.5959141946002933e-08,191
Halopseudomonas,2.5959141946002933e-08,2901189
Kordia,2.5959141946002933e-08,221065
Sphingobium,2.5959141946002933e-08,165695
