Genus,RA,TAX_ID
Bifidobacterium,0.18489999999999998,1678
Bacteroides,0.1054,816
Prevotella,0.102,838
Roseburia,0.0855,841
Alistipes,0.053399999999999996,239759
Akkermansia,0.049800000000000004,239934
Parabacteroides,0.0492,375288
Collinsella,0.044199999999999996,102106
Faecalibacterium,0.0375,216851
Anaerobutyricum,0.0352,2569097
Anaerostipes,0.0294,207244
Lactobacillus,0.023,1578
Escherichia,0.0199,561
Clostridium,0.0113,1485
Blautia,0.0104,572511
Limosilactobacillus,0.0022,2742598
Coprococcus,0.0016,33042
Mediterraneibacter,0.0012,2316020
Faecalicatena,0.001,2005359
Lachnoclostridium,0.0009,1506553
Enterocloster,0.0006,2719313
Clostridioides,0.0005,1870884
Citrobacter,0.0005,544
Eubacterium,0.0004,1730
Enterobacter,0.0004,547
Staphylococcus,0.0004,1279
Klebsiella,0.0003,570
Massilistercora,0.0003,2717089
Olsenella,0.0003,133925
Paenibacillus,0.0003,44249
Lactiplantibacillus,0.0003,2767842
Lacrimispora,0.0003,2719231
Cupriavidus,0.0003,106589
Phocaeicola,0.0002,909656
Salmonella,0.0002,590
Gordonibacter,0.0002,644652
Streptococcus,0.0002,1301
Flavonifractor,0.0002,946234
Shigella,0.0002,620
Anaerocolumna,0.0002,1843210
Bacillus,0.0002,1386
Butyrivibrio,0.0002,830
Kosakonia,0.0001,1330547
Lacticaseibacillus,0.0001,2759736
Eggerthella,0.0001,84111
Berryella,0.0001,2815775
Enterococcus,0.0001,1350
Leclercia,0.0001,83654
Flintibacter,0.0001,1918454
Butyricimonas,0.0001,574697
Pseudomonas,0.0001,286
Lachnospira,0.0001,28050
Faecalitalea,0.0001,1573534
Christensenella,0.0001,990721
Babesia,0.0001,5864
Ligilactobacillus,0.0001,2767887
Erysipelatoclostridium,0.0001,1505663
Streptomyces,0.0001,1883
Oscillibacter,0.0001,459786
Ruminococcus,0.0001,1263
Hungatella,0.0001,1649459
Leptolyngbya,0.0001,47251
Methylibium,0.0,316612
Rhizobacter,0.0,212743
Diaphorobacter,0.0,238749
Nitrosospira,0.0,35798
Nitrosomonas,0.0,914
Sideroxydans,0.0,314343
Gallionella,0.0,96
Ferriphaselus,0.0,1443590
Sutterella,0.0,40544
Methyloversatilis,0.0,378210
Candidatus Methylopumilus,0.0,1679002
Turicimonas,0.0,1918598
Collimonas,0.0,202907
Herbaspirillum,0.0,963
Bordetella,0.0,517
Hydrogenophaga,0.0,47420
Acidovorax,0.0,12916
Delftia,0.0,80865
Pulveribacter,0.0,2678886
Comamonas,0.0,283
Simplicispira,0.0,352450
Variovorax,0.0,34072
Polaromonas,0.0,52972
Achromobacter,0.0,222
Advenella,0.0,290425
Rhodoferax,0.0,28065
Alcaligenes,0.0,507
Algicoccus,0.0,2782172
Pusillimonas,0.0,305976
Basilea,0.0,1472344
Ottowia,0.0,219181
Janthinobacterium,0.0,29580
Undibacterium,0.0,401469
Massilia,0.0,149698
Oxalobacter,0.0,846
Serpentinomonas,0.0,2490452
Chromobacterium,0.0,535
Methylobacillus,0.0,404
Cohaesibacter,0.0,655352
Labrenzia,0.0,478070
Stappia,0.0,152161
Pannonibacter,0.0,227873
Methylobacterium,0.0,407
Microvirga,0.0,186650
Labrys,0.0,204476
Xanthobacter,0.0,279
Devosia,0.0,46913
Methylocystis,0.0,133
Nordella,0.0,169055
Pseudorhodoplanes,0.0,1734920
Martelella,0.0,293088
Sulfuricella,0.0,935200
Filomicrobium,0.0,119044
Hyphomicrobium,0.0,81
Methyloceanibacter,0.0,1484898
Bosea,0.0,85413
Methylovirgula,0.0,1156568
Paracoccus,0.0,265
Aestuarium,0.0,2820509
Sulfitobacter,0.0,60136
Pontivivens,0.0,1844015
Thalassobius,0.0,335927
Phaeobacter,0.0,302485
Aminobacter,0.0,31988
Mesorhizobium,0.0,68287
Bartonella,0.0,773
Pseudochrobactrum,0.0,354349
Sulfuritortus,0.0,1938335
Azoarcus,0.0,12960
Aromatoleum,0.0,551759
Dechloromonas,0.0,73029
Fluviibacter,0.0,2808942
Neisseria,0.0,482
Crenobacter,0.0,1654931
Vitreoscilla,0.0,59
Kingella,0.0,32257
Iodobacter,0.0,32014
Lautropia,0.0,47670
Pseudogulbenkiania,0.0,568394
Aquaspirillum,0.0,187
Rhizobium,0.0,379
Agrobacterium,0.0,357
Neorhizobium,0.0,1525371
Sinorhizobium,0.0,28105
Ensifer,0.0,106591
Bradyrhizobium,0.0,374
Nitrobacter,0.0,911
Rhodopseudomonas,0.0,1073
Tardiphaga,0.0,1395974
Brucella,0.0,234
Mycoavidus,0.0,1810868
Thioalkalivibrio,0.0,106633
Caballeronia,0.0,1827195
Dokdonella,0.0,323413
Moraxella,0.0,475
Psychrobacter,0.0,497
Vibrio,0.0,662
Photobacterium,0.0,657
Xanthomonas,0.0,338
Stenotrophomonas,0.0,40323
Lysobacter,0.0,68
Pseudoxanthomonas,0.0,83618
Xylella,0.0,2370
Luteimonas,0.0,83614
Dyella,0.0,231454
Haemophilus,0.0,724
Pandoraea,0.0,93217
Actinobacillus,0.0,713
Pasteurella,0.0,745
Mannheimia,0.0,75984
Bisgaardia,0.0,109471
Gallibacterium,0.0,155493
Basfia,0.0,697331
Vespertiliibacter,0.0,1520333
Halomonas,0.0,2745
Kushneria,0.0,504090
Zymobacter,0.0,33073
Candidatus Carsonella,0.0,114185
Acinetobacter,0.0,469
Oblitimonas,0.0,1849530
Entomomonas,0.0,2758906
Plesiomonas,0.0,702
Serratia,0.0,613
Yersinia,0.0,629
Ewingella,0.0,41201
Rouxiella,0.0,1565532
Rahnella,0.0,34037
Pantoea,0.0,53335
Erwinia,0.0,551
Mixta,0.0,2100764
Buchnera,0.0,32199
Tatumella,0.0,82986
Brenneria,0.0,71655
Pectobacterium,0.0,122277
Dickeya,0.0,204037
Proteus,0.0,583
Xenorhabdus,0.0,626
Arsenophonus,0.0,637
Morganella,0.0,581
Providencia,0.0,586
Photorhabdus,0.0,29487
Edwardsiella,0.0,635
Hafnia,0.0,568
Sodalis,0.0,84565
Pragia,0.0,82984
Pistricoccus,0.0,1897649
Marinomonas,0.0,28253
Thalassolituus,0.0,187492
Thiothrix,0.0,1030
Allofrancisella,0.0,1869285
Halioglobus,0.0,1217416
Kineobactrum,0.0,2678529
Microbulbifer,0.0,48073
Teredinibacter,0.0,2425
Agarilytica,0.0,2036021
Pelagovum,0.0,2795377
Acidihalobacter,0.0,1765964
Allochromatium,0.0,85072
Nitrosococcus,0.0,1227
Thiocystis,0.0,13724
Granulosicoccus,0.0,437504
Sulfurivermis,0.0,2034504
Aquicella,0.0,254245
Coxiella,0.0,776
Legionella,0.0,445
Methylomonas,0.0,416
Candidatus Ruthia,0.0,1541743
Gallaecimonas,0.0,745410
Burkholderia,0.0,32008
Paraburkholderia,0.0,1822464
Polynucleobacter,0.0,44013
Ralstonia,0.0,48736
Francisella,0.0,262
Beggiatoa,0.0,1021
Neptunomonas,0.0,75687
Thiomicrorhabdus,0.0,2039723
Bacterioplanes,0.0,1537406
Ketobacter,0.0,2025617
Saccharospirillum,0.0,231683
Gynuella,0.0,1445504
Endozoicomonas,0.0,305899
Marinobacter,0.0,2742
Paraglaciecola,0.0,1621534
Alteromonas,0.0,226
Salinimonas,0.0,288793
Lacimicrobium,0.0,1751872
Hydrocarboniclastica,0.0,2650549
Catenovulum,0.0,1172191
Shewanella,0.0,22
Pseudoalteromonas,0.0,53246
Colwellia,0.0,28228
Thalassotalea,0.0,1518149
Moritella,0.0,58050
Ferrimonas,0.0,44011
Aeromonas,0.0,642
Dongshaea,0.0,2802288
Tolumonas,0.0,43947
Succinivibrio,0.0,83770
Hydrogenovibrio,0.0,28884
Leisingera,0.0,191028
Gluconacetobacter,0.0,89583
Dinoroseobacter,0.0,309512
Denitrovibrio,0.0,117999
Thermotomaculum,0.0,1172428
Mesotoga,0.0,1184396
Kosmotoga,0.0,651456
Thermotoga,0.0,2335
Fervidobacterium,0.0,2422
Petrotoga,0.0,28236
Desulfurispirillum,0.0,393029
Dictyoglomus,0.0,13
Caldithrix,0.0,187144
Caldimicrobium,0.0,444090
Candidatus Chazhemtobacterium,0.0,2715734
Elusimicrobium,0.0,423604
Granulicella,0.0,940557
Theileria,0.0,5873
Plasmodium,0.0,5820
Besnoitia,0.0,94642
Toxoplasma,0.0,5810
Neospora,0.0,29175
Cryptosporidium,0.0,5806
Thalassiosira,0.0,35127
Fusarium,0.0,5506
Drechmeria,0.0,98402
Colletotrichum,0.0,5455
Pyricularia,0.0,48558
Acidobacterium,0.0,33973
Aminobacterium,0.0,81466
Botrytis,0.0,33196
Pseudoleptotrichia,0.0,2755140
Oceanispirochaeta,0.0,2035349
Salinispira,0.0,1616789
Sediminispirochaeta,0.0,1911556
Spirochaeta,0.0,146
Borreliella,0.0,64895
Borrelia,0.0,138
Leptospira,0.0,171
Turneriella,0.0,338321
Brachyspira,0.0,29521
Leptotrichia,0.0,32067
Sebaldella,0.0,32068
Streptobacillus,0.0,34104
Thermovirga,0.0,336260
Fusobacterium,0.0,848
Ilyobacter,0.0,167639
Dissulfurispira,0.0,2811506
Thermodesulfovibrio,0.0,28261
Nitrospira,0.0,1234
Leptospirillum,0.0,179
Desulfurobacterium,0.0,64159
Thermocrinis,0.0,75905
Jonquetella,0.0,428711
Fretibacterium,0.0,1434006
Cloacibacillus,0.0,508459
Neurospora,0.0,5140
Aspergillus,0.0,5052
Treponema,0.0,157
Methanotorris,0.0,196119
Methanoregula,0.0,395331
Methanosphaerula,0.0,475087
Methanospirillum,0.0,2202
Halolamina,0.0,1075397
Haloferax,0.0,2251
Haloterrigena,0.0,121871
Natronomonas,0.0,63743
Methanosphaera,0.0,2316
Methanobrevibacter,0.0,2172
Methanobacterium,0.0,2160
Methanocaldococcus,0.0,196118
Methanococcus,0.0,2184
Methanolacinia,0.0,230355
Thermococcus,0.0,2263
Archaeoglobus,0.0,2233
Acidianus,0.0,12914
Sulfolobus,0.0,2284
Thermogladius,0.0,477695
Caldisphaera,0.0,200414
Ravinvirus,0.0,308911
Hendrixvirus,0.0,2169654
Mosigvirus,0.0,1913652
Alcyoneusvirus,0.0,2560086
Siminovitchvirus,0.0,1918721
Methanocorpusculum,0.0,2192
Methanoculleus,0.0,45989
Eremothecium,0.0,33170
Pichia,0.0,4919
Zygotorulaspora,0.0,1196389
Kazachstania,0.0,71245
Nakaseomyces,0.0,374468
Kluyveromyces,0.0,4910
Torulaspora,0.0,4948
Zygosaccharomyces,0.0,4953
Naumovozyma,0.0,278028
Scheffersomyces,0.0,766733
Candida,0.0,1535326
Yarrowia,0.0,4951
Brettanomyces,0.0,13366
Ogataea,0.0,461281
Methanoplanus,0.0,2314
Sugiyamaella,0.0,410829
Cryptococcus,0.0,5206
Homo,0.0,9605
Giardia,0.0,5740
Trypanosoma,0.0,5690
Leishmania,0.0,5658
Methanosarcina,0.0,2207
Methanohalophilus,0.0,2175
Methanococcoides,0.0,2225
Methanolobus,0.0,2220
Methanosalsum,0.0,196136
Sphaerochaeta,0.0,399320
Candidatus Vampirococcus,0.0,2789201
Tabrizicola,0.0,1443919
Orientia,0.0,69474
Zymomonas,0.0,541
Blastomonas,0.0,150203
Altererythrobacter,0.0,361177
Erythrobacter,0.0,1041
Porphyrobacter,0.0,1111
Sphingosinicella,0.0,335405
Terricaulis,0.0,2768684
Brevundimonas,0.0,41275
Phenylobacterium,0.0,20
Asticcacaulis,0.0,76890
Rickettsia,0.0,780
Ehrlichia,0.0,943
Novosphingobium,0.0,165696
Micavibrio,0.0,213485
Candidatus Puniceispirillum,0.0,767891
Candidatus Pelagibacter,0.0,198251
Maricaulis,0.0,74317
Glycocaulis,0.0,1433402
Kordiimonas,0.0,288021
Desulfonema,0.0,45654
Desulfobacter,0.0,2289
Desulfobacterium,0.0,2295
Desulfobacula,0.0,28222
Desulfosarcina,0.0,2299
Sphingopyxis,0.0,165697
Sphingobium,0.0,165695
Desulfopila,0.0,429014
Gluconobacter,0.0,441
Marinovum,0.0,367771
Roseobacter,0.0,2433
Yoonia,0.0,2211641
Pelagibaca,0.0,360528
Cognatishimia,0.0,2211635
Jannaschia,0.0,188905
Parasedimentitalea,0.0,2738399
Rhodobacter,0.0,1060
Komagataeibacter,0.0,1434011
Kozakia,0.0,153497
Acetobacter,0.0,434
Oecophyllibacter,0.0,2791118
Parasphingorhabdus,0.0,2709685
Granulibacter,0.0,364409
Roseomonas,0.0,125216
Metakosakonia,0.0,2055876
Roseococcus,0.0,35812
Ferrovibrio,0.0,1231242
Thalassospira,0.0,168934
Defluviicoccus,0.0,111830
Rhodospirillum,0.0,1081
Haematospirillum,0.0,1804663
Azospirillum,0.0,191
Sphingomonas,0.0,13687
Desulfobulbus,0.0,893
Desulfotalea,0.0,109168
Parachlamydia,0.0,83551
Telmatocola,0.0,1382832
Halobacteriovorax,0.0,1652133
Mariprofundus,0.0,377315
Hydrogenophilus,0.0,70774
Verrucomicrobium,0.0,2735
Luteolibacter,0.0,518753
Opitutus,0.0,178440
