Species,RA
Bifidobacterium longum,0.17129999999999998
Prevotella melaninogenica,0.071
Bacteroides thetaiotaomicron,0.061399999999999996
Alistipes finegoldii,0.051
Akkermansia muciniphila,0.0495
Roseburia hominis,0.043899999999999995
Collinsella aerofaciens,0.0435
Roseburia intestinalis,0.039599999999999996
Faecalibacterium prausnitzii,0.0364
Eubacterium hallii,0.0347
Bacteroides uniformis,0.0345
Parabacteroides distasonis,0.0339
Prevotella copri,0.030899999999999997
Anaerostipes hadrus,0.028999999999999998
Escherichia coli,0.0192
Lactobacillus paragasseri,0.013600000000000001
Clostridium butyricum,0.011000000000000001
Lactobacillus phage phiadh,0.004
Blautia sp. SC05B48,0.0037
Blautia obeum,0.0031
Limosilactobacillus fermentum,0.0019
Blautia sp. YL58,0.0017000000000000001
Vibrio sp. Scap24,0.0012
Faecalicatena sp. Marseille-Q4148,0.001
Lactobacillus gasseri,0.0009
Ruminococcus torques,0.0008
Coprococcus catus,0.0007000000000000001
Coprococcus comes,0.0006
Blautia producta,0.0006
Clostridioides difficile,0.0005
Ruminococcus gnavus,0.0005
Blautia argi,0.0004
Enterocloster bolteae,0.0004
Blautia hansenii,0.0004
Lactobacillus helveticus,0.0003
Clostridium scindens,0.0003
Massilistercora timonensis,0.0003
Lachnoclostridium phocaeense,0.0002
Escherichia albertii,0.0002
Escherichia marmotae,0.0002
Escherichia fergusonii,0.0002
Bifidobacterium breve,0.0002
Enterocloster clostridioformis,0.0002
Lacrimispora saccharolytica,0.0002
Coprococcus sp. ART55/1,0.0002
Gordonibacter pamelaeae,0.0002
Eubacterium limosum,0.0002
Lactiplantibacillus plantarum,0.0002
Blautia sp. LZLJ-3,0.0002
Salmonella enterica,0.0002
Lactobacillus johnsonii,0.0002
Clostridium hylemonae,0.0002
Hungatella hathewayi,0.0002
Flavonifractor plautii,0.0002
Olsenella sp. GAM18,0.0002
Lactobacillus phage phi jlb1,0.0002
Lachnoclostridium phytofermentans,0.0001
Anaerocolumna cellulosilytica,0.0001
Limosilactobacillus reuteri,0.0001
Butyricimonas faecalis,0.0001
Lachnoclostridium sp. YL32,0.0001
Bifidobacterium bifidum,0.0001
Klebsiella pneumoniae,0.0001
Limosilactobacillus gastricus,0.0001
Oscillibacter sp. MM59,0.0001
Escherichia sp. E4742,0.0001
Anaerocolumna sp. CTTW,0.0001
Ligilactobacillus salivarius,0.0001
Phocaeicola vulgatus,0.0001
Lacticaseibacillus paracasei,0.0001
Bacteroides fragilis,0.0001
Bacteroides xylanisolvens,0.0001
Staphylococcus aureus,0.0001
Streptococcus agalactiae,0.0001
Lachnospira eligens,0.0001
Clostridium innocuum,0.0001
Eubacterium maltosivorans,0.0001
Eubacterium cellulosolvens,0.0001
Faecalitalea cylindroides,0.0001
Babesia bigemina,0.0001
Enterobacter cloacae,0.0001
Phocaeicola dorei,0.0001
Flintibacter sp. KGMB00164,0.0001
Shigella flexneri,0.0001
Leptolyngbya sp. PCC 7376,0.0001
Berryella intestinalis,0.0001
Shigella dysenteriae,0.0001
Anaerostipes rhamnosivorans,0.0001
Eggerthella lenta,0.0001
Lactobacillus taiwanensis,0.0001
Clostridium sp. SY8519,0.0001
Butyrivibrio fibrisolvens,0.0001
Butyrivibrio proteoclasticus,0.0001
Anaerocolumna sedimenticola,0.0001
Anaerostipes caccae,0.0001
Shigella boydii,0.0001
Lacrimispora sphenoides,0.0001
Moraxella catarrhalis,0.0
Pseudomonas otitidis,0.0
Pseudomonas salegens,0.0
Pseudomonas frederiksbergensis,0.0
Pseudomonas oryzae,0.0
Pseudomonas lactis,0.0
Pseudomonas marincola,0.0
Acinetobacter indicus,0.0
Providencia rettgeri,0.0
Pseudomonas psychrotolerans,0.0
Pseudomonas umsongensis,0.0
Pseudomonas granadensis,0.0
Pseudomonas rhizosphaerae,0.0
Pseudomonas taetrolens,0.0
Moraxella cuniculi,0.0
Pseudomonas bijieensis,0.0
Pseudomonas extremaustralis,0.0
Acinetobacter baumannii,0.0
Entomomonas sp. F2A,0.0
Acinetobacter baylyi,0.0
Acinetobacter radioresistens,0.0
Acinetobacter variabilis,0.0
Acinetobacter guillouiae,0.0
Providencia rustigianii,0.0
Acinetobacter lwoffii,0.0
Pseudomonas xinjiangensis,0.0
Acinetobacter venetianus,0.0
Acinetobacter wuhouensis,0.0
Acinetobacter towneri,0.0
Acinetobacter schindleri,0.0
Acinetobacter sp. WCHA55,0.0
Acinetobacter wanghuae,0.0
Acinetobacter sp. LoGeW2-3,0.0
Acinetobacter sp. Colony158,0.0
Acinetobacter sp. TTH0-4,0.0
Acinetobacter soli,0.0
Acinetobacter tandoii,0.0
Azotobacter salinestris,0.0
Xenorhabdus hominickii,0.0
Pseudomonas aeruginosa,0.0
Providencia vermicola,0.0
Xenorhabdus bovienii,0.0
Photobacterium profundum,0.0
Xenorhabdus nematophila,0.0
Photobacterium damselae,0.0
Vibrio mediterranei,0.0
Vibrio qinghaiensis,0.0
Vibrio furnissii,0.0
Vibrio aphrogenes,0.0
Vibrio astriarenae,0.0
Vibrio coralliilyticus,0.0
Vibrio cidicii,0.0
Vibrio metoecus,0.0
Vibrio ponticus,0.0
Vibrio cholerae,0.0
Vibrio owensii,0.0
Vibrio harveyi,0.0
Pseudomonas oryzihabitans,0.0
