Genus,RA,TAX_ID
Haemophilus,0.08626945491667667,724
Fusobacterium,0.08210177868729776,848
Neisseria,0.07038369199936373,482
Prevotella,0.06412362014310845,838
Capnocytophaga,0.037965822303091645,1016
Veillonella,0.03686475573504332,29465
Schaalia,0.034323006821176186,2529408
Streptococcus,0.027450149974595935,1301
Campylobacter,0.018613763567012703,194
Leptotrichia,0.014725968324452537,32067
Tannerella,0.01320373792132324,195950
Rothia,0.010074373170622026,32207
Porphyromonas,0.00846153381492551,836
Treponema,0.0052677360312876065,157
Lachnoanaerobaculum,0.00506973869049257,1164882
Actinomyces,0.004512325837847561,1654
Selenomonas,0.0037985286448457938,970
Gemella,0.0029971427976957137,1378
Candidatus Nanosynbacter,0.0027014891413560064,2093823
Mogibacterium,0.002476980292217228,86331
Aggregatibacter,0.001551762209891947,416916
Lancefieldella,0.0013148365783643271,2767353
Eikenella,0.001233624109767041,538
Bacteroides,0.001207112601423299,816
Parvimonas,0.0010208608655906798,543311
Pauljensenia,0.000673862136129548,2740557
Streptomyces,0.000619161175876004,1883
Lautropia,0.0005815752399962683,47670
Simonsiella,0.0005587552074978573,71
Corynebacterium,0.0005053966020971609,1716
Clostridium,0.0005003627713989821,1485
Alistipes,0.0004315670851905372,239759
Pseudomonas,0.00031713133398527033,286
Pseudoleptotrichia,0.00029800277733219054,2755140
Chryseobacterium,0.00028927747078868045,59732
Microbacterium,0.0002372612202408319,33882
Parabacteroides,0.00023054944597659336,375288
Phocaeicola,0.00020235999406679155,909656
Bacillus,0.00020135322792715578,1386
Blautia,0.00020001087307430806,572511
Flavobacterium,0.00019631939722897687,237
Paenibacillus,0.00019296351009685762,44249
Alloprevotella,0.0001657808243266916,1283313
Hymenobacter,0.00015504198550390995,89966
Staphylococcus,0.00014228961440185674,1279
Duncaniella,0.0001416184369754329,2518495
Mycoplasma,0.00013759137241688978,2093
Nocardioides,0.0001342354852847705,1839
Arthrobacter,0.0001338998965715586,1663
Arachnia,0.00013054400943943932,2801844
Bifidobacterium,0.00012819488844695583,1678
Butyrivibrio,0.000127523711020532,830
Enterococcus,0.00012215429160914115,1350
Kingella,0.00012014075932986961,32257
Lacrimispora,0.00011678487219775034,2719231
Faecalibacterium,0.00011074427535993567,216851
Vibrio,0.00010705279951460448,662
Anaerostipes,0.00010671721080139257,207244
Sphingobacterium,0.00010168338010321367,28453
Rhodococcus,9.866308168430633e-05,1827
Muribaculum,9.866308168430633e-05,1918540
Acinetobacter,9.732072683145862e-05,469
Barnesiella,9.732072683145862e-05,397864
Mycolicibacterium,9.463601712576322e-05,1866885
Bulleidia,9.32936622729155e-05,118747
Lachnoclostridium,9.06089525672201e-05,1506553
Chitinophaga,9.027336385400817e-05,79328
Mannheimia,8.825983157473661e-05,75984
Lactobacillus,8.523953315582927e-05,1578
Xanthomonas,8.523953315582927e-05,338
Coprococcus,8.523953315582927e-05,33042
Cellulomonas,8.456835572940543e-05,1707
Brevibacterium,8.087687988407424e-05,1696
Spirosoma,7.987011374443846e-05,107
Actinobacillus,7.78565814651669e-05,713
Roseburia,7.684981532553112e-05,841
Cardiobacterium,7.584304918589535e-05,2717
Mycobacterium,7.382951690662379e-05,1763
Clostridioides,7.349392819341186e-05,1870884
Shewanella,7.114480720092837e-05,22
Filifactor,7.013804106129259e-05,44259
Bradyrhizobium,6.879568620844489e-05,374
Aeromonas,6.812450878202103e-05,642
Burkholderia,6.611097650274947e-05,32008
Trueperella,6.611097650274947e-05,1069494
Cutibacterium,6.241950065741829e-05,1912216
Mediterraneibacter,6.208391194420636e-05,2316020
Arcanobacterium,6.174832323099444e-05,28263
Rhizobium,6.040596837814673e-05,379
Brachybacterium,6.0070379664934805e-05,43668
Sodaliphilus,5.973479095172288e-05,2815786
Olsenella,5.9063613525299026e-05,133925
Paraprevotella,5.839243609887517e-05,577309
Mucilaginibacter,5.738566995923939e-05,423349
Finegoldia,5.705008124602747e-05,150022
Eubacterium,5.705008124602747e-05,1730
Lachnospira,5.6714492532815544e-05,28050
Kocuria,5.503654896675591e-05,57493
Anaerocolumna,5.503654896675591e-05,1843210
Pasteurella,5.369419411390821e-05,745
Synechococcus,5.268742797427243e-05,1129
Ligilactobacillus,5.2351839261060504e-05,2767887
Micromonospora,5.168066183463665e-05,1873
Romboutsia,5.1009484408212794e-05,1501226
Ruminococcus,4.8995952128941236e-05,1263
Nocardia,4.8995952128941236e-05,1817
Polaribacter,4.7989185989305456e-05,52959
Aminipila,4.7989185989305456e-05,2060094
Pedobacter,4.698241984966968e-05,84567
Polynucleobacter,4.698241984966968e-05,44013
Elizabethkingia,4.59756537100339e-05,308865
Anaerococcus,4.5640064996821974e-05,165779
Pseudoalteromonas,4.4633298857186195e-05,53246
Odoribacter,4.4633298857186195e-05,283168
Mesorhizobium,4.3626532717550416e-05,68287
Halomonas,4.295535529112656e-05,2745
Lactococcus,4.295535529112656e-05,1357
Pontibacter,4.261976657791464e-05,323449
Anaerobutyricum,4.194858915149079e-05,2569097
Bergeyella,4.161300043827886e-05,59735
Tessaracoccus,4.1277411725066934e-05,72763
Geobacter,4.1277411725066934e-05,28231
Abiotrophia,4.1277411725066934e-05,46123
Flaviflexus,4.060623429864308e-05,1522056
Enterobacter,4.0270645585431155e-05,547
Enterocloster,3.993505687221923e-05,2719313
Oscillibacter,3.9263879445795376e-05,459786
Sphingomonas,3.892829073258345e-05,13687
Gordonia,3.859270201937152e-05,2053
Vagococcus,3.82571133061596e-05,2737
Runella,3.82571133061596e-05,105
Peptacetobacter,3.6914758453311894e-05,2743582
Listeria,3.657916974009996e-05,1637
Actinoplanes,3.5907992313676115e-05,1865
Homo,3.5907992313676115e-05,9605
Klebsiella,3.5572403600464184e-05,570
Paraburkholderia,3.523681488725226e-05,1822464
Agromyces,3.4901226174040336e-05,33877
Leucobacter,3.4901226174040336e-05,55968
