species,SRR11487933,tax_id
BIFIDOBACTERIUM_LONGUM,0.3987702024595951,216816.0
ESCHERICHIA_COLI,0.16598666802666395,562.0
PARABACTEROIDES_DISTASONIS,0.12866874266251468,823.0
BACTEROIDES_THETAIOTAOMICRON,0.1078247843504313,818.0
PREVOTELLA_COPRI,0.10136779726440547,165179.0
CLOSTRIDIUM_BUTYRICUM,0.01845696308607383,1492.0
PREVOTELLA_MELANINOGENICA,0.01795296409407181,28132.0
COLLINSELLA_AEROFACIENS,0.00886498227003546,74426.0
ROSEBURIA_HOMINIS,0.007432985134029732,301301.0
ANAEROSTIPES_HADRUS,0.006515986968026064,649756.0
ALISTIPES_FINEGOLDII,0.005032989934020132,214856.0
ANAEROBUTYRICUM_HALLII,0.004465991068017864,39488.0
UNCLASSIFIED,0.000856998286003428,12908.0
CLOSTRIDIUM_SACCHAROBUTYLICUM,0.000271999456001088,169679.0
BACTEROIDES_FAECIS,0.000265999468001064,674529.0
BACTEROIDES_UNIFORMIS,0.000253999492001016,820.0
BACTEROIDES_ACIDIFACIENS,0.000251999496001008,85831.0
SALMONELLA_ENTERICA,0.00024499951000098,28901.0
BACTEROIDES_CAECIMURIS,0.000198999602000796,1796613.0
BACTEROIDES_XYLANISOLVENS,0.000181999636000728,371601.0
PARABACTEROIDES_SP._AGMB00274,0.00017999964000072,2924040.0
ODORIBACTER_LANEUS,0.000163999672000656,626933.0
CLOSTRIDIUM_SP._SM-530-WT-3G,0.00011999976000048,2725303.0
BACTEROIDES_OVATUS,0.000112999774000452,28116.0
LACTOBACILLUS_PARAGASSERI,0.00010499979000042,2107999.0
CLOSTRIDIUM_PUNICEUM,9.5999808000384e-05,29367.0
BACTEROIDES_NORDII,8.5999828000344e-05,291645.0
ROSEBURIA_INTESTINALIS,8.0999838000324e-05,166486.0
AKKERMANSIA_MUCINIPHILA,7.5999848000304e-05,239935.0
BACTEROIDES_CACCAE,7.1999856000288e-05,47678.0
CLOSTRIDIUM_SARDINIENSE,4.6999906000188e-05,29369.0
CLOSTRIDIUM_SP._C2-6-12,4.499991000018e-05,2698832.0
RUMINOCOCCUS_GAUVREAUII,3.999992000016e-05,438033.0
BLAUTIA_WEXLERAE,3.7999924000152e-05,418240.0
CLOSTRIDIUM_ULIGINOSUM,3.7999924000152e-05,119641.0
CLOSTRIDIUM_BEIJERINCKII,3.4999930000139996e-05,1520.0
LACTOBACILLUS_GASSERI,3.2999934000132e-05,1596.0
CLOSTRIDIUM_CHAUVOEI,3.1999936000128e-05,46867.0
CLOSTRIDIUM_BOTULINUM,2.8999942000116e-05,1491.0
PHOCAEICOLA_MASSILIENSIS,2.2999954000092e-05,204516.0
CLOSTRIDIUM_SP._MSJ-8,1.999996000008e-05,2841510.0
CLOSTRIDIUM_GALLINARUM,1.8999962000076e-05,2762246.0
ROSEBURIA_INULINIVORANS,1.8999962000076e-05,360807.0
CLOSTRIDIUM_ARGENTINENSE,1.7999964000072e-05,29341.0
CLOSTRIDIUM_GASIGENES,1.5999968000064e-05,94869.0
CLOSTRIDIUM_SP._IBUN22A,1.5999968000064e-05,1523155.0
CLOSTRIDIUM_PARAPUTRIFICUM,1.3999972000056e-05,29363.0
BLAUTIA_SP._AF19-10LB,1.2999974000051999e-05,2292961.0
CLOSTRIDIUM_SP._3-3,1.1999976000048e-05,2070757.0
ALISTIPES_SP._AF14-19,1.1999976000048e-05,2292910.0
CLOSTRIDIUM_SP._1001271B-151109-B4,1.1999976000048e-05,2787148.0
CLOSTRIDIUM_BARATII,9.99998000004e-06,1561.0
BACTEROIDES_FAECALIS,9.99998000004e-06,2447885.0
CLOSTRIDIUM_SP._BJN0001,8.999982000036e-06,2930219.0
PREVOTELLA_MULTISACCHARIVORAX,8.999982000036e-06,310514.0
CLOSTRIDIUM_SARTAGOFORME,8.999982000036e-06,84031.0
ALISTIPES_SP._CHKCI003,7.999984000032e-06,1780376.0
CLOSTRIDIUM_SP._IBUN62F,7.999984000032e-06,1523157.0
CLOSTRIDIUM_MAGNUM,7.999984000032e-06,33954.0
CLOSTRIDIUM_SP._YIM-B02555,6.999986000028e-06,2911968.0
BLAUTIA_FAECIS,6.999986000028e-06,871665.0
RUMINOCOCCUS_TORQUES,6.999986000028e-06,33039.0
CLOSTRIDIUM_SP._HMSC19A10,5.999988000024e-06,1581148.0
DOREA_SP._AM58-8,5.999988000024e-06,2292346.0
COPROCOCCUS_COMES,5.999988000024e-06,410072.0
BLAUTIA_LUTI,4.99999000002e-06,89014.0
PHOCAEICOLA_DOREI,4.99999000002e-06,357276.0
ROSEBURIA_SP._BX1005,4.99999000002e-06,2763064.0
ALISTIPES_SP._HGB5,4.99999000002e-06,908612.0
CLOSTRIDIUM_SP._D43T1-170807-H7,4.99999000002e-06,2787140.0
PHOCAEICOLA_PLEBEIUS,3.999992000016e-06,310297.0
ALISTIPES_SP._DSM-112343,3.999992000016e-06,2941326.0
HUNGATELLA_HATHEWAYI,3.999992000016e-06,154046.0
MEGASPHAERA_STANTONII,3.999992000016e-06,2144175.0
CLOSTRIDIUM_SP._AF36-18BH,3.999992000016e-06,2293014.0
CLOSTRIDIUM_SP._LS,3.999992000016e-06,1352601.0
INTESTINIMONAS_MASSILIENSIS,2.999994000012e-06,1673721.0
BLAUTIA_SP._AN81,2.999994000012e-06,1965659.0
