genus,SRR11487932,tax_id
BIFIDOBACTERIUM,0.4091705449767301,1678
ESCHERICHIA,0.1766559400643596,561
PARABACTEROIDES,0.12863522818863085,375288
PREVOTELLA,0.11244532532804803,838
BACTEROIDES,0.1097723413659518,816
CLOSTRIDIUM,0.01996188022871863,1485
COLLINSELLA,0.010578936526380842,102106
ALISTIPES,0.009217944692331845,239759
ROSEBURIA,0.007195956824259054,841
ANAEROSTIPES,0.006279962320226078,207244
ANAEROBUTYRICUM,0.0040109759341443955,2569097
UNCLASSIFIED,0.0024169854980870113,12908
LACTOBACILLUS,0.00018499889000665997,1578
AKKERMANSIA,0.00010199938800367198,239934
BLAUTIA,7.799953200280799e-05,572511
FAECALIBACTERIUM,6.599960400237599e-05,216851
RUMINOCOCCUS,6.499961000233999e-05,1263
SHIGELLA,2.7999832001007993e-05,620
PHOCAEICOLA,2.6999838000971993e-05,909656
INTESTINIMONAS,9.999940000359997e-06,1392389
DOREA,8.999946000323998e-06,189330
COPROCOCCUS,8.999946000323998e-06,33042
MEGASPHAERA,5.9999640002159985e-06,906
ENTEROCLOSTER,2.9999820001079992e-06,2719313
LIMOSILACTOBACILLUS,1.9999880000719995e-06,2742598
PSEUDOFLAVONIFRACTOR,0.0,1017280
PSEUDORHODOFERAX,0.0,747294
MASSOSPORA,0.0,348616
ODORIBACTER,0.0,283168
SALMONELLA,0.0,590
AGATHOBACULUM,0.0,2048137
LONGICATENA,0.0,1918536
LACTIPLANTIBACILLUS,0.0,2767842
LACHNOSPIRA,0.0,28050
HUNGATELLA,0.0,1649459
GEMMIGER,0.0,204475
FAECALICATENA,0.0,2005359
EXTIBACTER,0.0,1918452
ENTEROBACTER,0.0,547
COLIDEXTRIBACTER,0.0,1980681
CLOSTRIDIOIDES,0.0,1870884
BUTYRICICOCCUS,0.0,580596
ANAEROTRUNCUS,0.0,244127
FLAVONIFRACTOR,0.0,946234
