SampleID,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA,Pipeline
SRR11487937,15,0.6595,0.0047,4.5249,0.8220,0.0058,100.0000,0.0000,bio4
SRR11487938,15,0.6856,0.0047,4.1118,0.8243,0.0057,100.0000,0.0000,bio4
SRR11487939,15,0.6543,0.0046,5.3975,0.8253,0.0059,100.0000,0.0000,bio4
SRR11487940,15,0.6903,0.0044,4.4374,0.8336,0.0055,100.0000,0.0000,bio4
SRR11487941,15,0.6856,0.0046,5.3530,0.8267,0.0058,100.0000,0.0000,bio4
Average,15,0.6751,0.0046,4.7649,0.8264,0.0057,100.0000,0.0000,bio4
SRR11487937,44,0.7674,0.0020,19.0037,0.7853,0.0037,100.0000,3.9259,jams
SRR11487938,42,0.7643,0.0020,19.2949,0.7859,0.0038,100.0000,3.7260,jams
SRR11487939,50,0.7786,0.0017,18.3259,0.7875,0.0035,93.7500,3.9708,jams
SRR11487940,41,0.7651,0.0021,17.7018,0.7878,0.0039,100.0000,3.7030,jams
SRR11487941,41,0.7623,0.0021,17.3196,0.7863,0.0039,100.0000,3.9067,jams
Average,44,0.7675,0.0020,18.3292,0.7866,0.0038,98.7500,3.8465,jams
SRR11487937,893,0.6975,0.0001,53.3797,0.7004,0.0011,100.0000,14.8099,wgsa
SRR11487938,908,0.6992,0.0001,53.8375,0.7018,0.0011,100.0000,14.4862,wgsa
SRR11487939,918,0.6963,0.0001,53.5735,0.6993,0.0011,100.0000,14.7376,wgsa
SRR11487940,927,0.6999,0.0001,54.0502,0.7015,0.0011,100.0000,14.6656,wgsa
SRR11487941,917,0.6974,0.0001,53.9271,0.7000,0.0011,100.0000,14.7229,wgsa
Average,913,0.6981,0.0001,53.7536,0.7006,0.0011,100.0000,14.6844,wgsa
SRR11487937,301,0.6441,0.0004,45.9386,0.7077,0.0020,100.0000,7.4117,wol
SRR11487938,307,0.6385,0.0004,47.9372,0.7032,0.0020,100.0000,7.4688,wol
SRR11487939,298,0.6445,0.0004,45.4455,0.7090,0.0020,100.0000,7.4284,wol
SRR11487940,298,0.6394,0.0004,45.7901,0.7034,0.0020,100.0000,7.4774,wol
SRR11487941,302,0.6418,0.0004,45.8575,0.7058,0.0020,100.0000,7.4862,wol
Average,301,0.6417,0.0004,46.1938,0.7058,0.0020,100.0000,7.4545,wol
