Genus,RA,TAX_ID
Bifidobacterium,0.4318424260896068,1678
Parabacteroides,0.11805379672119888,375288
Prevotella,0.10360547926387953,838
Bacteroides,0.0989344325630712,816
Escherichia,0.032726839549948275,561
Clostridium,0.01700947838815888,1485
Alistipes,0.011692373074165811,239759
Roseburia,0.010966898618164335,841
Collinsella,0.01036323089405068,102106
Anaerostipes,0.006456293383587107,207244
Anaerobutyricum,0.005756575417147812,2569097
unclassified,0.002782237466248267,12908
Akkermansia,0.0014348511060265892,239934
Citrobacter,0.001135968508398762,544
Shigella,0.0010635283815051235,620
Faecalibacterium,0.0009562096749960292,216851
Enterobacter,0.0007802069963211148,547
Klebsiella,0.0005725452992260175,570
Eggerthella,0.0005650329897703809,84111
Lactobacillus,0.0005414228743383802,1578
Salmonella,0.0004410798837523771,590
Blautia,0.0003085412812136458,572511
Kosakonia,0.00019800301350927877,1330547
Leclercia,0.00015829509210091392,83654
Raoultella,0.0001089284871067306,160674
Cronobacter,9.175749406527553e-05,413496
Lelliottia,9.175749406527553e-05,1330545
Kluyvera,7.136693982854764e-05,579
Eubacterium,7.02937527634567e-05,1730
Cedecea,6.761078510072934e-05,158483
Pluralibacter,6.546441097054745e-05,1330546
Limosilactobacillus,5.634232091727445e-05,2742598
Mediterraneibacter,5.634232091727445e-05,2316020
Pseudocitrobacter,3.917132787581938e-05,1504576
Buttiauxella,3.7561547278182965e-05,82976
Coprococcus,3.7024953745637496e-05,33042
Yokenella,3.7024953745637496e-05,158876
Gordonibacter,3.2732205485273726e-05,644652
Jejubacter,3.219561195272826e-05,2815296
Dorea,3.219561195272826e-05,189330
Phytobacter,3.0585831355091844e-05,447792
Scandinavium,2.6293083094728076e-05,2726810
Atlantibacter,2.6293083094728076e-05,1903434
Aeromonas,2.5756489562182604e-05,642
Lachnoclostridium,2.414670896454619e-05,1506553
Faecalicatena,2.0927147769273368e-05,2005359
Berryella,1.9853960704182424e-05,2815775
Shimwellia,1.824418010654601e-05,1335483
Enterococcus,1.824418010654601e-05,1350
Vibrio,1.609780597636413e-05,662
Phocaeicola,1.4488025378727715e-05,909656
Pseudescherichia,1.2878244781091302e-05,2055880
Symbiopectobacterium,1.2341651248545832e-05,801
Simiaoa,1.1268464183454889e-05,2944193
Pseudomonas,1.0731870650909418e-05,286
Clostridioides,1.0731870650909418e-05,1870884
Cutibacterium,9.122090053273005e-06,1912216
Plesiomonas,9.122090053273005e-06,702
Enterocloster,8.585496520727535e-06,2719313
Homo,8.585496520727535e-06,9605
Paenibacillus,8.585496520727535e-06,44249
Flavonifractor,8.048902988182064e-06,946234
Novisyntrophococcus,6.975715923091122e-06,2888809
Paraprevotella,6.975715923091122e-06,577309
Yersinia,6.975715923091122e-06,629
Streptomyces,6.439122390545651e-06,1883
Wansuia,5.9025288580001805e-06,2944198
Lactiplantibacillus,5.365935325454709e-06,2767842
Sellimonas,5.365935325454709e-06,1769710
Pantoea,5.365935325454709e-06,53335
Burkholderia,5.365935325454709e-06,32008
Pectobacterium,5.365935325454709e-06,122277
Serratia,4.829341792909239e-06,613
Adlercreutzia,4.829341792909239e-06,447020
Candidatus Blochmannia,4.829341792909239e-06,203804
Massilistercora,4.829341792909239e-06,2717089
Erysipelatoclostridium,4.292748260363767e-06,1505663
Anaerocolumna,4.292748260363767e-06,1843210
