Genus,RA,TAX_ID
Bifidobacterium,0.428515275641906,1678
Parabacteroides,0.12005440872247718,375288
Prevotella,0.10271126447870359,838
Bacteroides,0.09948468941849344,816
Escherichia,0.0330936250272359,561
Clostridium,0.01581453671788068,1485
Alistipes,0.01196681320270452,239759
Roseburia,0.010417824243133034,841
Collinsella,0.010065516603832,102106
Anaerostipes,0.006310965356900741,207244
Anaerobutyricum,0.005503472365444929,2569097
unclassified,0.0028495185371565667,12908
Akkermansia,0.0014208770907347457,239934
Citrobacter,0.0011748440699005532,544
Shigella,0.001034600395302759,620
Faecalibacterium,0.0009239583267619386,216851
Enterobacter,0.0007963317301556414,547
Klebsiella,0.0005988259323656682,570
Eggerthella,0.0005624305150825036,84111
Lactobacillus,0.000521182375494917,1578
Salmonella,0.0004585822577678739,590
Blautia,0.0003062067774090248,572511
Kosakonia,0.00018149181418538078,1330547
Leclercia,0.00017372745849830566,83654
Raoultella,9.89955350102077e-05,160674
Cronobacter,9.268699601445917e-05,413496
Lelliottia,9.171645155357478e-05,1330545
Kluyvera,8.395209586649967e-05,579
Pluralibacter,8.006991802296211e-05,1330546
Cedecea,7.473192348809798e-05,158483
Limosilactobacillus,6.648229557058066e-05,2742598
Eubacterium,5.580630650085238e-05,1730
Mediterraneibacter,5.580630650085238e-05,2316020
Buttiauxella,4.5615589661566295e-05,82976
Pseudocitrobacter,3.930705066581776e-05,1504576
Yokenella,3.930705066581776e-05,158876
Jejubacter,3.8821778435375566e-05,2815296
Coprococcus,3.736596174404899e-05,33042
Gordonibacter,3.154269497874265e-05,644652
Lachnoclostridium,3.0086878287416065e-05,1506553
Scandinavium,2.8631061596089483e-05,2726810
Dorea,2.71752449047629e-05,189330
Aeromonas,2.6689972674320704e-05,642
Atlantibacter,2.620470044387851e-05,1903434
Faecalicatena,2.3778339291667538e-05,2005359
Pseudescherichia,2.2322522600340953e-05,2055880
Shimwellia,2.2322522600340953e-05,1335483
Phytobacter,2.2322522600340953e-05,447792
Berryella,1.9410889217687783e-05,2815775
Enterococcus,1.9410889217687783e-05,1350
Vibrio,1.5528711374150227e-05,662
Phocaeicola,1.358762245238145e-05,909656
Pseudomonas,1.358762245238145e-05,286
Wansuia,1.3102350221939254e-05,2944198
Paenibacillus,1.2131805761054865e-05,44249
Plesiomonas,1.1646533530612671e-05,702
Cutibacterium,1.0675989069728281e-05,1912216
Lacrimispora,9.705444608843892e-06,2719231
Serratia,9.705444608843892e-06,613
Homo,9.705444608843892e-06,9605
Novisyntrophococcus,8.734900147959503e-06,2888809
Parolsenella,8.734900147959503e-06,2082587
Clostridioides,8.249627917517309e-06,1870884
Simiaoa,7.764355687075114e-06,2944193
Enterocloster,7.764355687075114e-06,2719313
Yersinia,7.2790834566329196e-06,629
Butyrivibrio,6.30853899574853e-06,830
Sellimonas,6.30853899574853e-06,1769710
Anaerocolumna,5.823266765306336e-06,1843210
Streptomyces,5.823266765306336e-06,1883
Bacillus,5.823266765306336e-06,1386
Burkholderia,5.337994534864141e-06,32008
Flavonifractor,5.337994534864141e-06,946234
Adlercreutzia,4.852722304421946e-06,447020
Streptococcus,4.852722304421946e-06,1301
Massilistercora,4.852722304421946e-06,2717089
Xenorhabdus,4.367450073979752e-06,626
Bradyrhizobium,3.882177843537557e-06,374
Pantoea,3.882177843537557e-06,53335
Pusillibacter,3.882177843537557e-06,2892397
Hungatella,3.882177843537557e-06,1649459
Sodalis,3.3969056130953623e-06,84565
Symbiopectobacterium,3.3969056130953623e-06,801
Proteus,3.3969056130953623e-06,583
Raoultibacter,3.3969056130953623e-06,1926677
Qiania,3.3969056130953623e-06,2944195
Flintibacter,2.911633382653168e-06,1918454
Morganella,2.911633382653168e-06,581
Pectobacterium,2.911633382653168e-06,122277
Lachnospira,2.911633382653168e-06,28050
Corynebacterium,2.911633382653168e-06,1716
Olsenella,2.911633382653168e-06,133925
Candidatus Profftia,2.911633382653168e-06,1177214
Acinetobacter,2.911633382653168e-06,469
Shewanella,2.911633382653168e-06,22
Curtobacterium,2.911633382653168e-06,2034
Porphyromonas,2.911633382653168e-06,836
Paraprevotella,2.426361152210973e-06,577309
Pseudobutyrivibrio,2.426361152210973e-06,46205
Lactiplantibacillus,2.426361152210973e-06,2767842
Treponema,2.426361152210973e-06,157
Mageeibacillus,2.426361152210973e-06,1637257
Erwinia,2.426361152210973e-06,551
Dickeya,2.426361152210973e-06,204037
Photobacterium,2.426361152210973e-06,657
Achromobacter,1.9410889217687784e-06,222
Candidatus Moranella,1.9410889217687784e-06,1048757
Arsenophonus,1.9410889217687784e-06,637
Edwardsiella,1.9410889217687784e-06,635
Pragia,1.9410889217687784e-06,82984
Francisella,1.9410889217687784e-06,262
Megasphaera,1.9410889217687784e-06,906
Staphylococcus,1.9410889217687784e-06,1279
Planococcus,1.9410889217687784e-06,1372
Rhodoferax,1.9410889217687784e-06,28065
Halomonas,1.9410889217687784e-06,2745
Leuconostoc,1.9410889217687784e-06,1243
Microbacterium,1.9410889217687784e-06,33882
Nocardioides,1.9410889217687784e-06,1839
Ligilactobacillus,1.9410889217687784e-06,2767887
Vallitalea,1.9410889217687784e-06,1348611
Arthrobacter,1.9410889217687784e-06,1663
Mixta,1.455816691326584e-06,2100764
Lacticaseibacillus,1.455816691326584e-06,2759736
Altererythrobacter,1.455816691326584e-06,361177
Actinomyces,1.455816691326584e-06,1654
Mesorhizobium,1.455816691326584e-06,68287
Rhizobium,1.455816691326584e-06,379
Mycobacterium,1.455816691326584e-06,1763
Mogibacterium,1.455816691326584e-06,86331
Acutalibacter,1.455816691326584e-06,1918385
Ruminococcus,1.455816691326584e-06,1263
Sediminispirochaeta,1.455816691326584e-06,1911556
Wujia,1.455816691326584e-06,2944152
Candidatus Hamiltonella,1.455816691326584e-06,568987
Candidatus Hoaglandella,1.455816691326584e-06,1906659
Photorhabdus,1.455816691326584e-06,29487
Providencia,1.455816691326584e-06,586
Candidatus Ishikawaella,1.455816691326584e-06,409304
Rahnella,1.455816691326584e-06,34037
Lactococcus,1.455816691326584e-06,1357
Spirosoma,1.455816691326584e-06,107
Actinomadura,1.455816691326584e-06,1988
Synechococcus,1.455816691326584e-06,1129
Xanthomonas,1.455816691326584e-06,338
Variovorax,1.455816691326584e-06,34072
Fusobacterium,9.705444608843892e-07,848
Thermophilibacter,9.705444608843892e-07,2847307
Caldichromatium,9.705444608843892e-07,2828366
Bordetella,9.705444608843892e-07,517
Aminipila,9.705444608843892e-07,2060094
Emergencia,9.705444608843892e-07,1926556
Faecalitalea,9.705444608843892e-07,1573534
Acetobacterium,9.705444608843892e-07,33951
Dysosmobacter,9.705444608843892e-07,2591381
Caproicibacterium,9.705444608843892e-07,2834348
Erysipelatoclostridium,9.705444608843892e-07,1505663
Erysipelothrix,9.705444608843892e-07,1647
Leptotrichia,9.705444608843892e-07,32067
Herbinix,9.705444608843892e-07,1663717
Lachnoanaerobaculum,9.705444608843892e-07,1164882
Petrocella,9.705444608843892e-07,2603323
Piscirickettsia,9.705444608843892e-07,1237
Candidatus Planktophila,9.705444608843892e-07,622681
Candidatus Purcelliella,9.705444608843892e-07,472825
Candidatus Gullanella,9.705444608843892e-07,1906661
Sporosarcina,9.705444608843892e-07,1569
Pseudogulbenkiania,9.705444608843892e-07,568394
Nitrospira,9.705444608843892e-07,1234
Arabiibacter,9.705444608843892e-07,2005386
Slackia,9.705444608843892e-07,84108
Luteimonas,9.705444608843892e-07,83614
Buchnera,9.705444608843892e-07,32199
Paraglaciecola,9.705444608843892e-07,1621534
Tetragenococcus,9.705444608843892e-07,51668
Chryseobacterium,9.705444608843892e-07,59732
Barnesiella,9.705444608843892e-07,397864
Glaesserella,9.705444608843892e-07,2094023
Alteromonas,9.705444608843892e-07,226
Stutzerimonas,9.705444608843892e-07,2901164
Weissella,9.705444608843892e-07,46255
Liquorilactobacillus,9.705444608843892e-07,2767888
Sphingomonas,9.705444608843892e-07,13687
Succinivibrio,9.705444608843892e-07,83770
Paraburkholderia,9.705444608843892e-07,1822464
Lysinibacillus,9.705444608843892e-07,400634
Caldicellulosiruptor,9.705444608843892e-07,44000
Lonsdalea,9.705444608843892e-07,1082702
Brenneria,9.705444608843892e-07,71655
Christensenella,9.705444608843892e-07,990721
Thioflavicoccus,4.852722304421946e-07,156885
Neptunomonas,4.852722304421946e-07,75687
Methanosphaera,4.852722304421946e-07,2316
Pahexavirus,4.852722304421946e-07,1982251
Flexistipes,4.852722304421946e-07,2351
Halorientalis,4.852722304421946e-07,1073987
Sulfurivermis,4.852722304421946e-07,2034504
Saccharospirillum,4.852722304421946e-07,231683
Halolamina,4.852722304421946e-07,1075397
Histophilus,4.852722304421946e-07,214906
Methylococcus,4.852722304421946e-07,413
Litoricola,4.852722304421946e-07,418700
Stenotrophomonas,4.852722304421946e-07,40323
Natronomonas,4.852722304421946e-07,63743
Thermovirga,4.852722304421946e-07,336260
Candidatus Koribacter,4.852722304421946e-07,658061
Thermocrinis,4.852722304421946e-07,75905
Natronobiforma,4.852722304421946e-07,2174848
Collimonas,4.852722304421946e-07,202907
Methylomonas,4.852722304421946e-07,416
Porphyrobacter,4.852722304421946e-07,1111
Novosphingobium,4.852722304421946e-07,165696
Parasphingopyxis,4.852722304421946e-07,1234545
