genus,RA,tax_id
DESULFOSPOROSINUS,19.72,79206
SPIROCHAETA,11.39,1911556
FERVIDOBACTERIUM,11.26,2422
MEIOTHERMUS,8.56,2935559
THERMOBACILLUS,8.5,76632
HIRSCHIA,8.16,2723
DESULFOTOMACULUM,6.91,2867376
FRATEURIA,3.99,70411
NATRONOCOCCUS,3.55,29287
CORALIOMARGARITA,3.41,442430
NATRONOBACTERIUM,2.46,2256
OLSENELLA,2.26,133925
TERRIGLOBUS,2.07,392733
HALOVIVAX,1.75,332951
STUTZERIMONAS,1.55,2901164
SEGNILIPARUS,1.41,286801
SALMONELLA,0.66,590
ECHINICOLA,0.62,390846
CLOSTRIDIUM,0.43,35829
STREPTOCOCCUS,0.43,1301
CLOSTRIDIUM,0.42,1485
CORYNEBACTERIUM,0.3,1716
ESCHERICHIA,0.18,561
NOCARDIOPSIS,0.0,2013
