SampleID,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA,Pipeline
SRR11487931,19,0.9172,0.0153,7.9875,0.8547,0.0286,89.4737,0.0000,biobakery3
SRR11487932,19,0.9064,0.0149,7.1893,0.8588,0.0292,89.4737,0.0000,biobakery3
SRR11487933,19,0.9102,0.0138,9.6700,0.8691,0.0275,89.4737,0.0000,biobakery3
SRR11487934,19,0.8985,0.0146,8.9969,0.8609,0.0293,89.4737,0.0000,biobakery3
SRR11487935,19,0.9147,0.0132,7.7885,0.8749,0.0266,89.4737,0.0000,biobakery3
Average,19,0.9094,0.0143,8.3264,0.8637,0.0282,89.4737,0.0000,biobakery3
SRR11487931,19,0.9202,0.0189,2.7055,0.8205,0.0397,100.0000,0.0000,biobakery4
SRR11487932,19,0.9183,0.0193,2.7692,0.8164,0.0397,100.0000,0.0000,biobakery4
SRR11487933,19,0.9283,0.0177,2.6827,0.8318,0.0364,100.0000,0.0000,biobakery4
SRR11487934,19,0.9237,0.0184,2.6704,0.8256,0.0376,100.0000,0.0000,biobakery4
SRR11487935,19,0.9309,0.0176,2.7348,0.8326,0.0359,100.0000,0.0000,biobakery4
Average,19,0.9243,0.0184,2.7125,0.8254,0.0379,100.0000,0.0000,biobakery4
SRR11487931,20,0.8953,0.0198,11.7480,0.8023,0.0318,100.0000,3.0963,jams
SRR11487932,20,0.8900,0.0199,11.9771,0.8007,0.0323,100.0000,2.9591,jams
SRR11487933,20,0.9000,0.0191,11.4871,0.8092,0.0300,100.0000,3.1564,jams
SRR11487934,20,0.8932,0.0196,11.6981,0.8037,0.0313,94.7368,3.0510,jams
SRR11487935,20,0.9063,0.0188,11.4537,0.8117,0.0293,100.0000,3.1681,jams
Average,20,0.8970,0.0194,11.6728,0.8055,0.0310,98.9474,3.0862,jams
SRR11487931,20,0.8931,0.0199,11.4195,0.8014,0.0323,100.0000,2.5571,jams202212
SRR11487932,21,0.8914,0.0189,12.6323,0.8015,0.0317,94.7368,2.4721,jams202212
SRR11487933,20,0.9002,0.0190,10.8688,0.8102,0.0302,100.0000,2.5229,jams202212
SRR11487934,20,0.8926,0.0196,11.2917,0.8045,0.0315,100.0000,2.4431,jams202212
SRR11487935,20,0.9065,0.0187,11.5577,0.8126,0.0294,100.0000,2.5487,jams202212
Average,20,0.8968,0.0192,11.5540,0.8060,0.0310,98.9474,2.5088,jams202212
SRR11487931,20,0.9046,0.0199,10.9579,0.8006,0.0370,89.4737,3.2815,wgsa2
SRR11487932,21,0.9036,0.0191,11.7479,0.7993,0.0360,89.4737,3.5353,wgsa2
SRR11487933,20,0.9108,0.0190,10.7438,0.8104,0.0338,89.4737,3.4487,wgsa2
SRR11487934,21,0.9089,0.0184,11.2234,0.8072,0.0339,89.4737,3.4751,wgsa2
SRR11487935,20,0.9140,0.0187,10.7868,0.8131,0.0332,89.4737,3.5145,wgsa2
Average,20,0.9084,0.0190,11.0920,0.8061,0.0348,89.4737,3.4510,wgsa2
SRR11487931,35,0.3292,0.0258,14.7509,0.5482,0.0597,94.7368,19.6436,woltka
SRR11487932,35,0.3133,0.0263,14.9062,0.5403,0.0609,94.7368,19.7970,woltka
SRR11487933,35,0.3217,0.0258,14.6135,0.5491,0.0599,94.7368,19.4825,woltka
SRR11487934,34,0.3330,0.0262,14.6059,0.5551,0.0600,94.7368,19.2722,woltka
SRR11487935,34,0.3261,0.0262,14.5054,0.5546,0.0603,94.7368,19.1993,woltka
Average,35,0.3247,0.0260,14.6764,0.5495,0.0602,94.7368,19.4789,woltka
