species,9.54165,tax_id
ACHROMOBACTER_XYLOSOXIDANS,0.0589511,85698
AKKERMANSIA_MUCINIPHILA,0.0,239935
BACTEROIDES_FRAGILIS,0.042061900000000006,817
BACTEROIDES_THETAIOTAOMICRON,0.0262183,818
BIFIDOBACTERIUM_ANIMALIS,0.0,28025
BORDETELLA_BRONCHIALIS,0.0,463025
BORDETELLA_HOLMESII,0.0,35814
BORDETELLA_PERTUSSIS,0.4129535,520
BORDETELLA_PETRII,0.0,94624
BORDETELLA_PSEUDOHINZII,0.0,1331258
BURKHOLDERIA_MULTIVORANS,0.0,87883
BUTYRIVIBRIO_HUNGATEI,0.0041862,185008
CELLULOSILYTICUM_LENTOCELLUM,0.0,29360
CLOSTRIDIUM_ACETICUM,0.0084241,84022
CLOSTRIDIUM_ACETOBUTYLICUM,0.0,1488
CLOSTRIDIUM_AUTOETHANOGENUM,0.0,84023
CLOSTRIDIUM_BEIJERINCKII,0.0,1520
CLOSTRIDIUM_BOTULINUM,0.13094,1491
CLOSTRIDIUM_BUTYRICUM,0.013610899999999999,1492
CLOSTRIDIUM_CARBOXIDIVORANS,0.0,217159
CLOSTRIDIUM_CELLULOVORANS,0.017672399999999998,1493
CLOSTRIDIUM_DRAKEI,0.0383442,332101
CLOSTRIDIUM_PASTEURIANUM,0.0044773,1501
CLOSTRIDIUM_PERFRINGENS,0.0935649,1502
CLOSTRIDIUM_SACCHAROBUTYLICUM,0.0036425999999999997,169679
CLOSTRIDIUM_SPOROGENES,0.0027318999999999998,1509
CLOSTRIDIUM_TETANI,0.0,1513
DESULFOCURVIBACTER_AFRICANUS,0.0040763,873
ERYSIPELOTHRIX_RHUSIOPATHIAE,0.0,1648
ESCHERICHIA_COLI,0.0,562
EUBACTERIUM_CALLANDERI,0.0,53442
FERMENTIMONAS_CAENICOLA,0.0,1562970
HUNGATEICLOSTRIDIUM_THERMOCELLUM,0.008989,1515
LACHNOCLOSTRIDIUM_PHYTOFERMENTANS,0.0,66219
MURIBACULUM_INTESTINALE,0.0026279999999999997,1796646
ODORIBACTER_SPLANCHNICUS,0.0,28118
PARABACTEROIDES_DISTASONIS,0.0059165,823
PHOCAEICOLA_DOREI,0.020791499999999997,357276
PHOCAEICOLA_SALANITRONIS,0.0,376805
PHOCAEICOLA_VULGATUS,0.0,821
RUMINOCOCCUS_ALBUS,0.0,1264
THERMOCLOSTRIDIUM_STERCORARIUM,0.004403000000000001,1510
