Species,RA,tax_id
BORDETELLA_PERTUSSIS,0.254083,520
BORDETELLA_PETRII,0.181416,94624
BORDETELLA_PSEUDOHINZII,0.097345,1331258
CLOSTRIDIUM_ACETICUM,0.0749789999999999,84022
BACTEROIDES_THETAIOTAOMICRON,0.066372,818
CLOSTRIDIUM_BUTYRICUM,0.032429,1492
BACTEROIDES_FRAGILIS,0.030973,817
CLOSTRIDIUM_BOTULINUM,0.029805,1491
CLOSTRIDIUM_PASTEURIANUM,0.026549,1501
CLOSTRIDIUM_SCATOLOGENES,0.022124,1548
FERMENTIMONAS_CAENICOLA,0.013274,1562970
BACTEROIDES_SALANITRONIS,0.013274,376805
BORDETELLA_BRONCHISEPTICA,0.013274,518
CLOSTRIDIUM_AUTOETHANOGENUM,0.009647,84023
AKKERMANSIA_MUCINIPHILA,0.00885,239935
BACTEROIDES_VULGATUS,0.00885,821
CLOSTRIDIUM_STERCORARIUM,0.00885,1510
CLOSTRIDIUM_ACETOBUTYLICUM,0.00885,1488
ESCHERICHIA_COLI,0.00885,562
EUBACTERIUM_LIMOSUM,0.00885,1736
LACHNOCLOSTRIDIUM_PHYTOFERMENTANS,0.008094,66219
CLOSTRIDIUM_SACCHAROBUTYLICUM,0.0073939999999999,169679
BORDETELLA_HOLMESII,0.006979,35814
ACHROMOBACTER_XYLOSOXIDANS,0.004425,85698
BACTEROIDES_DOREI,0.004425,357276
ERYSIPELOTHRIX_RHUSIOPATHIAE,0.004425,1648
BURKHOLDERIA_MULTIVORANS,0.004425,87883
CLOSTRIDIUM_CARBOXIDIVORANS,0.004425,217159
BIFIDOBACTERIUM_ANIMALIS,0.004425,28025
BORDETELLA_PARAPERTUSSIS,0.004425,519
RUMINOCOCCUS_ALBUS,0.004425,1264
BUTYRIVIBRIO_HUNGATEI,0.004425,185008
CLOSTRIDIUM_CELLULOVORANS,0.004425,1493
ODORIBACTER_SPLANCHNICUS,0.004425,28118
BORDETELLA_BRONCHIALIS,0.004425,463025
CLOSTRIDIUM_TETANI,0.003627,1513
CLOSTRIDIUM_BEIJERINCKII,0.0014099999999999,1520
CELLULOSILYTICUM_LENTOCELLUM,0.000755,29360
