genus,SRR11487940,tax_id
BIFIDOBACTERIUM,0.17813117813117813,1678
PREVOTELLA,0.11716211716211716,838
BACTEROIDES,0.1074951074951075,816
ROSEBURIA,0.08544708544708544,841
ALISTIPES,0.054434054434054434,239759
COLLINSELLA,0.05291505291505291,102106
ESCHERICHIA,0.05283305283305283,561
PARABACTEROIDES,0.0507050507050507,375288
AKKERMANSIA,0.050176050176050174,239934
BLAUTIA,0.046747046747046744,572511
RUMINOCOCCUS,0.04584204584204584,1263
FAECALIBACTERIUM,0.037351037351037356,216851
ANAEROBUTYRICUM,0.033822033822033824,2569097
ANAEROSTIPES,0.0327000327000327,207244
LACTOBACILLUS,0.03242103242103242,1578
CLOSTRIDIUM,0.008336008336008336,1485
UNCLASSIFIED,0.001773001773001773,12908
PHOCAEICOLA,0.000209000209000209,909656
SHIGELLA,0.000198000198000198,620
ENTEROCOCCUS,0.000175000175000175,1350
DOREA,0.000122000122000122,189330
SPOROFACIENS,7.7000077000077e-05,2811390
KLEBSIELLA,7.7000077000077e-05,570
COPROCOCCUS,7.3000073000073e-05,33042
ENTEROCLOSTER,6.2000062000062e-05,2719313
INTESTINIMONAS,5.8000058000058e-05,1392389
BUTYRIVIBRIO,5.5000055000055e-05,830
NOVISYNTROPHOCOCCUS,5.2000052000052e-05,2888809
ANAEROTRUNCUS,4.7000047000047e-05,244127
GOLOVINOMYCES,4.6000046000046e-05,184027
MASSILIIMALIA,4.1000041000041e-05,2895461
PARACLOSTRIDIUM,4.000004000004e-05,1849822
LIGILACTOBACILLUS,3.4000034000034e-05,2767887
SALMONELLA,3.1000031000031e-05,590
CLOSTRIDIOIDES,3.000003000003e-05,1870884
EUBACTERIUM,2.4000024000024e-05,1730
LACHNOANAEROBACULUM,2.2000022000022e-05,1164882
SALINICOCCUS,1.8000018000018e-05,45669
GORDONIBACTER,1.6000016000016e-05,644652
RUMINICLOSTRIDIUM,1.5000015000015e-05,1508657
VIBRIO,1.3000013000013e-05,662
STREPTOCOCCUS,7.000007000007e-06,1301
CAMPYLOBACTER,2.000002000002e-06,194
ADLERCREUTZIA,1.000001000001e-06,447020
BUTYRICICOCCUS,0.0,580596
DYSOSMOBACTER,0.0,2591381
DYSGONOMONAS,0.0,156973
PSEUDOCITROBACTER,0.0,1504576
PSEUDOFLAVONIFRACTOR,0.0,1017280
PSEUDOMONAS,0.0,286
RAOULTELLA,0.0,160674
CITROBACTER,0.0,544
RUTHENIBACTERIUM,0.0,1905344
AEROMONAS,0.0,642
BROTOLIMICOLA,0.0,2981631
BRACHYSPIRA,0.0,29521
SELLIMONAS,0.0,1769710
BACILLUS,0.0,1386
SPHINGOBACTERIUM,0.0,28453
ASPERGILLUS,0.0,5052
STAPHYLOCOCCUS,0.0,1279
ANAEROMASSILIBACILLUS,0.0,1924093
PEZICULA,0.0,101853
HUNGATELLA,0.0,1649459
ENTEROBACTER,0.0,547
FLAVOBACTERIUM,0.0,237
INTESTINIRHABDUS,0.0,2899543
ISOTRICHA,0.0,5986
HOLDEMANELLA,0.0,1573535
HERBASPIRILLUM,0.0,963
LACHNOCLOSTRIDIUM,0.0,1506553
LACRIMISPORA,0.0,2719231
LACTIPLANTIBACILLUS,0.0,2767842
GEMMIGER,0.0,204475
LIMOSILACTOBACILLUS,0.0,2742598
OTOOLEA,0.0,2941495
LISTERIA,0.0,1637
MARITIMIBACTER,0.0,404235
FAECALICATENA,0.0,2005359
MEMBRANIHABITANS,0.0,2023705
MYCOBACTERIUM,0.0,1763
NEOBACILLUS,0.0,2675232
EXTIBACTER,0.0,1918452
ODORIBACTER,0.0,283168
EGGERTHELLA,0.0,84111
